problem,numSols,stage 1/2/3,gap,time,iterations,restarts
neos-911970,3,3/0/0,244.8,0.1,18.0,0.0
neos-933966,3,3/0/0,3.5,5.8,6.6,0.0
neos-950242,3,3/0/0,17.6,31.8,23.4,0.0
neos-957323,3,3/0/0,11.4,2.4,1.3,0.0
neos-960392,3,3/0/0,1.9,3.3,6.2,0.0
neos10,3,0/3/0,117.8,0.1,2.9,0.0
neos16,0,0/0/0,-,-,-,-
neos17,3,3/0/0,253.5,0.1,34.9,2.7
neos20,2,0/0/2,68.4,6.0,1298.4,41.0
neos5,3,3/0/0,38.8,0.1,2.7,0.0
neos7,3,0/3/0,16.4,0.1,7.0,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,41.2,6.9,36.1,0.0
netdiversion,3,3/0/0,73.0,234.8,14.6,0.0
nexp-150-20-8-5,3,3/0/0,142.4,0.1,1.0,0.0
nh97p,3,0/1/2,10.8,5.6,728.8,208.8
nh97t,3,0/0/3,11.1,12.8,1265.8,284.4
noswot,3,0/3/0,5.6,0.1,5.8,0.0
ns1116954,3,2/1/0,0.0,230.7,130.4,5.2
ns1208400,3,1/2/0,0.0,182.7,353.2,0.4
ns1644855,3,3/0/0,22.2,410.5,4.0,0.0
ns1760995,3,3/0/0,37.8,76.5,17.6,0.0
ns1830653,3,2/1/0,128.2,3.2,139.1,14.6
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,47.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,2.6,0.1,3.0,0.0
nursesched-medium-hint03,3,0/3/0,1219.0,77.6,33.7,0.3
nursesched-sprint02,3,0/3/0,100.3,2.8,13.6,0.0
nw04,3,3/0/0,15.8,1.3,7.8,0.0
opm2-z10-s4,3,3/0/0,94.2,64.4,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,4.0,0.0
p200x1188c,3,3/0/0,3.9,0.1,31.0,1.0
p2756,3,0/3/0,67.4,0.1,7.0,0.0
peg-solitaire-a3,3,0/0/3,0.0,2112.1,1189.6,147.9
pg,3,3/0/0,18.9,0.1,9.7,0.0
pg5_34,3,3/0/0,6.3,0.1,6.8,0.0
physiciansched3-3,3,3/0/0,29.8,527.6,56.1,1.9
physiciansched6-2,3,0/3/0,73.3,31.1,222.8,3.0
piperout-08,3,0/0/3,50.3,35.4,1064.4,9.5
piperout-27,3,0/0/3,47.2,43.4,1051.4,3.7
pk1,3,3/0/0,1675.2,0.1,35.0,1.6
pp08a,3,3/0/0,55.9,0.1,15.6,0.0
pp08aCUTS,3,3/0/0,19.4,0.1,15.1,0.0
proteindesign121hz512p9,3,0/3/0,3.3,5.5,30.7,0.8
proteindesign122trx11p8,3,0/2/1,1.1,324.5,132.3,5.8
protfold,3,3/0/0,63.0,4.5,19.4,0.0
qap10,3,3/0/0,0.0,11.3,2.0,0.0
qiu,3,3/0/0,1517.0,0.1,3.3,0.0
rB10-011000,3,3/0/0,264.5,0.4,27.2,0.3
rB10-011001,3,3/0/0,218.6,0.4,27.2,0.3
rB11-010000,3,3/0/0,269.8,1.1,26.7,0.3
rB11-110001,3,3/0/0,159.0,3.5,24.5,0.0
rB12-111111,3,0/2/1,88.7,24.5,460.0,9.5
rC10-001000,3,3/0/0,218.8,0.1,27.4,0.0
rC10-100001,3,2/1/0,456.9,2.7,106.4,1.9
rC11-010100,3,3/0/0,347.0,0.3,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,579.0,5.8,69.1,2.6
rC12-111100,3,3/0/0,194.9,0.4,1.0,0.0
radiationm18-12-05,3,0/3/0,581.7,4.0,207.1,19.2
radiationm40-10-02,3,0/0/3,1550.2,91.2,1265.2,9.9
rail01,3,3/0/0,36.1,1661.0,13.3,0.0
rail02,3,3/0/0,3.0,2387.8,4.9,0.0
rail507,3,3/0/0,23.8,2.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,24.9,0.1,23.3,0.6
rd-rplusc-21,3,0/0/3,101.8,161.0,954.5,497.0
reblock115,3,0/3/0,14.0,3.9,26.0,1.7
rmatr100-p10,3,3/0/0,2.2,0.7,4.3,0.0
rmatr200-p5,3,3/0/0,19.9,26.5,6.0,0.0
rocI-4-11,3,0/0/3,48.1,26.0,944.7,36.4
rocII-5-11,3,0/0/3,99.4,74.1,854.6,85.9
roi2alpha3n4,3,3/0/0,59.2,6.3,7.0,0.0
roi5alpha10n8,3,3/0/0,56.6,80.8,7.0,0.0
roll3000,3,0/3/0,35.0,0.5,38.7,2.0
rout,3,0/3/0,34.6,0.1,25.9,0.4
s100,3,3/0/0,4.4,334.2,9.3,0.0
s250r10,3,3/0/0,0.1,61.8,2.0,0.0
satellites2-40,3,3/0/0,206.6,2254.2,37.2,3.0
satellites2-60-fs,3,3/0/0,344.2,880.7,42.2,5.8
savsched1,3,3/0/0,11.3,119.6,6.3,0.0
sct2,3,3/0/0,21.5,0.1,4.6,0.0
set1ch,3,3/0/0,22.8,0.1,31.0,1.0
seymour,3,3/0/0,12.3,1.1,1.0,0.0
seymour1,3,3/0/0,1.7,2.3,3.0,0.0
sing326,3,3/0/0,51.6,10.0,8.4,0.0
sing44,3,3/0/0,32.5,9.5,4.6,0.0
snp-02-004-104,3,0/3/0,18.0,42.3,33.0,1.0
sorrell3,3,3/0/0,73.7,0.7,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.3,1.3
sp97ar,3,3/0/0,24.4,51.3,2.2,0.0
sp98ar,3,3/0/0,29.0,41.9,1.0,0.0
splice1k1,3,3/0/0,99.0,130.3,9.0,0.0
square41,3,0/3/0,6.7,884.7,11.0,0.0
square47,3,0/3/0,7.9,1368.6,13.3,0.0
supportcase10,3,3/0/0,42.9,268.8,4.0,0.0
supportcase12,3,0/3/0,7.0,15.3,4.2,0.0
supportcase18,3,3/0/0,77.1,0.1,1.0,0.0
supportcase26,3,3/0/0,26.2,0.1,7.0,0.0
supportcase33,3,0/3/0,65.9,11.1,125.9,21.5
supportcase40,3,3/0/0,43.1,4.0,7.7,0.0
supportcase42,3,0/3/0,16.9,7.2,5.3,0.0
supportcase6,3,3/0/0,0.5,29.8,5.6,0.0
supportcase7,3,3/0/0,62.2,89.5,10.3,0.0
swath,3,0/3/0,178.7,19.2,168.6,52.7
swath1,3,1/2/0,68.1,4.6,74.0,20.7
swath3,3,3/0/0,11.5,2.6,49.0,7.6
t1717,3,3/0/0,222.0,250.1,55.8,0.3
tbfp-network,3,3/0/0,42.6,125.2,13.6,0.0
thor50dday,3,3/0/0,303.3,5.5,25.3,1.9
timtab1,3,0/3/0,72.4,0.1,74.8,16.5
timtab2,3,0/3/0,88.1,1.9,518.3,196.6
tr12-30,3,3/0/0,54.6,0.1,32.6,2.0
traininstance2,3,0/0/3,345.5,24.7,1231.8,71.8
traininstance6,3,0/1/2,1274.0,17.1,1240.4,85.9
trento1,3,3/0/0,12.1,61.4,7.8,0.0
triptim1,3,0/3/0,0.1,116.0,6.2,0.0
uccase12,3,3/0/0,4.0,13.3,17.2,0.0
uccase9,3,3/0/0,317.3,10.4,25.4,2.3
uct-subprob,3,3/0/0,18.4,0.1,7.0,0.0
unitcal_7,3,0/2/1,49.0,195.5,1205.5,283.9
var-smallemery-m6j6,3,3/0/0,22.5,9.0,5.3,0.0
vpm2,3,3/0/0,31.8,0.1,22.0,0.3
wachplan,3,0/3/0,0.0,0.6,13.2,0.0
