problem,numSols,stage 1/2/3,gap,time,iterations,restarts
cost266-UUE,3,3/0/0,37.1,0.4,28.6,0.3
cryptanalysiskb128n5obj16,0,0/0/0,-,-,-,-
csched007,3,0/0/3,65.2,9.8,1506.5,497.5
csched008,3,0/3/0,8.7,2.5,586.1,188.4
cvs16r128-89,3,3/0/0,97.9,0.1,1.0,0.0
dano3_3,3,3/0/0,0.0,40.3,16.6,0.0
dano3_5,3,3/0/0,0.1,389.9,40.7,4.8
dano3mip,3,3/0/0,12.4,1222.6,72.0,15.9
danoint,3,1/2/0,27.8,0.7,156.7,60.4
disctom,3,3/0/0,0.0,3.6,4.0,0.0
drayage-100-23,3,3/0/0,47.2,0.3,17.9,0.0
drayage-25-23,3,3/0/0,53.5,0.4,24.7,0.3
ds,0,0/0/0,-,-,-,-
dws008-01,3,0/0/3,54.2,31.2,731.6,188.0
eil33-2,3,0/3/0,36.8,17.0,279.2,63.0
eilA101-2,2,0/1/1,201.8,2210.2,475.8,7.7
enlight_hard,3,0/0/3,0.0,1.0,849.9,256.0
exp-1-500-5-5,3,3/0/0,51.7,0.1,27.2,0.3
fast0507,3,3/0/0,23.8,1.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,1062.0,0.1,22.4,0.0
fhnw-binpack4-48,0,0/0/0,-,-,-,-
fiball,3,0/3/0,11.2,4.4,56.0,5.3
fiber,3,3/0/0,173.2,0.1,1.0,0.0
fixnet6,3,3/0/0,25.2,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,15.0,0.1,1.3,0.0
germanrr,3,0/3/0,3.6,8.8,48.2,7.0
gesa2-o,3,0/3/0,16.4,0.1,39.3,2.8
gesa2,3,0/3/0,2.1,0.1,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.2,1.0,0.0
glass4,3,3/0/0,433.8,0.2,179.1,74.8
gmu-35-40,3,3/0/0,1.6,0.1,54.4,7.1
gmu-35-50,3,3/0/0,1.2,0.1,30.5,2.9
graph20-20-1rand,3,3/0/0,11.1,27.1,32.6,0.3
graphdraw-domain,3,0/3/0,62.8,0.2,131.1,43.8
h80x6320d,3,3/0/0,30.3,1.3,33.3,2.2
harp2,3,3/0/0,11.9,0.1,12.7,0.0
highschool1-aigio,3,0/3/0,inf,603.7,78.7,2.2
hypothyroid-k1,3,3/0/0,0.0,32.9,1.0,0.0
ic97p,3,0/0/3,14.9,2.9,926.0,308.9
ic97t,1,0/1/0,14.8,0.9,776.0,353.0
icir97p,3,0/0/3,19.9,13.0,855.3,204.2
icir97t,3,0/2/1,14.4,6.9,532.7,315.1
irish-electricity,3,0/0/3,34.3,913.6,917.4,6.3
irp,3,3/0/0,1.4,1.6,21.3,0.4
istanbul-no-cutoff,3,3/0/0,18.9,4.0,11.0,0.0
k1mushroom,3,3/0/0,18.2,25.9,1.0,0.0
lectsched-5-obj,3,0/0/3,2588.3,81.7,979.0,0.0
leo1,3,3/0/0,50.6,0.1,1.0,0.0
leo2,3,3/0/0,48.3,0.2,1.0,0.0
liu,3,3/0/0,306.3,0.5,92.9,24.1
lotsize,3,3/0/0,61.5,0.3,47.6,9.3
mad,3,3/0/0,6498.4,0.1,14.6,0.0
manna81,3,0/3/0,1.1,0.1,2.6,0.0
map10,3,3/0/0,24.7,77.4,65.5,17.6
map16715-04,3,3/0/0,51.2,80.0,55.5,11.4
markshare1,3,3/0/0,43976.5,0.1,78.2,16.0
markshare2,3,3/0/0,85954.0,0.1,86.3,17.6
markshare_4_0,3,3/0/0,28947.2,0.1,76.9,19.0
mas74,3,0/3/0,55.9,0.1,90.0,9.0
mas76,3,0/3/0,41.7,0.1,90.0,12.2
mc11,3,3/0/0,102.4,0.4,42.3,12.3
mcsched,3,3/0/0,23.2,0.2,3.6,0.0
mik-250-20-75-4,3,0/3/0,93.6,0.1,15.1,0.9
milo-v12-6-r2-40-1,3,3/0/0,121.7,1.5,42.3,12.3
misc07,3,3/0/0,38.0,0.1,27.7,0.4
mkc,3,0/3/0,70.8,0.1,2.0,0.0
mod011,0,0/0/0,-,-,-,-
modglob,3,3/0/0,0.2,0.1,31.3,1.3
momentum1,3,0/0/3,389.1,130.4,904.8,547.6
msc98-ip,3,0/3/0,14.3,3.0,22.1,0.0
mushroom-best,3,0/3/0,1.12e+07,30.5,65.4,1.6
mzzv11,3,0/3/0,17.4,2.9,20.8,0.0
mzzv42z,3,0/3/0,21.7,2.8,18.6,0.0
n2seq36q,3,3/0/0,8.3,0.4,2.0,0.0
n3div36,3,3/0/0,43.5,0.3,1.0,0.0
n5-3,3,0/3/0,28.4,0.3,20.4,0.0
neos-1122047,3,3/0/0,0.6,0.3,1.0,0.0
neos-1171448,3,3/0/0,0.7,2.7,17.6,0.0
neos-1171737,3,3/0/0,4.0,2.0,23.8,0.0
neos-1354092,3,0/3/0,12.1,116.8,44.3,0.0
neos-1445765,3,3/0/0,7.8,1.7,10.7,0.0
neos-1456979,3,0/3/0,121.1,19.7,451.9,97.1
neos-1582420,3,0/2/1,99.7,3.8,494.7,97.4
neos-2657525-crna,3,0/3/0,1090.8,0.1,62.1,3.9
neos-2746589-doon,2,0/0/2,30.1,199.0,699.5,271.5
neos-2978193-inde,3,3/0/0,28.1,0.1,2.6,0.0
neos-2987310-joes,3,3/0/0,0.3,12.1,53.4,8.4
neos-3004026-krka,2,0/0/2,0.0,111.3,1633.2,1.4
neos-3024952-loue,3,0/0/3,941.0,63.7,1385.7,0.9
neos-3046615-murg,3,0/3/0,1581.6,0.1,91.0,60.0
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/0/3,72.4,532.9,862.4,212.9
neos-3381206-awhea,3,0/0/3,2.5,18.1,1192.5,3.6
neos-3402294-bobin,3,3/0/0,390.7,12.5,31.9,0.4
neos-3555904-turama,3,0/0/3,4.3,731.5,719.8,52.0
neos-3627168-kasai,3,3/0/0,1.8,0.1,27.2,0.3
neos-3656078-kumeu,0,0/0/0,-,-,-,-
neos-3754480-nidda,3,3/0/0,6.3,0.1,67.0,10.3
neos-4300652-rahue,3,0/1/2,197.4,528.9,375.6,0.3
neos-4338804-snowy,3,0/3/0,65103.6,0.7,195.2,50.3
neos-4387871-tavua,3,0/1/2,982.1,12.6,873.4,485.2
neos-4413714-turia,3,3/0/0,543.3,489.6,86.2,14.4
neos-4532248-waihi,3,0/0/3,949.4,760.5,892.3,85.1
neos-4647030-tutaki,3,3/0/0,41.0,34.2,26.0,0.0
neos-4722843-widden,3,0/3/0,192.8,15.4,46.4,7.1
neos-4738912-atrato,3,0/3/0,7.7,0.3,22.4,0.0
neos-4763324-toguru,3,3/0/0,34.9,47.3,22.0,0.0
neos-4954672-berkel,3,3/0/0,40.9,0.1,35.3,3.3
neos-5049753-cuanza,3,0/0/3,47.7,1449.9,902.1,111.0
neos-5052403-cygnet,3,3/0/0,0.2,73.6,2.3,0.0
neos-5093327-huahum,3,3/0/0,24.9,10.4,72.9,23.3
neos-5104907-jarama,0,0/0/0,-,-,-,-
neos-5107597-kakapo,3,0/2/1,11476.2,30.4,648.5,587.7
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,4392.2,3.8,23.7,0.0
neos-5195221-niemur,3,3/0/0,3411.8,9.0,14.6,0.0
neos-631710,3,3/0/0,173.9,1.6,1.0,0.0
neos-662469,3,0/3/0,1574.2,4.2,2.9,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,1.0,2.6,0.0
neos-848589,3,3/0/0,29982.3,64.9,70.7,20.3
neos-860300,3,3/0/0,36.1,0.3,5.0,0.0
neos-873061,3,3/0/0,57.7,49.1,31.3,1.3
neos-911970,3,3/0/0,180.5,0.1,53.0,4.6
neos-933966,3,3/0/0,25.0,1.6,6.3,0.0
neos-950242,3,2/1/0,63.4,35.2,55.2,4.1
neos-957323,3,3/0/0,11.4,1.8,1.3,0.0
neos-960392,3,3/0/0,3.1,6.9,7.6,0.0
neos10,3,0/3/0,127.1,0.1,2.9,0.0
neos16,2,0/0/2,2.3,6.1,1141.0,5.7
neos17,3,3/0/0,253.5,0.1,32.0,1.6
neos20,3,0/0/3,75.1,7.0,1114.3,60.8
neos5,3,3/0/0,29.5,0.1,3.3,0.0
neos7,3,0/3/0,6.0,0.1,37.5,2.8
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,24.2,5.1,32.7,0.0
netdiversion,3,3/0/0,130.5,51.4,14.9,0.0
nexp-150-20-8-5,3,3/0/0,142.4,0.1,1.0,0.0
nh97p,3,0/0/3,10.2,7.0,945.4,286.8
nh97t,3,0/0/3,12.5,9.2,875.1,201.2
noswot,3,0/3/0,4.9,0.1,34.0,1.3
ns1116954,3,0/2/1,0.0,581.2,581.5,14.7
ns1208400,3,0/2/1,0.0,331.2,746.8,2.1
ns1644855,3,3/0/0,8.7,1469.3,52.3,8.3
ns1760995,3,3/0/0,24.0,238.9,87.4,2.6
ns1830653,3,0/0/3,296.5,9.9,885.1,115.1
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,47.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,2.6,0.3,15.7,0.0
nursesched-medium-hint03,3,0/3/0,768.3,17.4,21.0,0.0
nursesched-sprint02,3,0/3/0,138.0,2.3,12.9,0.0
nw04,3,3/0/0,13.4,2.3,14.6,0.0
opm2-z10-s4,3,3/0/0,94.2,67.1,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,47.3,6.6
p200x1188c,3,3/0/0,4.4,0.1,31.0,1.0
p2756,3,0/3/0,63.7,0.1,5.0,0.0
peg-solitaire-a3,1,0/0/1,0.0,973.1,1111.0,26.0
pg,3,3/0/0,4.5,0.1,52.0,15.6
pg5_34,3,3/0/0,2.6,0.2,52.0,11.6
physiciansched3-3,3,2/1/0,33.1,434.3,97.0,0.3
physiciansched6-2,3,0/2/1,95.6,44.6,729.4,26.7
piperout-08,3,0/0/3,14.3,29.0,810.3,25.0
piperout-27,3,0/0/3,24.8,58.8,1335.7,20.6
pk1,3,3/0/0,148.0,0.1,64.6,7.5
pp08a,3,3/0/0,26.4,0.1,20.4,0.0
pp08aCUTS,3,3/0/0,9.5,0.1,19.6,0.0
proteindesign121hz512p9,3,0/3/0,4.2,106.2,389.7,51.0
proteindesign122trx11p8,3,0/1/2,1.1,1497.0,538.7,19.1
protfold,3,3/0/0,58.0,6.3,36.3,1.2
qap10,3,3/0/0,0.0,10.7,2.0,0.0
qiu,3,3/0/0,1530.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,294.1,0.5,29.2,0.6
rB10-011001,3,3/0/0,231.5,0.4,27.0,0.0
rB11-010000,3,3/0/0,352.5,1.3,28.1,0.6
rB11-110001,3,3/0/0,149.0,5.0,34.6,0.6
rB12-111111,3,0/2/1,76.2,26.3,532.2,67.7
rC10-001000,3,3/0/0,192.0,0.2,29.5,0.3
rC10-100001,3,3/0/0,616.9,2.3,93.7,0.6
rC11-010100,3,3/0/0,347.0,0.3,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,196.7,6.3,63.6,1.3
rC12-111100,3,3/0/0,194.9,0.6,1.0,0.0
radiationm18-12-05,3,0/3/0,1988.7,10.6,526.9,33.2
radiationm40-10-02,3,0/0/3,1550.2,122.1,1464.3,11.4
rail01,3,2/1/0,30.2,1036.2,82.9,0.0
rail02,3,3/0/0,6.1,2053.1,4.0,0.0
rail507,3,3/0/0,23.8,2.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,22.9,0.1,22.8,0.3
rd-rplusc-21,3,0/0/3,101.9,108.0,840.7,376.6
reblock115,3,0/3/0,10.1,4.3,104.2,22.9
rmatr100-p10,3,3/0/0,17.7,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,17.8,2.0,0.0
rocI-4-11,3,0/0/3,94.1,30.2,1079.3,208.2
rocII-5-11,3,0/0/3,99.2,67.4,806.0,156.9
roi2alpha3n4,3,3/0/0,33.2,31.1,38.8,2.7
roi5alpha10n8,3,3/0/0,57.6,497.6,34.3,1.3
roll3000,3,0/2/1,196.9,4.8,312.4,88.9
rout,3,0/3/0,38.9,0.1,31.7,1.5
s100,3,3/0/0,2.3,306.8,7.3,0.0
s250r10,3,3/0/0,0.1,69.7,2.3,0.0
satellites2-40,3,1/2/0,562.8,1151.4,91.4,22.8
satellites2-60-fs,2,2/0/0,323.7,919.0,92.7,29.6
savsched1,3,3/0/0,8.2,127.2,12.0,0.0
sct2,3,3/0/0,26.7,0.3,36.7,2.9
set1ch,3,3/0/0,61.7,0.1,31.0,1.0
seymour,3,3/0/0,12.3,0.8,1.0,0.0
seymour1,3,3/0/0,1.1,4.8,9.0,0.0
sing326,3,3/0/0,38.6,24.7,53.3,9.0
sing44,3,3/0/0,12.1,19.1,42.0,5.6
snp-02-004-104,3,0/3/0,2.5,44.0,33.0,1.6
sorrell3,3,3/0/0,73.7,0.7,1.0,0.0
sp150x300d,3,3/0/0,3.7,0.1,31.7,1.6
sp97ar,3,3/0/0,24.4,46.1,2.2,0.0
sp98ar,3,3/0/0,29.0,35.3,1.0,0.0
splice1k1,3,3/0/0,98.2,126.4,15.0,0.0
square41,3,0/3/0,23.8,1872.8,19.3,0.0
square47,2,0/2/0,14.8,2942.0,23.1,0.0
supportcase10,3,3/0/0,165.7,1192.0,14.9,0.0
supportcase12,3,0/3/0,2.0,25.9,25.3,0.0
supportcase18,3,3/0/0,77.1,0.1,1.0,0.0
supportcase26,3,3/0/0,3690.2,0.1,90.3,60.3
supportcase33,3,0/3/0,60.8,11.9,281.1,57.8
supportcase40,3,3/0/0,21.0,5.2,19.0,0.0
supportcase42,3,0/3/0,15.7,10.4,16.9,0.3
supportcase6,3,3/0/0,0.5,59.8,11.8,0.0
supportcase7,3,3/0/0,33.7,68.6,24.8,0.0
swath,3,0/1/2,80.7,74.1,660.9,259.0
swath1,3,3/0/0,18.2,2.3,62.4,15.0
swath3,3,3/0/0,24.9,2.0,53.2,8.2
t1717,3,3/0/0,133.7,191.6,44.4,0.0
tbfp-network,3,3/0/0,146.4,162.6,17.2,0.0
thor50dday,3,3/0/0,257.8,5.5,24.5,1.7
timtab1,3,0/3/0,60.1,0.2,139.9,49.3
timtab2,3,0/2/1,84.9,2.2,487.2,216.8
tr12-30,3,3/0/0,67.0,0.1,31.3,1.3
traininstance2,3,0/2/1,149.8,15.6,684.6,92.5
traininstance6,3,0/0/3,272.1,13.3,905.0,99.8
trento1,3,3/0/0,11.0,32.2,3.3,0.0
triptim1,3,0/3/0,0.1,108.6,4.8,0.0
uccase12,3,3/0/0,0.0,15.7,21.5,0.0
uccase9,3,3/0/0,1585.0,25.9,108.6,44.5
uct-subprob,3,3/0/0,12.4,0.1,9.3,0.0
unitcal_7,3,0/0/3,46.4,115.2,845.3,165.3
var-smallemery-m6j6,3,3/0/0,22.2,25.1,72.0,12.6
vpm2,3,3/0/0,28.0,0.1,31.0,1.0
wachplan,3,0/3/0,0.0,1.4,33.6,0.3
