problem,numSols,stage 1/2/3,gap,time,iterations,restarts
comp21-2idx,3,0/3/0,517.3,25.3,63.3,1.3
cost266-UUE,3,3/0/0,49.2,0.4,19.1,0.3
cryptanalysiskb128n5obj16,0,0/0/0,-,-,-,-
csched007,3,0/1/2,38.6,6.7,1204.1,322.0
csched008,3,1/2/0,8.9,1.0,239.6,66.9
cvs16r128-89,3,3/0/0,97.9,0.1,1.0,0.0
dano3_3,3,3/0/0,0.0,67.9,2.0,0.0
dano3_5,3,3/0/0,0.3,67.5,2.0,0.0
dano3mip,3,3/0/0,15.4,105.3,5.0,0.0
danoint,3,2/1/0,21.6,0.7,119.3,31.9
disctom,3,3/0/0,0.0,3.9,4.0,0.0
drayage-100-23,3,3/0/0,29.0,0.2,7.1,0.0
drayage-25-23,3,3/0/0,28.3,0.2,9.0,0.0
ds,0,0/0/0,-,-,-,-
dws008-01,3,0/0/3,45.0,41.6,849.6,221.7
eil33-2,3,0/2/1,80.1,28.7,434.8,104.9
eilA101-2,3,0/2/1,163.5,2572.4,568.7,8.0
enlight_hard,3,0/0/3,0.0,1.0,849.9,256.0
exp-1-500-5-5,3,3/0/0,151.3,0.1,23.4,0.0
fast0507,3,3/0/0,23.8,1.5,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,1074.2,0.2,44.0,3.3
fhnw-binpack4-48,0,0/0/0,-,-,-,-
fiball,3,0/3/0,14.9,0.8,8.3,0.0
fiber,3,3/0/0,173.2,0.1,1.0,0.0
fixnet6,3,3/0/0,34.0,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,15.0,0.1,1.3,0.0
germanrr,3,0/3/0,3.3,11.5,87.1,21.3
gesa2-o,3,0/3/0,21.0,0.1,34.6,1.6
gesa2,3,0/3/0,2.3,0.1,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.2,1.0,0.0
glass4,3,2/1/0,584.2,0.1,114.4,44.4
gmu-35-40,3,2/1/0,2.0,0.2,72.5,11.0
gmu-35-50,3,2/1/0,2.0,0.5,131.7,24.5
graph20-20-1rand,3,3/0/0,11.1,21.7,20.3,0.0
graphdraw-domain,3,0/3/0,68.7,0.1,59.6,11.9
h80x6320d,3,3/0/0,34.0,1.4,33.3,2.2
harp2,3,3/0/0,11.2,0.1,13.6,0.0
highschool1-aigio,3,0/3/0,inf,844.9,51.9,0.3
hypothyroid-k1,3,3/0/0,0.0,32.1,1.0,0.0
ic97p,3,0/0/3,15.2,2.4,779.6,251.5
ic97t,1,0/1/0,11.1,0.7,578.0,257.0
icir97p,3,0/0/3,20.6,14.5,999.4,221.0
icir97t,3,0/2/1,16.2,10.9,720.8,458.0
irish-electricity,3,0/0/3,43.0,974.7,1208.1,4.6
irp,3,3/0/0,2.0,1.5,20.1,0.0
istanbul-no-cutoff,3,3/0/0,39.7,5.1,14.3,0.0
k1mushroom,3,3/0/0,18.2,25.9,1.0,0.0
lectsched-5-obj,3,0/0/3,2755.0,124.5,1439.2,0.0
leo1,3,3/0/0,50.6,0.2,1.0,0.0
leo2,3,3/0/0,48.3,0.2,1.0,0.0
liu,3,3/0/0,403.4,0.1,16.5,0.0
lotsize,3,3/0/0,233.2,0.3,43.3,8.3
mad,3,3/0/0,6498.4,0.1,13.9,0.0
manna81,3,0/3/0,1.1,0.1,2.6,0.0
map10,3,3/0/0,63.5,26.2,7.7,0.0
map16715-04,3,3/0/0,70.4,31.4,8.3,0.0
markshare1,3,3/0/0,70959.8,0.1,60.3,8.7
markshare2,3,3/0/0,29620.2,0.1,56.4,5.9
markshare_4_0,3,3/0/0,32549.4,0.1,65.0,12.6
mas74,3,0/3/0,41.0,0.1,8.6,0.0
mas76,3,0/3/0,12.2,0.1,5.3,0.0
mc11,3,3/0/0,116.3,0.5,43.3,13.3
mcsched,3,3/0/0,24.7,0.2,3.6,0.0
mik-250-20-75-4,3,0/3/0,28.4,0.1,6.9,0.0
milo-v12-6-r2-40-1,3,3/0/0,128.1,1.5,42.6,12.6
misc07,3,3/0/0,29.5,0.1,27.9,0.0
mkc,3,0/3/0,70.8,0.1,2.0,0.0
mod011,0,0/0/0,-,-,-,-
modglob,3,3/0/0,50.8,0.1,6.0,0.0
momentum1,3,0/0/3,389.1,123.9,787.5,475.0
msc98-ip,3,0/3/0,20.3,1.8,11.3,0.0
mushroom-best,3,0/3/0,3.51e+06,89.8,101.7,30.7
mzzv11,3,0/3/0,22.0,3.4,30.6,1.7
mzzv42z,3,0/3/0,18.5,1.2,6.7,0.0
n2seq36q,3,3/0/0,4.4,0.5,3.0,0.0
n3div36,3,3/0/0,43.5,0.3,1.0,0.0
n5-3,3,0/3/0,35.5,0.2,20.4,0.0
neos-1122047,3,3/0/0,0.6,0.3,1.0,0.0
neos-1171448,3,3/0/0,3.9,1.5,3.6,0.0
neos-1171737,3,3/0/0,11.8,0.9,4.3,0.0
neos-1354092,3,0/3/0,8.5,64.6,23.0,0.0
neos-1445765,3,3/0/0,23.2,1.6,10.3,0.0
neos-1456979,3,0/3/0,124.2,17.5,412.2,86.0
neos-1582420,3,0/1/2,74.6,4.3,458.1,73.2
neos-2657525-crna,3,0/3/0,1009.5,0.1,26.7,1.8
neos-2746589-doon,3,0/0/3,29.8,185.2,690.3,269.6
neos-2978193-inde,3,3/0/0,12.6,0.1,3.9,0.0
neos-2987310-joes,3,3/0/0,0.4,11.5,51.1,7.6
neos-3004026-krka,2,0/0/2,0.0,103.9,1633.2,1.4
neos-3024952-loue,3,0/0/3,888.1,67.8,1549.8,1.1
neos-3046615-murg,3,0/3/0,33.1,0.1,15.0,0.0
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/0/3,131.1,1120.1,1212.1,298.2
neos-3381206-awhea,3,0/0/3,2.5,29.3,1698.2,34.1
neos-3402294-bobin,3,3/0/0,269.0,23.4,22.6,0.0
neos-3555904-turama,3,0/1/2,8.4,1259.4,681.9,76.1
neos-3627168-kasai,3,3/0/0,2.3,0.1,20.4,0.0
neos-3656078-kumeu,0,0/0/0,-,-,-,-
neos-3754480-nidda,3,3/0/0,32.1,0.1,18.6,0.0
neos-4300652-rahue,3,0/1/2,183.1,595.6,505.7,1.6
neos-4338804-snowy,3,0/3/0,88739.5,0.9,260.8,62.7
neos-4387871-tavua,3,0/1/2,927.5,10.5,672.0,373.5
neos-4413714-turia,3,3/0/0,168.2,60.0,9.0,0.0
neos-4532248-waihi,3,0/0/3,949.4,858.5,1323.2,151.2
neos-4647030-tutaki,3,3/0/0,52.4,29.2,23.6,0.3
neos-4722843-widden,3,0/3/0,39.0,16.2,48.2,6.5
neos-4738912-atrato,3,0/3/0,8.7,0.3,18.5,0.3
neos-4763324-toguru,3,3/0/0,34.4,58.6,9.3,0.0
neos-4954672-berkel,3,3/0/0,96.9,0.1,13.8,0.0
neos-5049753-cuanza,3,0/0/3,49.3,1501.7,1226.8,235.3
neos-5052403-cygnet,3,3/0/0,0.2,71.7,2.3,0.0
neos-5093327-huahum,3,3/0/0,31.1,4.2,31.3,2.7
neos-5104907-jarama,0,0/0/0,-,-,-,-
neos-5107597-kakapo,3,1/2/0,13140.7,24.7,543.1,484.4
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,4522.9,3.4,17.6,0.0
neos-5195221-niemur,3,3/0/0,1362.4,31.8,25.3,0.0
neos-631710,3,3/0/0,173.9,1.6,1.0,0.0
neos-662469,3,0/3/0,1574.2,4.2,2.9,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.9,2.3,0.0
neos-848589,3,3/0/0,2.78e+05,63.8,77.0,22.6
neos-860300,3,3/0/0,55.0,0.5,13.1,0.0
neos-873061,3,3/0/0,52.1,53.3,31.3,1.3
neos-911970,3,3/0/0,197.0,0.1,18.6,0.0
neos-933966,3,3/0/0,2.9,8.5,6.2,0.0
neos-950242,3,2/1/0,62.3,82.0,52.9,2.4
neos-957323,3,3/0/0,11.4,2.7,1.3,0.0
neos-960392,3,3/0/0,3.8,4.8,5.5,0.0
neos10,3,0/3/0,117.8,0.1,2.9,0.0
neos16,0,0/0/0,-,-,-,-
neos17,3,3/0/0,253.5,0.1,34.9,2.7
neos20,3,0/0/3,69.8,5.7,853.8,35.3
neos5,3,3/0/0,38.8,0.1,2.7,0.0
neos7,3,0/3/0,18.8,0.1,7.0,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,38.3,7.2,48.0,1.3
netdiversion,3,3/0/0,82.9,210.2,15.5,0.0
nexp-150-20-8-5,3,3/0/0,142.4,0.1,1.0,0.0
nh97p,3,0/0/3,11.1,6.1,827.8,135.7
nh97t,3,0/0/3,9.6,11.7,1181.6,261.2
noswot,3,0/3/0,7.6,0.1,11.8,0.8
ns1116954,3,0/2/1,0.0,578.4,581.5,14.7
ns1208400,3,2/1/0,0.0,89.0,212.3,2.0
ns1644855,3,3/0/0,22.2,416.5,4.6,0.0
ns1760995,3,3/0/0,22.3,73.4,20.7,0.0
ns1830653,3,1/0/2,176.0,5.4,332.9,28.7
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,47.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,2.6,0.1,3.0,0.0
nursesched-medium-hint03,3,0/3/0,616.0,90.4,43.6,0.3
nursesched-sprint02,3,0/3/0,86.7,3.1,21.3,0.0
nw04,3,3/0/0,13.4,1.3,7.0,0.0
opm2-z10-s4,3,3/0/0,94.2,64.7,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,4.9,0.0
p200x1188c,3,3/0/0,3.9,0.1,31.0,1.0
p2756,3,0/3/0,67.7,0.1,8.0,0.0
peg-solitaire-a3,1,0/0/1,0.0,1721.5,889.0,0.0
pg,3,3/0/0,4.7,0.1,16.6,0.0
pg5_34,3,3/0/0,7.6,0.1,7.4,0.0
physiciansched3-3,3,0/1/2,730.7,609.2,554.8,17.1
physiciansched6-2,3,0/2/1,95.6,36.1,561.9,11.1
piperout-08,3,0/0/3,23.5,40.4,1150.0,12.4
piperout-27,3,0/0/3,52.4,76.2,1613.1,4.3
pk1,3,3/0/0,63.6,0.1,24.0,0.0
pp08a,3,3/0/0,41.5,0.1,16.7,0.0
pp08aCUTS,3,3/0/0,14.4,0.1,10.5,0.0
proteindesign121hz512p9,3,0/3/0,2.6,25.0,127.2,18.3
proteindesign122trx11p8,3,0/3/0,3.0,441.6,236.0,20.0
protfold,3,3/0/0,61.4,3.0,20.1,0.0
qap10,3,3/0/0,0.0,10.2,2.0,0.0
qiu,3,3/0/0,1510.8,0.1,3.3,0.0
rB10-011000,3,3/0/0,319.8,0.4,23.0,0.3
rB10-011001,3,3/0/0,229.0,0.4,22.7,0.0
rB11-010000,3,3/0/0,384.4,1.4,27.0,0.3
rB11-110001,3,3/0/0,186.1,4.5,29.3,0.0
rB12-111111,3,0/2/1,73.6,22.7,496.6,49.7
rC10-001000,3,3/0/0,275.0,0.2,29.5,0.3
rC10-100001,3,3/0/0,385.6,3.4,122.8,0.6
rC11-010100,3,3/0/0,347.0,0.3,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,2/1/0,442.6,6.5,57.0,1.1
rC12-111100,3,3/0/0,194.9,0.5,1.0,0.0
radiationm18-12-05,3,0/3/0,384.9,5.7,294.9,27.7
radiationm40-10-02,3,0/0/3,1550.2,121.0,1524.1,10.7
rail01,3,3/0/0,28.9,1866.6,12.0,0.0
rail02,3,3/0/0,4.3,2993.8,6.6,0.0
rail507,3,3/0/0,23.8,2.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,37.5,0.1,23.5,0.8
rd-rplusc-21,3,0/0/3,101.9,114.2,915.2,425.9
reblock115,3,0/3/0,12.5,4.0,101.4,19.1
rmatr100-p10,3,3/0/0,3.2,0.8,5.3,0.0
rmatr200-p5,3,3/0/0,16.5,25.0,6.6,0.0
rocI-4-11,3,0/0/3,63.0,31.6,1130.9,214.4
rocII-5-11,3,0/0/3,80.2,73.4,879.9,128.5
roi2alpha3n4,3,3/0/0,59.2,6.3,7.0,0.0
roi5alpha10n8,3,3/0/0,56.6,92.3,8.0,0.0
roll3000,3,0/2/1,250.1,6.3,430.0,137.6
rout,3,0/3/0,37.2,0.1,29.5,1.0
s100,3,3/0/0,6.5,253.2,7.2,0.0
s250r10,3,3/0/0,0.1,62.4,2.0,0.0
satellites2-40,3,0/1/2,243.8,1631.2,431.3,192.5
satellites2-60-fs,1,0/1/0,347.4,2437.8,147.0,57.0
savsched1,3,3/0/0,11.6,122.9,7.0,0.0
sct2,3,3/0/0,13.7,0.1,6.0,0.0
set1ch,3,3/0/0,38.6,0.1,31.0,1.0
seymour,3,3/0/0,12.3,0.8,1.0,0.0
seymour1,3,3/0/0,11.1,2.6,3.3,0.0
sing326,3,3/0/0,52.5,10.7,9.0,0.0
sing44,3,3/0/0,31.1,9.4,4.6,0.0
snp-02-004-104,3,0/3/0,14.2,42.6,34.0,2.0
sorrell3,3,3/0/0,73.7,0.7,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.3,1.3
sp97ar,3,3/0/0,24.1,47.6,2.2,0.0
sp98ar,3,3/0/0,29.0,40.0,1.0,0.0
splice1k1,3,3/0/0,99.0,123.4,9.0,0.0
square41,3,0/3/0,24.5,3120.5,28.0,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,42.9,399.2,6.0,0.0
supportcase12,3,0/3/0,5.7,14.3,3.9,0.0
supportcase18,3,3/0/0,77.1,0.1,1.0,0.0
supportcase26,3,3/0/0,26.2,0.1,7.0,0.0
supportcase33,3,0/3/0,71.1,6.9,142.7,16.5
supportcase40,3,3/0/0,48.7,3.5,8.0,0.0
supportcase42,3,0/3/0,17.2,8.3,6.2,0.0
supportcase6,3,3/0/0,0.6,21.4,5.0,0.0
supportcase7,3,3/0/0,30.0,95.0,9.0,0.0
swath,3,0/1/2,72.9,51.1,498.1,186.8
swath1,3,3/0/0,10.9,2.5,59.3,13.6
swath3,3,3/0/0,26.1,2.2,55.2,8.7
t1717,3,2/1/0,97.3,323.7,74.6,0.3
tbfp-network,3,3/0/0,36.8,95.2,12.2,0.0
thor50dday,3,3/0/0,300.0,5.9,25.8,1.9
timtab1,3,0/3/0,63.3,0.2,92.3,36.4
timtab2,3,0/1/2,82.3,4.0,713.0,364.6
tr12-30,3,3/0/0,31.2,0.1,35.0,4.8
traininstance2,3,0/2/1,305.6,13.4,590.7,73.2
traininstance6,3,0/0/3,272.1,15.0,905.0,99.8
trento1,3,3/0/0,7.4,56.0,6.3,0.0
triptim1,3,0/3/0,0.1,114.1,5.7,0.0
uccase12,3,3/0/0,1.6,12.7,16.8,0.0
uccase9,3,3/0/0,262.8,11.9,27.5,2.8
uct-subprob,3,3/0/0,15.8,0.1,7.7,0.0
unitcal_7,3,2/1/0,28.8,57.9,266.8,29.3
var-smallemery-m6j6,3,3/0/0,23.1,8.8,6.3,0.0
vpm2,3,3/0/0,30.0,0.1,23.3,0.6
wachplan,3,0/3/0,0.0,0.8,18.9,0.0
