problem,numSols,stage 1/2/3,gap,time,iterations,restarts
gen-ip054,3,0/3/0,12.5,0.1,4.5,0.0
germanrr,3,0/3/0,8.2,18.1,110.1,20.4
gesa2-o,3,0/3/0,14.8,0.2,34.6,1.6
gesa2,3,0/3/0,2.4,0.2,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.6,1.0,0.0
glass4,3,2/1/0,980.3,0.4,146.1,59.8
gmu-35-40,3,3/0/0,6.5,0.1,14.0,0.0
gmu-35-50,3,3/0/0,9.3,0.5,54.7,6.8
graph20-20-1rand,3,3/0/0,25.5,4.4,48.4,1.5
graphdraw-domain,3,0/3/0,65.1,0.3,68.5,16.0
h80x6320d,3,3/0/0,21.4,1.2,32.3,2.3
harp2,3,3/0/0,11.5,0.1,13.3,0.0
highschool1-aigio,3,0/3/0,inf,794.0,28.0,0.3
hypothyroid-k1,3,3/0/0,0.0,4.7,1.0,0.0
ic97p,3,0/0/3,14.8,4.6,757.5,222.3
ic97t,3,0/0/3,12.5,3.6,978.7,275.7
icir97p,3,0/0/3,20.9,27.6,1181.8,231.1
icir97t,3,0/3/0,15.1,7.8,284.4,163.3
irish-electricity,3,3/0/0,5.8,21.5,22.4,0.0
irp,3,3/0/0,1.8,0.3,3.0,0.0
istanbul-no-cutoff,3,3/0/0,11.8,6.5,22.6,0.0
k1mushroom,3,3/0/0,18.2,40.2,1.0,0.0
lectsched-5-obj,3,0/0/3,2437.7,83.1,833.1,9.1
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,674.7,1.2,90.7,57.6
lotsize,3,2/1/0,107.1,0.9,82.2,29.5
mad,3,3/0/0,5972.2,0.1,16.3,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,20.8,48.5,61.5,16.6
map16715-04,3,3/0/0,91.1,60.9,49.9,9.2
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,494.3,0.2,90.0,10.2
mas76,3,0/3/0,128.6,0.2,90.0,10.5
mc11,3,3/0/0,97.8,0.4,43.3,13.0
mcsched,3,3/0/0,16.1,0.6,4.0,0.0
mik-250-20-75-4,3,0/3/0,51.9,0.2,21.0,2.0
milo-v12-6-r2-40-1,3,3/0/0,114.5,0.9,42.3,12.3
misc07,3,3/0/0,43.8,0.1,21.3,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,6.6,0.3,19.6,0.0
modglob,3,3/0/0,138.2,0.1,31.3,1.3
momentum1,1,0/0/1,211.4,72.8,1126.0,564.0
msc98-ip,3,3/0/0,13.4,5.9,28.8,1.1
mushroom-best,3,0/3/0,9.69e+06,16.5,44.0,1.5
mzzv11,3,0/3/0,19.7,4.2,24.9,0.0
mzzv42z,3,0/3/0,27.9,3.9,22.0,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,16.2,0.4,30.3,0.6
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,1.5,5.5,33.0,2.3
neos-1171737,3,3/0/0,5.3,1.6,26.5,1.1
neos-1354092,3,0/3/0,8.7,166.6,41.6,0.3
neos-1445765,3,3/0/0,31.8,0.8,6.4,0.0
neos-1456979,3,0/1/2,97.2,46.6,634.7,98.2
neos-1582420,3,0/3/0,99.8,4.8,319.0,53.6
neos-2657525-crna,3,0/3/0,1004.9,0.1,31.7,2.3
neos-2746589-doon,3,0/0/3,8.7,884.6,711.6,24.5
neos-2978193-inde,3,3/0/0,3.3,0.2,2.3,0.0
neos-2987310-joes,3,3/0/0,0.1,8.6,51.0,10.7
neos-3004026-krka,3,0/0/3,0.0,88.8,1122.5,3.9
neos-3024952-loue,3,0/1/2,1012.8,195.1,1882.6,43.6
neos-3046615-murg,3,0/3/0,12899.5,0.2,98.1,66.5
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,1/1/1,130.1,80.4,505.8,47.4
neos-3381206-awhea,3,0/0/3,4.9,21.6,966.0,0.0
neos-3402294-bobin,3,3/0/0,504.4,26.0,24.8,0.0
neos-3555904-turama,3,2/0/1,0.7,154.5,107.3,3.7
neos-3627168-kasai,3,3/0/0,1.9,0.1,20.4,0.0
neos-3656078-kumeu,3,0/0/3,24.9,170.8,1332.3,0.0
neos-3754480-nidda,3,3/0/0,2.14e+05,0.2,70.3,12.6
neos-4300652-rahue,3,0/0/3,238.5,701.0,712.6,0.0
neos-4338804-snowy,3,0/3/0,63593.3,1.0,123.7,33.3
neos-4387871-tavua,3,0/0/3,966.6,21.4,882.0,485.5
neos-4413714-turia,3,3/0/0,9.7,74.4,74.0,10.9
neos-4532248-waihi,3,1/1/1,949.4,411.6,361.3,74.7
neos-4647030-tutaki,3,3/0/0,7.7,26.7,29.2,0.6
neos-4722843-widden,3,0/3/0,130.7,62.4,107.6,26.0
neos-4738912-atrato,3,0/3/0,5.8,0.4,21.5,0.0
neos-4763324-toguru,3,3/0/0,55.6,21.0,23.3,0.0
neos-4954672-berkel,3,3/0/0,34.5,0.1,37.6,4.2
neos-5049753-cuanza,3,1/0/2,60.3,869.3,368.7,79.3
neos-5052403-cygnet,3,3/0/0,0.6,41.0,2.3,0.0
neos-5093327-huahum,3,3/0/0,780.4,9.5,100.1,66.4
neos-5104907-jarama,2,1/0/1,28.8,910.4,221.4,11.7
neos-5107597-kakapo,3,3/0/0,39370.8,2.2,160.6,125.0
neos-5114902-kasavu,1,0/1/0,50.7,3520.3,190.0,51.0
neos-5188808-nattai,3,3/0/0,3986.5,4.6,24.9,0.0
neos-5195221-niemur,3,3/0/0,760.4,4.3,9.3,0.0
neos-631710,3,3/0/0,149.4,2.4,1.0,0.0
neos-662469,3,0/3/0,286.0,5.2,16.1,0.8
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,3.72e+05,104.2,72.3,19.9
neos-860300,3,3/0/0,57.7,0.5,5.3,0.0
neos-873061,3,3/0/0,48.6,28.1,32.0,2.0
neos-911970,3,3/0/0,134.5,0.2,54.6,5.6
neos-933966,3,3/0/0,247.2,1.5,11.5,0.0
neos-950242,3,3/0/0,129.8,9.9,28.6,1.1
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,1/2/0,3.4,47.9,182.8,5.4
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,1.4,8.8,1078.2,6.0
neos17,3,3/0/0,295.4,0.2,32.3,1.6
neos20,3,0/1/2,68.9,8.7,1017.3,99.6
neos5,3,3/0/0,68.1,0.1,3.3,0.0
neos7,3,0/3/0,4.7,0.3,33.2,1.4
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,21.9,3.9,23.3,0.0
netdiversion,3,3/0/0,91.6,66.9,9.5,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.5,7.0,0.0
nh97p,3,0/0/3,10.3,17.9,1094.4,252.3
nh97t,3,0/0/3,10.0,22.9,1306.1,360.4
noswot,3,0/3/0,5.0,0.1,36.3,1.4
ns1116954,3,0/3/0,0.0,785.7,961.6,10.7
ns1208400,3,2/1/0,0.0,19.5,136.0,1.9
ns1644855,3,3/0/0,0.6,377.8,39.5,2.6
ns1760995,3,3/0/0,11.5,77.5,75.0,1.2
ns1830653,3,2/0/1,519.4,8.9,231.2,9.0
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.4,0.3,18.6,0.0
nursesched-medium-hint03,3,0/3/0,837.0,19.1,22.4,0.0
nursesched-sprint02,3,0/3/0,55.2,2.7,15.6,0.0
nw04,3,3/0/0,3.9,2.2,9.0,0.0
opm2-z10-s4,3,3/0/0,94.2,27.1,1.0,0.0
opt1217,3,3/0/0,0.0,0.2,45.5,5.2
p200x1188c,3,3/0/0,4.4,0.2,31.0,1.0
p2756,3,0/3/0,82.1,0.1,5.0,0.0
peg-solitaire-a3,0,0/0/0,-,-,-,-
pg,3,3/0/0,12.1,0.3,56.9,19.3
pg5_34,3,3/0/0,5.3,0.4,54.6,13.3
physiciansched3-3,3,2/0/1,45.0,81.1,131.0,7.0
physiciansched6-2,3,0/0/3,3.1,72.3,993.0,67.8
piperout-08,3,0/0/3,202.6,55.8,1309.7,36.6
piperout-27,3,0/0/3,130.5,59.8,1108.2,29.1
pk1,3,3/0/0,685.0,0.2,60.8,8.3
pp08a,3,3/0/0,47.1,0.1,20.4,0.0
pp08aCUTS,3,3/0/0,40.4,0.1,19.9,0.0
proteindesign121hz512p9,3,0/3/0,2.4,5.1,24.4,0.3
proteindesign122trx11p8,3,0/3/0,1.1,1.1,4.0,0.0
protfold,3,3/0/0,59.7,5.6,29.1,0.4
qap10,3,3/0/0,19.4,13.7,2.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,253.1,0.5,23.8,0.3
rB10-011001,3,3/0/0,202.5,0.6,26.2,0.8
rB11-010000,3,3/0/0,327.3,1.3,26.0,0.4
rB11-110001,3,3/0/0,188.8,2.8,26.0,0.8
rB12-111111,3,2/1/0,82.2,14.2,196.6,16.3
rC10-001000,3,3/0/0,176.8,0.3,29.5,0.0
rC10-100001,3,3/0/0,428.7,5.5,113.7,0.3
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,253.2,12.4,94.2,1.3
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,254.2,3.8,138.4,18.0
radiationm40-10-02,3,0/3/0,2670.9,26.3,259.9,28.3
rail01,3,3/0/0,34.2,1199.4,15.7,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.1,1.0,0.0
ran14x18-disj-8,3,3/0/0,22.2,0.3,21.2,0.0
rd-rplusc-21,3,0/0/3,57.2,36.2,918.3,395.6
reblock115,3,2/1/0,9.9,2.2,81.0,11.0
rmatr100-p10,3,3/0/0,17.7,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,14.2,2.0,0.0
rocI-4-11,3,0/0/3,60.3,18.2,878.0,120.2
rocII-5-11,3,1/1/1,75.2,13.5,256.1,85.6
roi2alpha3n4,3,3/0/0,33.4,33.6,35.1,1.3
roi5alpha10n8,3,3/0/0,58.2,573.9,37.9,2.9
roll3000,3,0/3/0,35.3,1.5,79.8,15.8
rout,3,0/3/0,43.9,0.2,42.6,4.6
s100,3,3/0/0,2.8,243.2,4.0,0.0
s250r10,3,3/0/0,0.1,53.1,2.0,0.0
satellites2-40,3,0/3/0,321.1,65.9,147.0,57.0
satellites2-60-fs,3,0/1/2,223.5,93.6,409.8,182.5
savsched1,3,0/3/0,8.6,199.2,13.0,0.0
sct2,3,3/0/0,28.6,0.6,24.4,0.0
set1ch,3,3/0/0,67.8,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,1.5,3.3,9.4,0.0
sing326,3,3/0/0,14.6,29.8,42.1,4.2
sing44,3,3/0/0,7.7,27.9,41.0,4.3
snp-02-004-104,3,0/3/0,2.2,20.4,34.0,1.9
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.7,1.6
sp97ar,3,3/0/0,28.5,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,98.8,62.4,13.2,0.0
square41,3,0/3/0,6.7,1212.6,11.0,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,147.5,111.8,12.3,0.0
supportcase12,3,0/3/0,2.2,14.6,23.5,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,3142.4,0.2,90.0,59.7
supportcase33,3,0/3/0,61.6,27.9,328.3,60.9
supportcase40,3,3/0/0,21.7,4.4,18.0,0.0
supportcase42,3,0/3/0,17.1,6.4,17.2,0.0
supportcase6,3,3/0/0,7.6,17.7,18.8,0.0
supportcase7,3,3/0/0,10.5,8.8,26.0,0.0
swath,3,0/2/1,210.0,50.4,599.7,223.6
swath1,3,3/0/0,16.6,0.9,38.0,3.6
swath3,3,3/0/0,12.0,1.0,37.3,3.6
t1717,3,3/0/0,153.6,137.4,60.3,0.0
tbfp-network,3,3/0/0,36.7,15.4,15.6,0.0
thor50dday,3,3/0/0,257.8,7.3,24.5,1.7
timtab1,3,0/3/0,68.6,0.8,134.8,57.0
timtab2,3,0/0/3,66.9,11.2,1084.6,397.2
tr12-30,3,3/0/0,50.3,0.2,33.3,2.4
traininstance2,3,0/1/2,176.6,3.8,640.4,71.8
traininstance6,3,0/3/0,65.3,0.9,226.1,33.6
trento1,3,3/0/0,219.2,8.7,11.2,0.0
triptim1,3,0/3/0,0.1,22.5,4.2,0.0
uccase12,3,3/0/0,1.9,10.7,16.6,0.0
uccase9,3,3/0/0,4561.8,32.5,100.3,42.4
uct-subprob,3,3/0/0,14.9,0.5,9.6,0.0
unitcal_7,3,0/0/3,20.7,119.4,867.6,69.8
var-smallemery-m6j6,3,3/0/0,138.9,24.0,68.9,10.1
vpm2,3,3/0/0,44.3,0.1,28.6,0.3
wachplan,3,0/3/0,0.0,2.3,27.5,0.3
