problem,numSols,stage 1/2/3,gap,time,iterations,restarts
ds,3,3/0/0,4945.0,6.0,1.0,0.0
dws008-01,3,0/0/3,32.6,51.9,920.1,376.3
eil33-2,3,3/0/0,222.3,0.1,1.0,0.0
eilA101-2,3,3/0/0,331.4,1.1,1.0,0.0
enlight_hard,2,0/0/2,0.0,4.3,763.6,248.4
exp-1-500-5-5,3,3/0/0,52.8,0.1,30.6,0.4
fast0507,3,3/0/0,25.0,0.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,677.1,0.4,25.6,0.8
fhnw-binpack4-48,0,0/0/0,-,-,-,-
fiball,3,0/3/0,12.3,8.3,61.2,7.8
fiber,3,3/0/0,160.5,0.1,16.3,0.0
fixnet6,3,3/0/0,57.2,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,12.5,0.1,4.5,0.0
germanrr,3,0/3/0,10.6,21.0,146.6,37.9
gesa2-o,3,0/3/0,19.7,0.3,47.0,3.8
gesa2,3,0/3/0,2.6,0.3,31.6,1.1
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.6,1.0,0.0
glass4,3,1/2/0,553.0,0.8,268.0,109.8
gmu-35-40,3,3/0/0,6.9,0.1,14.0,0.0
gmu-35-50,3,3/0/0,11.1,0.6,62.1,10.0
graph20-20-1rand,3,3/0/0,33.3,5.2,65.5,2.6
graphdraw-domain,3,0/3/0,196.1,0.8,152.0,41.1
h80x6320d,3,3/0/0,23.5,1.3,35.6,3.6
harp2,3,3/0/0,12.1,0.1,12.7,0.0
highschool1-aigio,3,0/3/0,inf,775.8,24.3,0.0
hypothyroid-k1,3,3/0/0,0.0,4.7,1.0,0.0
ic97p,3,0/3/0,11.4,4.7,724.7,310.6
ic97t,3,0/0/3,13.0,4.1,1216.9,399.7
icir97p,3,0/0/3,19.6,39.4,1422.5,326.9
icir97t,3,0/2/1,10.7,14.0,428.1,193.3
irish-electricity,3,2/1/0,7.7,31.3,47.8,3.7
irp,3,3/0/0,1.8,0.3,3.0,0.0
istanbul-no-cutoff,3,3/0/0,31.1,6.4,23.3,0.0
k1mushroom,3,3/0/0,18.2,40.0,1.0,0.0
lectsched-5-obj,3,0/0/3,1811.5,147.2,1497.5,1.1
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,340.9,1.2,90.3,37.5
lotsize,3,1/1/1,304.2,3.2,307.6,136.9
mad,3,3/0/0,6502.0,0.2,18.6,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,36.6,54.2,68.5,18.5
map16715-04,3,3/0/0,62.8,63.4,57.6,13.6
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,1233.3,0.2,90.0,10.5
mas76,3,0/3/0,155.6,0.2,90.0,9.9
mc11,3,3/0/0,141.7,1.1,114.7,43.9
mcsched,3,3/0/0,20.2,0.6,4.3,0.0
mik-250-20-75-4,3,0/3/0,53.9,0.2,22.7,2.7
milo-v12-6-r2-40-1,3,3/0/0,110.6,2.4,119.8,46.1
misc07,3,3/0/0,20.3,0.1,23.0,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,41.1,0.4,20.7,0.0
modglob,3,3/0/0,113.9,0.1,31.7,1.3
momentum1,2,0/0/2,115.2,58.2,958.7,457.1
msc98-ip,3,3/0/0,14.9,6.8,37.4,1.9
mushroom-best,3,0/3/0,2.09e+06,24.7,65.7,4.5
mzzv11,3,0/3/0,20.6,4.4,30.4,0.6
mzzv42z,3,0/3/0,22.2,3.9,23.3,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,11.0,0.5,31.6,1.1
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,10.5,5.5,33.0,2.0
neos-1171737,3,3/0/0,9.1,1.4,22.9,0.4
neos-1354092,3,0/3/0,6.6,175.0,54.2,0.0
neos-1445765,3,3/0/0,32.1,0.7,5.5,0.0
neos-1456979,3,0/0/3,94.9,114.8,1320.8,107.6
neos-1582420,3,0/3/0,40.9,3.1,188.4,28.4
neos-2657525-crna,3,0/3/0,960.9,0.4,63.7,10.1
neos-2746589-doon,3,0/0/3,7.0,274.7,749.3,73.1
neos-2978193-inde,3,3/0/0,3.3,0.2,2.3,0.0
neos-2987310-joes,3,3/0/0,0.1,8.8,52.8,11.1
neos-3004026-krka,3,0/0/3,0.0,104.0,939.0,4.0
neos-3024952-loue,3,0/0/3,651.7,298.5,1622.6,0.0
neos-3046615-murg,3,0/3/0,10554.6,0.2,105.6,48.6
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/0/3,134.8,150.9,882.8,109.9
neos-3381206-awhea,3,0/0/3,4.9,37.6,1304.3,0.6
neos-3402294-bobin,3,3/0/0,491.1,32.8,32.6,1.7
neos-3555904-turama,3,2/0/1,4.3,176.3,112.4,2.5
neos-3627168-kasai,3,3/0/0,1.9,0.1,20.4,0.0
neos-3656078-kumeu,3,0/0/3,34.2,121.9,776.6,0.0
neos-3754480-nidda,3,3/0/0,378.9,0.2,69.0,11.2
neos-4300652-rahue,3,0/1/2,207.3,375.9,454.5,2.7
neos-4338804-snowy,3,0/3/0,33457.8,1.5,167.8,46.5
neos-4387871-tavua,3,0/0/3,149.0,18.7,760.7,352.0
neos-4413714-turia,3,3/0/0,2.9,72.0,70.8,10.6
neos-4532248-waihi,3,0/1/2,949.4,598.1,798.2,281.4
neos-4647030-tutaki,3,3/0/0,12.0,22.4,23.5,0.3
neos-4722843-widden,3,0/3/0,20.0,89.4,152.5,39.9
neos-4738912-atrato,3,0/3/0,6.5,0.4,21.5,0.0
neos-4763324-toguru,3,3/0/0,60.3,21.4,24.0,0.0
neos-4954672-berkel,3,3/0/0,51.8,0.1,35.8,3.1
neos-5049753-cuanza,3,1/0/2,40.3,756.8,359.2,109.7
neos-5052403-cygnet,3,3/0/0,0.6,41.4,2.3,0.0
neos-5093327-huahum,3,3/0/0,65.8,7.4,86.9,36.7
neos-5104907-jarama,3,0/0/3,46.6,1833.5,779.2,21.5
neos-5107597-kakapo,3,0/3/0,23872.1,7.1,623.2,324.2
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,4656.3,4.7,26.3,0.0
neos-5195221-niemur,3,3/0/0,661.2,5.8,14.7,0.0
neos-631710,3,3/0/0,149.4,2.4,1.0,0.0
neos-662469,3,0/3/0,343.3,5.4,16.6,0.7
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,6.16e+05,106.7,73.6,20.3
neos-860300,3,3/0/0,59.0,0.5,6.0,0.0
neos-873061,3,3/0/0,58.4,29.9,33.3,2.2
neos-911970,3,3/0/0,201.1,0.2,54.6,3.7
neos-933966,3,3/0/0,196.8,1.5,11.2,0.0
neos-950242,3,3/0/0,63.0,5.9,21.5,0.0
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,1/1/1,1.6,74.9,298.0,22.4
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,0.9,10.1,1046.7,20.4
neos17,3,3/0/0,284.4,0.2,33.3,2.2
neos20,3,0/0/3,55.7,16.8,1809.9,134.0
neos5,3,3/0/0,68.1,0.1,3.3,0.0
neos7,3,0/3/0,11.0,0.5,45.3,3.2
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,6.4,3.4,18.9,0.0
netdiversion,3,3/0/0,86.6,67.9,9.6,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.5,7.0,0.0
nh97p,3,0/0/3,10.0,18.6,1011.0,322.9
nh97t,3,0/1/2,11.3,31.0,1570.9,429.0
noswot,3,0/3/0,8.3,0.1,42.8,3.8
ns1116954,3,0/0/3,0.0,1140.0,1463.4,17.6
ns1208400,3,1/2/0,0.0,26.5,196.4,4.9
ns1644855,3,3/0/0,13.2,708.3,63.9,15.0
ns1760995,3,3/0/0,11.0,73.0,75.7,2.7
ns1830653,3,1/2/0,283.4,4.9,114.3,2.0
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.6,0.3,18.6,0.0
nursesched-medium-hint03,3,0/3/0,807.4,18.8,21.3,0.0
nursesched-sprint02,3,0/3/0,55.2,2.6,15.0,0.0
nw04,3,3/0/0,3.7,2.3,9.5,0.0
opm2-z10-s4,3,3/0/0,94.2,27.3,1.0,0.0
opt1217,3,3/0/0,0.0,0.2,44.6,3.4
p200x1188c,3,3/0/0,4.4,0.2,31.0,1.0
p2756,3,0/3/0,82.1,0.1,5.0,0.0
peg-solitaire-a3,2,0/0/2,0.0,468.3,886.0,11.0
pg,3,3/0/0,3.5,0.3,55.3,12.5
pg5_34,3,3/0/0,3.1,0.4,54.0,11.0
physiciansched3-3,3,2/0/1,122.3,83.1,160.5,20.7
physiciansched6-2,3,0/0/3,3.5,67.2,877.7,69.7
piperout-08,3,0/0/3,192.7,65.8,1494.2,23.0
piperout-27,3,0/0/3,130.4,60.6,1084.7,25.4
pk1,3,3/0/0,473.3,0.2,61.6,7.4
pp08a,3,3/0/0,81.8,0.1,20.4,0.0
pp08aCUTS,3,3/0/0,18.2,0.1,24.8,0.0
proteindesign121hz512p9,3,0/3/0,2.4,4.8,22.5,0.0
proteindesign122trx11p8,3,0/3/0,1.1,1.1,4.0,0.0
protfold,3,3/0/0,47.1,5.6,32.9,0.0
qap10,3,3/0/0,19.4,13.8,2.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,253.4,0.5,26.2,0.3
rB10-011001,3,3/0/0,199.3,0.6,26.2,0.3
rB11-010000,3,3/0/0,278.9,1.3,28.8,0.3
rB11-110001,3,3/0/0,127.8,3.8,43.6,0.4
rB12-111111,3,0/3/0,66.8,33.3,515.5,77.3
rC10-001000,3,3/0/0,122.9,0.5,51.4,1.7
rC10-100001,3,1/2/0,576.0,7.8,162.1,0.6
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,517.9,10.3,68.1,0.0
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,259.4,10.6,341.4,75.5
radiationm40-10-02,3,0/3/0,3509.1,92.2,692.1,31.0
rail01,3,3/0/0,30.1,1041.0,17.3,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,24.2,0.3,21.2,0.0
rd-rplusc-21,3,0/0/3,55.4,38.5,924.4,400.3
reblock115,3,3/0/0,8.7,2.0,73.3,12.8
rmatr100-p10,3,3/0/0,17.7,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,14.1,2.0,0.0
rocI-4-11,3,0/0/3,66.4,25.1,1195.0,263.0
rocII-5-11,3,0/0/3,67.9,57.3,1177.2,491.4
roi2alpha3n4,3,3/0/0,39.4,39.8,39.3,3.3
roi5alpha10n8,3,3/0/0,57.0,542.6,36.3,2.3
roll3000,3,0/3/0,33.1,1.3,69.0,11.0
rout,3,0/3/0,43.5,0.3,73.8,17.2
s100,3,3/0/0,2.8,241.5,4.0,0.0
s250r10,3,3/0/0,0.1,53.2,2.0,0.0
satellites2-40,3,0/3/0,321.1,62.8,147.0,57.0
satellites2-60-fs,3,0/1/2,223.5,84.9,415.4,185.3
savsched1,3,0/3/0,8.4,199.3,13.0,0.0
sct2,3,3/0/0,26.0,0.7,28.8,0.3
set1ch,3,3/0/0,50.8,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,8.6,3.0,8.6,0.0
sing326,3,3/0/0,12.0,31.6,45.3,6.0
sing44,3,3/0/0,9.2,30.9,46.8,6.3
snp-02-004-104,3,0/3/0,2.8,24.2,40.3,5.5
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,33.3,2.2
sp97ar,3,3/0/0,28.5,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,99.2,54.7,8.0,0.0
square41,3,0/3/0,6.7,1281.0,11.0,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,110.5,112.1,12.3,0.0
supportcase12,3,0/3/0,2.1,15.8,24.8,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,4288.7,0.3,112.6,42.2
supportcase33,3,0/3/0,72.4,23.4,304.2,48.2
supportcase40,3,3/0/0,21.1,4.8,21.3,0.0
supportcase42,3,0/3/0,17.1,6.3,16.1,0.0
supportcase6,3,3/0/0,0.6,15.4,16.0,0.0
supportcase7,3,3/0/0,18.0,9.3,27.6,0.3
swath,3,0/0/3,163.4,53.3,684.7,261.6
swath1,3,3/0/0,32.6,1.7,59.1,13.2
swath3,3,3/0/0,49.3,2.6,74.3,18.6
t1717,3,3/0/0,118.0,118.9,54.5,0.0
tbfp-network,3,3/0/0,37.3,17.6,22.1,0.0
thor50dday,3,3/0/0,300.4,8.3,27.4,2.5
timtab1,3,0/3/0,41.2,0.6,94.0,28.8
timtab2,3,0/3/0,82.3,9.8,850.1,329.0
tr12-30,3,3/0/0,48.5,0.2,43.1,7.0
traininstance2,3,0/2/1,110.3,5.3,820.6,159.4
traininstance6,3,0/3/0,147.1,1.8,390.6,69.3
trento1,3,3/0/0,136.3,7.8,7.1,0.0
triptim1,3,0/3/0,0.1,22.5,3.9,0.0
uccase12,3,3/0/0,3.1,11.7,18.6,0.0
uccase9,3,3/0/0,1479.2,31.3,95.3,35.4
uct-subprob,3,3/0/0,16.4,0.4,9.7,0.0
unitcal_7,3,0/0/3,10.6,117.1,852.4,46.5
var-smallemery-m6j6,3,3/0/0,6.8,25.9,74.6,11.4
vpm2,3,3/0/0,43.6,0.1,28.6,0.3
wachplan,3,0/3/0,0.0,2.9,40.2,0.3
