problem,numSols,stage 1/2/3,gap,time,iterations,restarts
ic97t,3,0/0/3,12.4,3.9,1266.4,311.2
icir97p,3,0/0/3,22.9,21.6,1139.9,215.7
icir97t,3,0/3/0,15.7,4.4,210.5,128.8
irish-electricity,3,3/0/0,6.0,19.4,24.2,0.3
irp,3,3/0/0,3.8,0.3,3.4,0.0
istanbul-no-cutoff,3,3/0/0,36.0,6.4,22.0,0.0
k1mushroom,3,3/0/0,18.2,39.8,1.0,0.0
lectsched-5-obj,3,0/0/3,2245.5,84.0,908.5,7.0
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,674.7,1.1,90.0,56.6
lotsize,3,3/0/0,70.7,0.5,44.9,10.5
mad,3,3/0/0,12358.1,0.1,14.7,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,44.7,49.9,35.8,3.2
map16715-04,3,3/0/0,89.2,56.9,46.3,9.1
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,475.9,0.2,90.0,14.6
mas76,3,0/3/0,105.8,0.2,90.7,21.5
mc11,3,3/0/0,108.2,0.4,42.6,12.3
mcsched,3,3/0/0,12.9,0.5,3.6,0.0
mik-250-20-75-4,3,0/3/0,61.1,0.2,38.3,4.5
milo-v12-6-r2-40-1,3,3/0/0,150.3,0.9,42.0,12.0
misc07,3,3/0/0,28.6,0.1,20.1,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,14.0,0.3,19.6,0.0
modglob,3,3/0/0,105.9,0.1,31.3,1.3
momentum1,3,0/3/0,193.4,39.5,557.9,353.1
msc98-ip,3,3/0/0,15.5,6.3,30.7,0.6
mushroom-best,3,0/3/0,9.17e+06,13.6,40.0,1.7
mzzv11,3,0/3/0,20.1,4.2,19.3,0.0
mzzv42z,3,0/3/0,31.0,4.9,23.8,0.3
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,9.4,0.3,20.4,0.0
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,0.9,4.9,26.4,0.6
neos-1171737,3,3/0/0,3.9,1.6,29.6,0.6
neos-1354092,3,0/3/0,18.1,176.3,37.6,0.0
neos-1445765,3,3/0/0,35.4,0.8,5.6,0.0
neos-1456979,3,0/2/1,149.9,40.4,462.4,96.5
neos-1582420,3,0/3/0,69.0,1.5,79.5,9.4
neos-2657525-crna,3,0/3/0,1016.4,0.2,41.8,2.0
neos-2746589-doon,3,0/2/1,34.9,138.1,248.1,31.3
neos-2978193-inde,3,3/0/0,3.3,0.2,2.3,0.0
neos-2987310-joes,3,2/1/0,0.3,9.5,54.3,14.8
neos-3004026-krka,3,0/0/3,0.0,109.0,1285.7,3.6
neos-3024952-loue,3,0/0/3,813.1,79.9,1414.2,27.8
neos-3046615-murg,3,0/3/0,10898.5,0.2,94.3,65.6
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/0/3,120.9,458.4,1096.3,0.0
neos-3381206-awhea,3,0/0/3,4.9,18.3,1054.0,1.1
neos-3402294-bobin,3,3/0/0,429.3,20.1,19.1,0.0
neos-3555904-turama,3,3/0/0,2.0,78.2,31.4,0.4
neos-3627168-kasai,3,3/0/0,1.5,0.1,20.4,0.0
neos-3656078-kumeu,3,0/0/3,30.8,140.3,1041.5,0.9
neos-3754480-nidda,3,3/0/0,365.6,0.2,67.7,13.6
neos-4300652-rahue,3,0/1/2,265.8,412.9,354.7,0.3
neos-4338804-snowy,3,0/3/0,1.14e+05,0.8,100.5,28.0
neos-4387871-tavua,3,0/1/2,755.0,22.9,802.1,427.4
neos-4413714-turia,3,3/0/0,43.9,79.9,79.7,13.0
neos-4532248-waihi,3,0/1/2,949.4,489.0,439.7,36.1
neos-4647030-tutaki,3,3/0/0,22.0,17.5,17.7,0.0
neos-4722843-widden,3,0/3/0,197.7,55.1,92.4,25.6
neos-4738912-atrato,3,0/3/0,12.0,0.3,12.4,0.0
neos-4763324-toguru,3,3/0/0,59.2,21.1,23.7,0.0
neos-4954672-berkel,3,3/0/0,54.7,0.1,32.0,1.3
neos-5049753-cuanza,3,1/2/0,75.6,770.4,325.6,72.0
neos-5052403-cygnet,3,3/0/0,1.3,42.1,2.3,0.0
neos-5093327-huahum,3,3/0/0,913.3,13.4,120.7,86.6
neos-5104907-jarama,1,0/0/1,93.7,3514.6,817.0,33.0
neos-5107597-kakapo,3,3/0/0,39300.2,1.8,123.3,94.9
neos-5114902-kasavu,1,0/1/0,50.1,3054.2,124.0,18.0
neos-5188808-nattai,3,3/0/0,4012.9,5.7,26.7,0.0
neos-5195221-niemur,3,3/0/0,767.9,7.4,18.7,0.0
neos-631710,3,3/0/0,149.4,2.5,1.0,0.0
neos-662469,3,0/3/0,223.1,6.4,19.3,0.7
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,2.96e+05,103.3,69.3,20.7
neos-860300,3,3/0/0,57.0,0.4,4.0,0.0
neos-873061,3,3/0/0,61.2,25.7,31.7,1.6
neos-911970,3,3/0/0,132.0,0.2,50.0,6.0
neos-933966,3,3/0/0,224.1,1.6,9.4,0.0
neos-950242,3,3/0/0,128.3,6.7,21.8,0.4
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,3/0/0,2.3,20.2,61.9,2.1
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,1.4,9.3,1168.7,2.6
neos17,3,3/0/0,290.2,0.2,31.7,1.6
neos20,3,0/0/3,45.7,9.8,1181.7,81.4
neos5,3,3/0/0,41.6,0.1,3.8,0.0
neos7,3,0/3/0,11.0,0.2,25.0,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,38.3,4.3,25.7,0.0
netdiversion,3,3/0/0,86.4,74.9,9.6,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.5,7.0,0.0
nh97p,3,0/0/3,10.2,13.6,1092.4,259.0
nh97t,3,0/0/3,10.6,12.8,1091.7,326.6
noswot,3,0/3/0,9.6,0.1,34.3,1.3
ns1116954,3,1/1/1,0.0,471.8,467.3,3.2
ns1208400,3,1/2/0,0.0,90.1,395.5,0.3
ns1644855,3,3/0/0,0.5,390.6,34.5,1.7
ns1760995,3,3/0/0,14.9,84.6,80.5,2.9
ns1830653,3,2/1/0,164.2,4.4,58.8,1.0
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.3,0.3,19.0,0.0
nursesched-medium-hint03,3,0/3/0,786.4,13.9,11.4,0.0
nursesched-sprint02,3,0/3/0,55.2,1.9,9.3,0.0
nw04,3,3/0/0,3.9,2.0,8.0,0.0
opm2-z10-s4,3,3/0/0,94.2,27.3,1.0,0.0
opt1217,3,3/0/0,7.8,0.1,36.3,2.3
p200x1188c,3,3/0/0,3.9,0.2,31.0,1.0
p2756,3,0/3/0,82.1,0.1,5.0,0.0
peg-solitaire-a3,2,0/0/2,0.0,481.9,1220.8,277.6
pg,3,3/0/0,15.5,0.3,51.7,19.2
pg5_34,3,3/0/0,7.1,0.4,52.0,13.6
physiciansched3-3,3,3/0/0,8.7,54.5,46.0,1.0
physiciansched6-2,3,0/2/1,4.9,84.4,740.2,34.8
piperout-08,3,0/0/3,394.9,69.2,1710.9,33.3
piperout-27,3,0/0/3,228.4,66.0,1196.9,17.6
pk1,3,3/0/0,1191.8,0.2,58.0,8.9
pp08a,3,3/0/0,58.4,0.1,15.6,0.0
pp08aCUTS,3,3/0/0,35.1,0.1,12.0,0.0
proteindesign121hz512p9,3,0/3/0,2.4,5.0,24.4,0.3
proteindesign122trx11p8,3,0/3/0,1.1,1.0,4.0,0.0
protfold,3,3/0/0,66.0,8.4,37.8,0.0
qap10,3,3/0/0,19.4,13.7,2.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,240.2,0.5,25.3,0.0
rB10-011001,3,3/0/0,204.1,0.5,26.3,0.0
rB11-010000,3,3/0/0,288.7,1.3,30.0,0.6
rB11-110001,3,3/0/0,207.5,2.6,23.3,0.3
rB12-111111,3,0/2/1,89.9,46.4,574.8,3.2
rC10-001000,3,3/0/0,275.1,0.2,27.9,0.0
rC10-100001,3,3/0/0,408.4,4.9,101.5,0.8
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,321.8,5.1,36.4,0.8
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,152.1,1.8,68.3,3.6
radiationm40-10-02,3,0/3/0,431.1,16.2,143.8,9.0
rail01,3,3/0/0,31.0,1280.3,11.9,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,16.6,0.3,22.8,0.3
rd-rplusc-21,3,0/0/3,58.1,36.2,866.6,360.6
reblock115,3,3/0/0,11.2,1.6,55.4,6.2
rmatr100-p10,3,3/0/0,29.5,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,14.1,2.0,0.0
rocI-4-11,3,0/0/3,69.2,21.2,932.1,103.8
rocII-5-11,3,2/1/0,90.4,8.4,156.1,52.6
roi2alpha3n4,3,3/0/0,62.4,33.3,34.3,1.6
roi5alpha10n8,3,3/0/0,60.1,446.6,29.0,0.0
roll3000,3,0/3/0,26.2,1.1,48.4,4.5
rout,3,0/3/0,49.5,0.2,35.2,1.7
s100,3,3/0/0,1.7,302.7,6.6,0.0
s250r10,3,3/0/0,0.1,53.4,2.0,0.0
satellites2-40,3,3/0/0,245.4,44.2,34.9,2.7
satellites2-60-fs,3,3/0/0,89.5,22.6,34.9,2.7
savsched1,3,0/3/0,7.9,190.1,12.3,0.0
sct2,3,3/0/0,29.2,0.6,26.1,0.6
set1ch,3,3/0/0,85.6,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,1.4,2.7,7.6,0.0
sing326,3,3/0/0,10.6,24.7,34.0,1.6
sing44,3,3/0/0,7.4,26.4,38.5,3.8
snp-02-004-104,3,0/3/0,1.7,19.7,33.6,1.9
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.3,1.3
sp97ar,3,3/0/0,26.6,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,98.6,62.1,13.0,0.0
square41,3,0/3/0,6.7,1220.9,10.0,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,170.3,110.1,13.6,0.0
supportcase12,3,0/3/0,1.8,14.6,21.0,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,9385.9,0.2,89.7,63.3
supportcase33,3,0/3/0,64.5,13.8,121.3,14.5
supportcase40,3,3/0/0,17.6,4.2,16.6,0.0
supportcase42,3,0/3/0,24.4,4.2,11.6,0.0
supportcase6,3,3/0/0,0.4,13.3,12.0,0.0
supportcase7,3,3/0/0,14.3,8.3,26.0,0.0
swath,3,0/3/0,181.6,13.5,187.8,59.6
swath1,3,2/1/0,60.4,2.3,62.2,15.7
swath3,3,3/0/0,33.2,1.5,42.9,3.2
t1717,3,3/0/0,179.2,126.3,43.5,0.0
tbfp-network,3,3/0/0,199.5,22.4,14.0,0.0
thor50dday,3,3/0/0,257.8,7.2,24.5,1.7
timtab1,3,0/3/0,55.5,0.6,113.7,27.9
timtab2,3,0/1/2,73.6,5.8,791.4,270.5
tr12-30,3,3/0/0,72.9,0.2,31.7,1.6
traininstance2,3,0/3/0,243.6,3.3,649.6,68.6
traininstance6,3,0/2/1,461.6,1.2,305.9,42.1
trento1,3,3/0/0,187.1,8.0,9.3,0.0
triptim1,3,0/3/0,0.1,23.3,4.0,0.0
uccase12,3,3/0/0,1.9,10.3,15.6,0.0
uccase9,3,2/0/1,5608.9,57.9,189.6,73.0
uct-subprob,3,3/0/0,12.4,0.6,7.7,0.0
unitcal_7,3,0/0/3,26.8,137.7,991.6,145.9
var-smallemery-m6j6,3,3/0/0,256.3,24.0,67.5,10.1
vpm2,3,3/0/0,45.0,0.1,20.4,0.0
wachplan,3,0/3/0,0.0,3.0,26.5,0.0
