problem,numSols,stage 1/2/3,gap,time,iterations,restarts
dano3_5,3,3/0/0,0.1,40.0,34.6,2.2
dano3mip,3,3/0/0,14.6,140.8,70.7,17.0
danoint,3,2/1/0,161.5,2.5,111.6,38.9
disctom,3,3/0/0,0.0,1.3,2.0,0.0
drayage-100-23,3,3/0/0,6.4,0.4,14.7,0.0
drayage-25-23,3,3/0/0,5.0,0.6,21.5,0.0
ds,3,3/0/0,4945.0,6.1,1.0,0.0
dws008-01,3,0/0/3,29.9,68.2,1027.0,331.1
eil33-2,3,3/0/0,222.3,0.1,1.0,0.0
eilA101-2,3,3/0/0,331.4,1.0,1.0,0.0
enlight_hard,3,0/0/3,0.0,5.3,681.2,208.4
exp-1-500-5-5,3,3/0/0,144.6,0.1,30.9,0.4
fast0507,3,3/0/0,25.0,0.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,708.6,0.3,20.3,0.0
fhnw-binpack4-48,0,0/0/0,-,-,-,-
fiball,3,0/3/0,13.0,7.7,54.6,5.6
fiber,3,3/0/0,160.5,0.1,16.3,0.0
fixnet6,3,3/0/0,58.3,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,13.5,0.1,4.5,0.0
germanrr,3,0/3/0,4.6,14.9,82.7,14.3
gesa2-o,3,0/3/0,15.1,0.3,37.6,1.9
gesa2,3,0/3/0,2.4,0.3,31.0,0.8
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.6,1.0,0.0
glass4,3,2/1/0,520.8,0.4,138.9,56.4
gmu-35-40,3,3/0/0,6.5,0.1,14.0,0.0
gmu-35-50,3,3/0/0,7.9,0.5,52.0,6.6
graph20-20-1rand,3,3/0/0,25.5,4.8,54.4,1.2
graphdraw-domain,3,0/3/0,115.7,0.4,89.6,22.0
h80x6320d,3,3/0/0,23.5,1.3,35.6,3.6
harp2,3,3/0/0,11.9,0.1,13.0,0.0
highschool1-aigio,3,0/3/0,inf,794.4,24.9,0.0
hypothyroid-k1,3,3/0/0,0.0,4.6,1.0,0.0
ic97p,3,0/1/2,14.9,5.6,602.2,178.7
ic97t,3,0/0/3,13.5,4.9,1353.7,395.1
icir97p,3,0/0/3,19.5,41.9,973.3,202.3
icir97t,3,0/3/0,14.3,15.3,268.4,152.5
irish-electricity,3,3/0/0,6.2,24.6,28.0,0.6
irp,3,3/0/0,1.8,0.3,3.0,0.0
istanbul-no-cutoff,3,3/0/0,17.0,6.6,23.0,0.0
k1mushroom,3,3/0/0,18.2,39.9,1.0,0.0
lectsched-5-obj,3,0/0/3,2373.7,107.6,1072.1,7.2
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,463.7,1.2,90.7,57.6
lotsize,3,1/2/0,151.2,1.1,98.4,40.3
mad,3,3/0/0,6573.5,0.1,16.0,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,22.9,50.0,64.1,17.0
map16715-04,3,3/0/0,91.1,55.8,55.5,11.6
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,579.8,0.2,90.0,9.3
mas76,3,0/3/0,293.3,0.2,90.0,10.2
mc11,3,3/0/0,115.4,0.7,71.6,22.3
mcsched,3,3/0/0,15.6,0.6,4.0,0.0
mik-250-20-75-4,3,0/3/0,54.4,0.3,22.7,2.7
milo-v12-6-r2-40-1,3,3/0/0,58.3,1.5,67.0,19.0
misc07,3,3/0/0,23.2,0.1,22.5,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,15.8,0.4,20.1,0.0
modglob,3,3/0/0,144.8,0.1,32.3,1.5
momentum1,3,0/1/2,171.1,53.4,818.1,431.1
msc98-ip,3,3/0/0,17.5,7.1,36.2,1.9
mushroom-best,3,0/3/0,4.72e+05,16.6,50.6,5.6
mzzv11,3,0/3/0,23.4,3.7,22.6,0.0
mzzv42z,3,0/3/0,27.7,4.2,23.6,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,16.1,0.5,31.6,1.1
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,7.6,5.1,30.5,1.3
neos-1171737,3,3/0/0,6.4,1.8,33.0,2.0
neos-1354092,3,0/3/0,4.5,164.7,43.0,0.0
neos-1445765,3,3/0/0,34.9,0.7,5.8,0.0
neos-1456979,3,0/0/3,114.7,61.5,822.3,135.4
neos-1582420,3,0/2/1,73.2,3.8,215.9,36.2
neos-2657525-crna,3,0/3/0,960.7,0.1,23.5,0.7
neos-2746589-doon,3,0/0/3,10.3,367.5,742.4,38.8
neos-2978193-inde,3,3/0/0,3.3,0.2,2.3,0.0
neos-2987310-joes,3,1/2/0,2.3,11.7,68.3,18.9
neos-3004026-krka,3,0/0/3,0.0,170.4,1784.6,3.0
neos-3024952-loue,3,0/1/2,904.4,398.0,1610.8,14.1
neos-3046615-murg,3,0/3/0,6091.0,0.1,91.0,59.7
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/2/1,129.3,111.0,907.4,137.5
neos-3381206-awhea,3,0/0/3,4.9,40.2,892.1,0.0
neos-3402294-bobin,3,2/1/0,610.0,14.4,18.2,0.0
neos-3555904-turama,3,3/0/0,2.0,73.6,31.2,0.0
neos-3627168-kasai,3,3/0/0,1.7,0.2,27.2,0.3
neos-3656078-kumeu,3,0/0/3,28.6,170.5,1166.4,0.0
neos-3754480-nidda,3,3/0/0,434.5,0.2,67.7,11.0
neos-4300652-rahue,3,0/1/2,210.9,340.2,394.4,0.6
neos-4338804-snowy,3,0/3/0,14545.0,1.2,133.0,29.5
neos-4387871-tavua,3,0/0/3,694.8,24.6,926.9,507.9
neos-4413714-turia,3,3/0/0,9.3,73.7,74.2,11.3
neos-4532248-waihi,3,0/1/2,949.4,640.6,780.9,250.5
neos-4647030-tutaki,3,3/0/0,16.6,25.7,28.0,0.0
neos-4722843-widden,3,0/3/0,128.7,53.4,94.6,20.6
neos-4738912-atrato,3,0/3/0,5.7,0.4,21.5,0.0
neos-4763324-toguru,3,3/0/0,55.6,21.6,24.0,0.0
neos-4954672-berkel,3,3/0/0,42.4,0.1,38.3,4.9
neos-5049753-cuanza,3,1/0/2,46.3,1020.5,443.8,76.4
neos-5052403-cygnet,3,3/0/0,0.6,41.1,2.3,0.0
neos-5093327-huahum,3,3/0/0,40.6,7.3,79.3,45.6
neos-5104907-jarama,2,0/0/2,99.9,1861.5,807.0,242.2
neos-5107597-kakapo,3,0/3/0,34703.3,4.2,306.8,261.6
neos-5114902-kasavu,1,1/0/0,55.3,2546.5,114.0,26.0
neos-5188808-nattai,3,3/0/0,4248.9,4.5,25.3,0.0
neos-5195221-niemur,3,3/0/0,760.4,9.0,25.3,0.0
neos-631710,3,3/0/0,149.4,2.3,1.0,0.0
neos-662469,3,0/3/0,286.4,6.2,21.5,1.7
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,3.27e+05,105.1,72.9,20.6
neos-860300,3,3/0/0,64.9,0.5,6.0,0.0
neos-873061,3,3/0/0,63.4,29.6,34.7,3.0
neos-911970,3,3/0/0,227.7,0.2,53.3,4.0
neos-933966,3,3/0/0,197.6,1.5,11.7,0.0
neos-950242,3,3/0/0,63.0,7.5,27.8,0.6
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,1/2/0,1.9,92.0,367.0,22.0
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,2.3,15.5,1216.8,6.9
neos17,3,3/0/0,299.4,0.2,33.3,2.2
neos20,3,0/1/2,54.8,7.7,752.4,100.6
neos5,3,3/0/0,74.8,0.1,3.3,0.0
neos7,3,0/3/0,6.1,0.3,33.9,1.2
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,24.2,5.2,41.8,1.8
netdiversion,3,3/0/0,82.9,62.6,7.1,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.5,7.0,0.0
nh97p,3,0/0/3,11.7,22.5,713.5,180.3
nh97t,3,0/0/3,11.6,49.9,1249.8,340.8
noswot,3,0/3/0,14.2,0.1,54.3,4.7
ns1116954,3,0/0/3,0.0,1052.8,1302.9,19.5
ns1208400,3,0/2/1,0.0,91.4,675.0,3.9
ns1644855,3,3/0/0,1.0,600.8,48.2,7.2
ns1760995,3,3/0/0,12.5,76.3,75.3,3.3
ns1830653,3,0/1/2,529.2,23.3,791.2,71.7
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.6,0.3,18.6,0.0
nursesched-medium-hint03,3,0/3/0,805.5,18.6,21.4,0.0
nursesched-sprint02,3,0/3/0,55.2,2.5,13.9,0.0
nw04,3,3/0/0,3.9,2.3,9.3,0.0
opm2-z10-s4,3,3/0/0,94.2,27.2,1.0,0.0
opt1217,3,3/0/0,0.0,0.2,43.3,4.2
p200x1188c,3,3/0/0,4.4,0.2,31.0,1.0
p2756,3,0/3/0,82.1,0.1,5.0,0.0
peg-solitaire-a3,2,0/0/2,0.0,281.3,985.0,51.7
pg,3,3/0/0,4.4,0.3,55.3,16.9
pg5_34,3,3/0/0,3.6,0.4,53.3,11.0
physiciansched3-3,3,2/1/0,35.4,53.6,68.3,5.7
physiciansched6-2,3,0/0/3,2.7,57.3,791.3,80.7
piperout-08,3,0/0/3,96.3,55.4,1151.5,52.6
piperout-27,3,0/0/3,121.3,63.4,1043.9,28.9
pk1,3,3/0/0,586.7,0.2,62.0,7.8
pp08a,3,3/0/0,77.8,0.1,20.4,0.0
pp08aCUTS,3,3/0/0,56.0,0.1,21.2,0.0
proteindesign121hz512p9,3,0/3/0,2.4,4.9,22.5,0.0
proteindesign122trx11p8,3,0/3/0,1.1,1.1,4.0,0.0
protfold,3,2/1/0,56.6,8.8,60.9,1.2
qap10,3,3/0/0,19.4,13.7,2.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,258.4,0.5,24.5,0.4
rB10-011001,3,3/0/0,203.5,0.5,24.5,0.4
rB11-010000,3,3/0/0,291.3,1.4,28.7,1.1
rB11-110001,3,3/0/0,119.2,3.8,41.0,0.0
rB12-111111,3,1/2/0,78.0,18.4,259.9,26.1
rC10-001000,3,3/0/0,131.8,0.3,32.6,0.0
rC10-100001,3,3/0/0,491.6,6.0,122.3,0.3
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,212.4,14.0,103.0,1.3
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,169.1,5.8,132.8,17.4
radiationm40-10-02,3,0/3/0,6813.8,52.0,362.8,29.5
rail01,3,3/0/0,30.1,1107.4,21.9,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.1,1.0,0.0
ran14x18-disj-8,3,3/0/0,24.8,0.3,21.2,0.0
rd-rplusc-21,3,0/0/3,56.8,43.4,1094.2,495.0
reblock115,3,3/0/0,9.0,2.4,89.7,12.8
rmatr100-p10,3,3/0/0,17.7,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,14.1,2.0,0.0
rocI-4-11,3,0/0/3,60.4,21.6,755.3,107.9
rocII-5-11,3,1/1/1,85.5,14.7,280.9,91.8
roi2alpha3n4,3,3/0/0,38.9,38.6,39.0,2.9
roi5alpha10n8,3,3/0/0,60.3,625.3,40.3,3.3
roll3000,3,0/3/0,21.9,1.0,48.9,4.2
rout,3,0/3/0,45.1,0.2,45.0,5.7
s100,3,3/0/0,2.8,251.0,4.0,0.0
s250r10,3,3/0/0,0.1,53.0,2.0,0.0
satellites2-40,3,0/3/0,347.8,73.6,147.0,57.0
satellites2-60-fs,3,0/1/2,223.5,92.9,413.8,184.4
savsched1,3,0/3/0,8.8,198.3,13.0,0.0
sct2,3,3/0/0,29.7,0.7,31.5,0.8
set1ch,3,3/0/0,59.1,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,1.4,3.3,9.2,0.0
sing326,3,3/0/0,15.5,30.5,42.6,4.3
sing44,3,3/0/0,8.5,29.7,44.1,6.1
snp-02-004-104,3,0/3/0,1.2,20.6,34.7,2.3
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,33.3,2.2
sp97ar,3,3/0/0,28.5,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,99.2,54.8,8.0,0.0
square41,3,0/3/0,6.7,1438.4,11.0,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,126.9,118.7,13.5,0.0
supportcase12,3,0/3/0,2.3,16.4,22.6,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,2336.8,0.3,90.0,59.7
supportcase33,3,0/3/0,64.4,16.6,193.7,39.3
supportcase40,3,3/0/0,25.4,4.7,20.6,0.0
supportcase42,3,0/3/0,14.3,5.8,13.9,0.0
supportcase6,3,3/0/0,0.5,17.2,16.2,0.0
supportcase7,3,3/0/0,17.3,9.0,26.0,0.0
swath,3,0/2/1,203.5,36.8,498.2,186.8
swath1,3,3/0/0,20.4,1.1,41.6,4.9
swath3,3,3/0/0,18.5,1.0,36.7,2.9
t1717,3,3/0/0,134.3,115.0,50.3,0.0
tbfp-network,3,3/0/0,39.2,15.3,12.4,0.0
thor50dday,3,3/0/0,287.8,8.1,26.5,2.1
timtab1,3,0/3/0,60.8,1.5,136.4,48.7
timtab2,3,0/1/2,72.4,21.0,1014.0,391.1
tr12-30,3,3/0/0,48.4,0.2,42.4,6.7
traininstance2,3,0/1/2,37.5,5.6,595.2,79.9
traininstance6,3,0/3/0,199.9,0.5,147.0,21.8
trento1,3,3/0/0,265.2,8.4,11.7,0.0
triptim1,3,0/3/0,0.1,22.2,3.9,0.0
uccase12,3,3/0/0,1.9,10.8,16.6,0.0
uccase9,3,3/0/0,4721.6,32.6,100.2,42.0
uct-subprob,3,3/0/0,15.0,0.5,10.0,0.0
unitcal_7,3,0/0/3,20.0,127.5,891.2,55.0
var-smallemery-m6j6,3,3/0/0,14.4,24.7,70.9,11.3
vpm2,3,3/0/0,43.0,0.1,28.6,0.3
wachplan,3,0/3/0,0.0,3.3,37.0,0.0
