problem,numSols,stage 1/2/3,gap,time,iterations,restarts
neos-4763324-toguru,3,3/0/0,53.8,16.0,11.0,0.0
neos-4954672-berkel,3,3/0/0,81.2,0.1,15.3,0.0
neos-5049753-cuanza,3,1/1/1,63.5,919.9,405.0,102.4
neos-5052403-cygnet,3,3/0/0,1.0,40.8,2.3,0.0
neos-5093327-huahum,3,3/0/0,28.7,5.1,58.2,25.8
neos-5104907-jarama,3,0/1/2,66.4,1969.5,797.8,103.9
neos-5107597-kakapo,3,2/1/0,35936.2,2.8,210.3,172.6
neos-5114902-kasavu,3,1/2/0,49.8,2908.3,167.0,46.1
neos-5188808-nattai,3,3/0/0,4297.8,3.8,17.3,0.0
neos-5195221-niemur,3,3/0/0,651.2,13.2,22.7,0.0
neos-631710,3,3/0/0,149.4,2.4,1.0,0.0
neos-662469,3,0/3/0,305.7,3.6,9.8,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,4.07e+05,121.0,83.4,25.8
neos-860300,3,3/0/0,58.6,1.4,17.6,0.0
neos-873061,3,3/0/0,48.9,24.9,31.7,1.6
neos-911970,3,3/0/0,257.9,0.1,20.3,0.0
neos-933966,3,3/0/0,2.3,4.5,6.6,0.0
neos-950242,3,2/1/0,27.4,17.4,50.0,2.2
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,1/2/0,2.2,29.5,100.8,4.5
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,1.4,8.9,901.2,15.0
neos17,3,3/0/0,418.0,0.2,38.1,3.8
neos20,3,0/1/2,66.0,8.8,1013.2,88.5
neos5,3,3/0/0,49.7,0.1,2.9,0.0
neos7,3,0/3/0,13.8,0.1,4.6,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,30.5,6.1,32.4,0.7
netdiversion,3,3/0/0,89.3,171.3,14.6,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.3,3.0,0.0
nh97p,3,0/0/3,10.5,13.1,770.2,162.1
nh97t,3,0/0/3,9.4,30.0,1683.4,452.0
noswot,3,0/3/0,0.5,0.1,10.0,0.4
ns1116954,3,0/2/1,0.0,1043.4,1264.0,3.8
ns1208400,3,1/1/1,0.0,71.3,413.5,0.7
ns1644855,3,3/0/0,21.6,196.2,5.0,0.0
ns1760995,3,3/0/0,45.7,15.7,12.6,0.0
ns1830653,3,1/2/0,308.4,15.1,403.1,22.2
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.3,0.1,3.0,0.0
nursesched-medium-hint03,3,0/3/0,737.5,77.6,43.3,0.3
nursesched-sprint02,3,0/3/0,41.0,3.1,15.9,0.0
nw04,3,3/0/0,3.9,1.5,5.5,0.0
opm2-z10-s4,3,3/0/0,94.2,27.1,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,5.6,0.0
p200x1188c,3,3/0/0,3.9,0.2,31.0,1.0
p2756,3,0/3/0,75.2,0.1,5.0,0.0
peg-solitaire-a3,0,0/0/0,-,-,-,-
pg,3,3/0/0,5.9,0.1,11.8,0.0
pg5_34,3,3/0/0,7.6,0.1,7.4,0.0
physiciansched3-3,3,0/3/0,672.1,107.7,493.2,46.6
physiciansched6-2,3,0/0/3,3.4,64.9,881.8,107.1
piperout-08,3,0/0/3,301.1,80.4,1858.6,23.2
piperout-27,3,0/0/3,612.5,81.4,1508.4,26.2
pk1,3,3/0/0,515.0,0.1,34.0,0.8
pp08a,3,3/0/0,55.4,0.1,19.3,0.0
pp08aCUTS,3,3/0/0,30.2,0.1,11.6,0.0
proteindesign121hz512p9,3,0/2/1,5.2,113.6,484.3,35.4
proteindesign122trx11p8,3,0/3/0,2.8,14.0,66.3,3.8
protfold,3,3/0/0,68.0,6.9,43.0,0.6
qap10,3,3/0/0,17.1,18.0,4.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,277.9,0.5,21.4,0.0
rB10-011001,3,3/0/0,225.8,0.5,21.7,0.3
rB11-010000,3,3/0/0,276.5,1.4,31.3,0.6
rB11-110001,3,3/0/0,190.7,3.5,34.2,0.6
rB12-111111,3,0/2/1,87.5,43.6,630.9,27.1
rC10-001000,3,3/0/0,152.1,0.3,27.7,0.0
rC10-100001,3,2/1/0,496.0,5.8,119.8,1.1
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,485.9,8.5,57.7,2.0
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,487.0,3.3,136.1,21.1
radiationm40-10-02,3,0/3/0,5085.2,27.8,295.9,32.1
rail01,3,3/0/0,33.1,1563.6,18.6,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,37.5,0.3,23.5,0.8
rd-rplusc-21,3,0/0/3,57.9,34.5,808.2,330.3
reblock115,3,3/0/0,17.0,2.0,81.4,11.5
rmatr100-p10,3,3/0/0,3.0,0.9,5.3,0.0
rmatr200-p5,3,3/0/0,16.5,30.7,6.3,0.0
rocI-4-11,3,0/0/3,74.5,17.1,793.6,102.2
rocII-5-11,3,0/3/0,63.9,20.1,401.0,143.1
roi2alpha3n4,3,3/0/0,51.5,7.4,7.0,0.0
roi5alpha10n8,3,3/0/0,56.6,96.6,8.0,0.0
roll3000,3,0/3/0,67.3,1.1,56.4,6.2
rout,3,0/3/0,44.4,0.1,37.6,3.2
s100,3,3/0/0,1.7,276.6,6.0,0.0
s250r10,3,3/0/0,0.1,52.1,2.0,0.0
satellites2-40,3,0/3/0,203.7,172.2,147.0,56.7
satellites2-60-fs,3,0/1/2,350.9,286.9,417.2,185.0
savsched1,3,0/3/0,13.2,150.9,8.3,0.0
sct2,3,3/0/0,42.8,0.2,6.7,0.0
set1ch,3,3/0/0,85.3,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,3.2,1.7,3.0,0.0
sing326,3,3/0/0,63.4,12.9,8.6,0.0
sing44,3,3/0/0,17.9,10.3,4.6,0.0
snp-02-004-104,3,0/3/0,234.9,22.3,33.3,1.3
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.7,1.6
sp97ar,3,3/0/0,25.7,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,99.0,53.5,9.0,0.0
square41,3,0/3/0,6.7,1820.4,13.5,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,41.2,91.1,7.5,0.0
supportcase12,3,0/3/0,5.7,4.7,4.0,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,34.2,0.2,76.6,46.3
supportcase33,3,0/3/0,61.5,16.3,185.5,40.1
supportcase40,3,3/0/0,120.7,1.8,8.0,0.0
supportcase42,3,0/3/0,17.0,4.0,8.0,0.0
supportcase6,3,3/0/0,0.4,6.2,5.3,0.0
supportcase7,3,3/0/0,15.1,5.5,11.9,0.0
swath,3,0/2/1,202.2,23.6,303.5,106.2
swath1,3,3/0/0,25.7,1.0,39.0,4.3
swath3,3,3/0/0,12.5,1.0,36.7,3.3
t1717,3,3/0/0,149.3,104.3,51.6,0.6
tbfp-network,3,3/0/0,19.3,12.2,12.9,0.0
thor50dday,3,3/0/0,315.9,8.1,26.7,2.3
timtab1,3,0/3/0,56.8,0.9,111.8,26.9
timtab2,3,0/0/3,82.2,13.8,1326.5,525.1
tr12-30,3,3/0/0,49.0,0.2,35.3,5.1
traininstance2,3,0/1/2,70.5,4.6,750.3,70.9
traininstance6,3,0/3/0,65.3,0.9,226.1,33.6
trento1,3,3/0/0,203.5,16.5,18.2,0.0
triptim1,3,0/3/0,0.1,21.6,3.6,0.0
uccase12,3,3/0/0,1.9,10.8,16.6,0.0
uccase9,3,3/0/0,376.0,11.2,27.5,2.8
uct-subprob,3,3/0/0,18.8,0.5,7.7,0.0
unitcal_7,3,0/0/3,27.4,135.6,1016.6,109.6
var-smallemery-m6j6,3,3/0/0,25.4,3.3,6.3,0.0
vpm2,3,3/0/0,41.8,0.1,27.2,0.3
wachplan,3,0/3/0,0.0,1.2,15.1,0.0
