problem,numSols,stage 1/2/3,gap,time,iterations,restarts
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,38.8,0.1,8.3,0.0
mas76,3,0/3/0,12.2,0.1,5.3,0.0
mc11,3,3/0/0,117.6,0.4,43.6,13.3
mcsched,3,3/0/0,21.3,0.5,4.6,0.0
mik-250-20-75-4,3,0/3/0,19.4,0.1,6.9,0.0
milo-v12-6-r2-40-1,3,3/0/0,125.9,0.8,42.3,12.3
misc07,3,3/0/0,22.7,0.1,22.2,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,4.3,0.1,6.6,0.0
modglob,3,3/0/0,50.8,0.1,6.0,0.0
momentum1,3,0/0/3,179.4,79.8,984.4,503.4
msc98-ip,3,3/0/0,12.4,5.4,31.7,1.0
mushroom-best,3,0/3/0,8.40e+06,27.0,70.7,0.3
mzzv11,3,0/3/0,21.7,2.9,17.7,0.0
mzzv42z,3,0/3/0,24.7,1.7,7.0,0.0
n2seq36q,3,3/0/0,29.9,0.3,1.0,0.0
n3div36,3,3/0/0,39.2,0.3,1.0,0.0
n5-3,3,0/3/0,8.6,0.4,27.2,0.3
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,16.9,1.0,4.6,0.0
neos-1171737,3,3/0/0,11.5,0.4,4.6,0.0
neos-1354092,3,0/3/0,11.4,86.7,25.3,0.0
neos-1445765,3,3/0/0,37.3,0.6,6.0,0.0
neos-1456979,3,0/3/0,143.2,63.7,887.4,125.6
neos-1582420,3,0/3/0,75.9,1.8,124.8,19.7
neos-2657525-crna,3,0/3/0,960.7,0.1,25.0,0.0
neos-2746589-doon,3,0/0/3,6.5,279.4,720.0,26.8
neos-2978193-inde,3,3/0/0,3.9,0.2,3.6,0.0
neos-2987310-joes,3,2/1/0,1.0,10.5,62.7,15.6
neos-3004026-krka,3,0/0/3,0.0,88.7,970.8,3.3
neos-3024952-loue,3,0/0/3,838.5,169.8,1435.3,0.6
neos-3046615-murg,3,0/3/0,10025.7,0.1,106.8,75.2
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/1/2,135.4,96.8,684.8,95.9
neos-3381206-awhea,3,0/0/3,4.9,25.6,1147.7,0.6
neos-3402294-bobin,3,3/0/0,628.4,33.6,33.5,0.8
neos-3555904-turama,3,2/1/0,2.0,105.7,63.7,0.4
neos-3627168-kasai,3,3/0/0,1.1,0.1,22.0,0.3
neos-3656078-kumeu,3,0/0/3,28.9,146.8,1406.8,0.3
neos-3754480-nidda,3,3/0/0,2.26e+05,0.1,14.5,0.0
neos-4300652-rahue,3,0/0/3,274.8,523.4,770.4,0.3
neos-4338804-snowy,3,0/3/0,9358.7,0.7,88.6,25.8
neos-4387871-tavua,3,0/1/2,851.2,20.1,916.6,495.1
neos-4413714-turia,3,3/0/0,87.1,18.1,7.0,0.0
neos-4532248-waihi,3,0/1/2,949.4,376.7,462.9,55.6
neos-4647030-tutaki,3,3/0/0,17.8,12.5,15.1,0.0
neos-4722843-widden,3,0/3/0,17.9,45.3,78.7,19.9
neos-4738912-atrato,3,0/3/0,7.4,0.3,14.3,0.0
neos-4763324-toguru,3,3/0/0,53.8,15.7,11.0,0.0
neos-4954672-berkel,3,3/0/0,78.3,0.1,15.0,0.0
neos-5049753-cuanza,3,1/0/2,52.4,1043.8,484.3,130.3
neos-5052403-cygnet,3,3/0/0,1.0,41.2,2.3,0.0
neos-5093327-huahum,3,3/0/0,106.4,7.8,88.9,53.3
neos-5104907-jarama,3,0/1/2,79.5,1738.5,730.7,93.6
neos-5107597-kakapo,3,3/0/0,20925.9,2.2,176.8,141.8
neos-5114902-kasavu,2,2/0/0,35.8,2204.4,98.6,24.5
neos-5188808-nattai,3,3/0/0,3992.4,3.7,19.0,0.0
neos-5195221-niemur,3,3/0/0,644.4,9.3,19.2,0.0
neos-631710,3,3/0/0,149.4,2.3,1.0,0.0
neos-662469,3,0/3/0,322.9,3.3,10.5,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.4,0.0,0.0
neos-848589,3,3/0/0,2.69e+05,120.8,89.3,28.7
neos-860300,3,3/0/0,72.4,1.2,15.9,0.0
neos-873061,3,3/0/0,56.8,22.9,31.3,1.3
neos-911970,3,3/0/0,207.4,0.1,19.0,0.0
neos-933966,3,3/0/0,2.1,4.0,6.9,0.0
neos-950242,3,2/1/0,165.2,18.2,59.2,1.9
neos-957323,3,3/0/0,6.6,2.0,1.9,0.0
neos-960392,3,0/3/0,1.9,73.6,357.5,11.1
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,1.1,7.1,838.1,45.2
neos17,3,3/0/0,309.8,0.2,37.2,3.5
neos20,3,0/0/3,58.5,9.1,1117.5,85.7
neos5,3,3/0/0,48.4,0.1,2.9,0.0
neos7,3,0/3/0,13.0,0.1,4.6,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,10.6,5.2,32.7,0.3
netdiversion,3,3/0/0,85.9,186.4,14.0,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.3,3.0,0.0
nh97p,3,0/0/3,9.7,12.5,861.6,308.4
nh97t,3,0/0/3,9.5,17.4,1114.1,344.6
noswot,3,0/3/0,2.6,0.1,11.5,1.4
ns1116954,3,0/0/3,0.0,1138.6,1548.8,5.4
ns1208400,3,0/0/3,0.0,143.7,930.9,6.7
ns1644855,3,3/0/0,21.6,221.7,5.0,0.0
ns1760995,3,3/0/0,31.7,13.3,11.7,0.0
ns1830653,3,0/2/1,526.2,10.8,340.9,25.4
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.3,0.1,3.0,0.0
nursesched-medium-hint03,3,0/3/0,748.2,80.5,46.8,0.0
nursesched-sprint02,3,0/3/0,47.0,2.7,15.7,0.0
nw04,3,3/0/0,3.9,1.3,4.9,0.0
opm2-z10-s4,3,3/0/0,94.2,27.0,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,5.6,0.0
p200x1188c,3,3/0/0,3.9,0.2,31.0,1.0
p2756,3,0/3/0,75.2,0.1,5.0,0.0
peg-solitaire-a3,1,0/0/1,0.0,618.8,1436.0,60.0
pg,3,3/0/0,4.1,0.1,10.9,0.0
pg5_34,3,3/0/0,7.6,0.1,7.4,0.0
physiciansched3-3,3,0/0/3,906.9,142.5,771.9,76.6
physiciansched6-2,3,0/0/3,2.7,68.0,976.2,65.2
piperout-08,3,0/0/3,57.7,38.7,973.1,27.5
piperout-27,3,0/0/3,47.2,40.7,794.7,10.0
pk1,3,3/0/0,222.2,0.1,32.3,0.3
pp08a,3,3/0/0,53.4,0.1,16.7,0.0
pp08aCUTS,3,3/0/0,25.0,0.1,10.5,0.0
proteindesign121hz512p9,3,0/2/1,18.8,78.9,353.8,36.5
proteindesign122trx11p8,3,0/3/0,12.2,16.5,81.3,7.1
protfold,3,1/2/0,59.9,10.6,89.7,3.6
qap10,3,3/0/0,17.1,17.0,4.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,289.8,0.5,24.0,0.3
rB10-011001,3,3/0/0,230.7,0.5,24.0,0.3
rB11-010000,3,3/0/0,279.8,1.6,36.3,1.0
rB11-110001,3,3/0/0,170.2,3.1,30.7,0.6
rB12-111111,3,1/1/1,71.4,18.6,292.9,35.1
rC10-001000,3,3/0/0,182.3,0.3,33.0,0.0
rC10-100001,3,3/0/0,397.5,3.8,91.8,1.6
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,258.2,7.7,69.6,2.0
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,177.7,2.8,107.2,10.5
radiationm40-10-02,3,0/3/0,3603.3,24.2,239.5,24.6
rail01,2,2/0/0,28.1,1647.3,19.8,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.0,1.0,0.0
ran14x18-disj-8,3,3/0/0,37.5,0.2,23.5,0.8
rd-rplusc-21,3,0/0/3,56.7,42.3,1112.5,427.7
reblock115,3,3/0/0,9.1,1.3,54.6,4.0
rmatr100-p10,3,3/0/0,3.2,0.7,5.3,0.0
rmatr200-p5,3,3/0/0,17.7,27.6,6.6,0.0
rocI-4-11,3,0/0/3,82.0,23.5,1189.2,311.0
rocII-5-11,3,0/0/3,86.1,49.6,984.5,364.6
roi2alpha3n4,3,3/0/0,49.7,6.6,7.0,0.0
roi5alpha10n8,3,3/0/0,56.6,92.3,8.0,0.0
roll3000,3,0/3/0,35.4,1.0,53.6,4.6
rout,3,0/3/0,46.4,0.1,35.0,1.6
s100,3,3/0/0,7.4,280.6,7.8,0.0
s250r10,3,3/0/0,0.1,50.7,2.0,0.0
satellites2-40,3,0/2/1,255.5,330.1,253.2,105.4
satellites2-60-fs,3,1/1/1,236.3,239.7,149.4,32.6
savsched1,3,0/3/0,12.7,144.9,8.3,0.0
sct2,3,3/0/0,37.6,0.2,8.3,0.0
set1ch,3,3/0/0,74.9,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.6,1.0,0.0
seymour1,3,3/0/0,11.3,1.5,3.3,0.0
sing326,3,3/0/0,63.6,13.2,11.1,0.0
sing44,3,3/0/0,17.9,9.6,4.6,0.0
snp-02-004-104,3,0/3/0,288.0,22.8,34.0,1.6
sorrell3,3,3/0/0,76.3,0.8,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.7,1.6
sp97ar,3,3/0/0,25.7,0.8,2.2,0.0
sp98ar,3,3/0/0,24.1,0.5,1.0,0.0
splice1k1,3,3/0/0,99.0,57.5,9.0,0.0
square41,0,0/0/0,-,-,-,-
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,41.2,90.6,7.5,0.0
supportcase12,3,0/3/0,5.8,4.7,4.3,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,268.3,0.2,72.0,41.6
supportcase33,3,0/2/1,76.3,25.4,316.7,53.1
supportcase40,3,3/0/0,48.7,1.5,8.0,0.0
supportcase42,3,0/3/0,16.8,4.5,9.8,0.0
supportcase6,3,3/0/0,0.4,5.8,6.1,0.0
supportcase7,3,3/0/0,15.1,4.6,11.9,0.0
swath,3,0/1/2,197.6,68.7,746.3,309.0
swath1,3,3/0/0,12.0,1.7,61.6,14.1
swath3,3,3/0/0,15.4,1.3,43.1,5.6
t1717,3,1/2/0,96.8,138.4,68.3,0.3
tbfp-network,3,3/0/0,19.3,9.1,9.7,0.0
thor50dday,3,3/0/0,325.5,7.9,26.2,2.1
timtab1,3,0/3/0,52.4,1.1,151.3,62.8
timtab2,3,0/0/3,75.1,11.1,1188.0,421.9
tr12-30,3,3/0/0,36.4,0.2,37.8,5.8
traininstance2,3,0/1/2,335.7,4.5,862.7,226.2
traininstance6,3,0/3/0,1018.5,0.5,195.1,41.8
trento1,3,3/0/0,91.6,14.6,15.9,0.0
triptim1,3,0/3/0,0.1,19.5,3.6,0.0
uccase12,3,3/0/0,1.9,9.6,16.6,0.0
uccase9,3,3/0/0,374.7,10.4,27.5,2.8
uct-subprob,3,3/0/0,16.7,0.4,7.3,0.0
unitcal_7,3,0/1/2,39.8,95.1,740.8,95.5
var-smallemery-m6j6,3,3/0/0,23.7,2.8,6.3,0.0
vpm2,3,3/0/0,49.6,0.1,27.2,0.3
wachplan,3,0/3/0,0.0,2.2,25.8,0.3
