problem,numSols,stage 1/2/3,gap,time,iterations,restarts
dano3mip,3,3/0/0,10.6,171.2,70.7,17.6
danoint,3,2/1/0,168.1,2.6,91.9,30.0
disctom,3,3/0/0,0.0,1.3,2.0,0.0
drayage-100-23,3,3/0/0,5.6,0.4,13.3,0.0
drayage-25-23,3,3/0/0,14.5,0.6,21.2,0.0
ds,3,3/0/0,4945.0,6.1,1.0,0.0
dws008-01,3,0/0/3,77.9,72.7,832.1,252.6
eil33-2,3,3/0/0,222.3,0.1,1.0,0.0
eilA101-2,3,3/0/0,331.4,1.0,1.0,0.0
enlight_hard,2,0/0/2,0.0,3.2,740.3,235.9
exp-1-500-5-5,3,3/0/0,51.8,0.1,25.7,0.0
fast0507,3,3/0/0,25.0,0.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,530.7,0.4,26.7,0.9
fhnw-binpack4-48,1,0/0/1,0.0,55.2,1528.0,222.0
fiball,3,0/3/0,14.4,7.2,56.2,5.2
fiber,3,3/0/0,153.6,0.1,15.3,0.0
fixnet6,3,3/0/0,57.7,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,13.5,0.1,4.5,0.0
germanrr,3,0/3/0,5.9,17.9,90.3,18.9
gesa2-o,3,0/3/0,19.4,0.2,35.2,1.3
gesa2,3,0/3/0,2.4,0.2,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.6,1.0,0.0
glass4,3,2/1/0,796.0,0.4,131.3,45.0
gmu-35-40,3,3/0/0,6.5,0.1,14.0,0.0
gmu-35-50,3,3/0/0,8.2,0.3,36.2,1.5
graph20-20-1rand,3,3/0/0,30.2,4.7,39.9,1.0
graphdraw-domain,3,0/3/0,99.8,0.4,85.0,20.0
h80x6320d,3,3/0/0,22.0,1.2,32.0,1.9
harp2,3,3/0/0,12.1,0.1,12.7,0.0
highschool1-aigio,3,0/3/0,inf,731.3,24.2,0.0
hypothyroid-k1,3,3/0/0,0.0,4.6,1.0,0.0
ic97p,3,0/0/3,13.3,4.4,767.2,221.3
ic97t,3,0/1/2,14.8,2.7,892.8,258.7
icir97p,3,0/0/3,20.7,21.2,1010.7,145.8
icir97t,3,0/3/0,14.4,4.7,216.1,122.6
irish-electricity,3,3/0/0,5.7,19.9,19.3,0.0
irp,3,3/0/0,1.8,0.3,3.0,0.0
istanbul-no-cutoff,3,3/0/0,19.6,6.3,23.0,0.0
k1mushroom,3,3/0/0,18.2,39.8,1.0,0.0
lectsched-5-obj,3,0/0/3,2282.3,87.6,908.0,6.4
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,674.7,1.2,90.3,57.3
lotsize,3,0/0/3,542.7,7.0,735.6,355.9
mad,3,3/0/0,7880.9,0.1,16.3,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,90.6,45.8,59.1,13.2
map16715-04,3,3/0/0,90.8,59.4,51.0,10.0
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,425.6,0.2,90.0,9.5
mas76,3,0/3/0,106.5,0.2,90.0,10.0
mc11,3,3/0/0,105.9,0.4,43.0,12.6
mcsched,3,3/0/0,9.8,0.6,4.0,0.0
mik-250-20-75-4,3,0/3/0,53.5,0.1,21.0,2.0
milo-v12-6-r2-40-1,3,3/0/0,124.1,0.9,42.3,12.3
misc07,3,3/0/0,48.9,0.1,17.5,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,8.2,0.3,19.6,0.0
modglob,3,3/0/0,108.7,0.1,31.3,1.3
momentum1,3,0/1/2,209.2,98.8,1277.7,689.0
msc98-ip,3,3/0/0,11.4,5.7,27.7,0.6
mushroom-best,3,0/3/0,1.12e+07,14.9,43.3,1.5
mzzv11,3,0/3/0,18.2,3.7,20.0,0.0
mzzv42z,3,0/3/0,37.7,3.9,20.6,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,9.5,0.4,27.2,0.3
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,6.4,5.0,29.3,0.4
neos-1171737,3,3/0/0,4.5,1.5,25.7,0.6
neos-1354092,3,0/3/0,8.6,160.7,37.2,0.0
neos-1445765,3,3/0/0,30.4,0.7,6.1,0.0
neos-1456979,3,0/2/1,86.4,11.8,142.2,17.4
neos-1582420,3,0/3/0,90.2,3.6,202.7,24.0
neos-2657525-crna,3,0/3/0,1016.4,0.1,37.2,1.7
neos-2746589-doon,3,0/0/3,7.1,932.2,699.0,24.6
neos-2978193-inde,3,3/0/0,3.3,0.2,2.3,0.0
neos-2987310-joes,3,2/1/0,0.2,10.1,59.0,14.8
neos-3004026-krka,3,0/0/3,0.0,127.6,1432.2,3.0
neos-3024952-loue,3,0/0/3,872.7,131.5,1743.9,44.3
neos-3046615-murg,3,0/3/0,10663.7,0.2,100.8,68.9
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/0/3,134.8,280.6,1174.1,6.7
neos-3381206-awhea,3,0/0/3,4.9,18.9,953.2,0.6
neos-3402294-bobin,3,2/1/0,584.8,19.1,19.4,0.0
neos-3555904-turama,3,3/0/0,4.3,78.9,35.9,0.6
neos-3627168-kasai,3,3/0/0,1.4,0.1,20.4,0.0
neos-3656078-kumeu,3,0/0/3,31.8,125.6,1165.0,2.1
neos-3754480-nidda,3,3/0/0,9372.6,0.2,68.6,11.9
neos-4300652-rahue,3,0/0/3,253.6,773.9,743.8,0.0
neos-4338804-snowy,3,0/3/0,40074.9,1.0,121.8,32.0
neos-4387871-tavua,3,0/0/3,918.1,27.5,1078.4,532.9
neos-4413714-turia,3,3/0/0,32.1,77.8,78.4,10.3
neos-4532248-waihi,3,0/0/3,949.4,758.1,940.3,205.2
neos-4647030-tutaki,3,3/0/0,33.2,23.7,25.7,0.0
neos-4722843-widden,3,0/3/0,53.1,27.5,50.7,6.7
neos-4738912-atrato,3,0/3/0,11.4,0.4,21.5,0.0
neos-4763324-toguru,3,3/0/0,55.6,21.1,23.3,0.0
neos-4954672-berkel,3,3/0/0,47.1,0.1,38.0,5.2
neos-5049753-cuanza,3,0/2/1,60.3,768.7,343.4,91.2
neos-5052403-cygnet,3,3/0/0,0.6,41.1,2.3,0.0
neos-5093327-huahum,3,3/0/0,108.2,8.2,86.0,51.0
neos-5104907-jarama,1,0/0/1,120.5,2505.8,811.0,53.0
neos-5107597-kakapo,3,2/1/0,9835.8,3.2,229.9,190.2
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,4318.9,4.6,24.9,0.0
neos-5195221-niemur,3,3/0/0,918.8,5.5,11.9,0.0
neos-631710,3,3/0/0,149.4,2.4,1.0,0.0
neos-662469,3,0/3/0,322.7,4.4,11.3,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,4.94e+05,105.7,72.7,20.3
neos-860300,3,3/0/0,49.1,0.6,6.6,0.0
neos-873061,3,3/0/0,53.3,26.5,31.7,1.6
neos-911970,3,3/0/0,181.3,0.2,53.0,4.8
neos-933966,3,3/0/0,196.9,1.4,10.5,0.0
neos-950242,3,2/1/0,80.0,13.7,38.4,2.3
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,1/2/0,1.7,43.1,171.9,5.1
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,1.4,7.6,858.2,9.7
neos17,3,3/0/0,306.9,0.2,31.7,1.6
neos20,3,0/0/3,57.0,9.3,1066.5,88.1
neos5,3,3/0/0,78.7,0.1,3.3,0.0
neos7,3,0/3/0,8.8,0.2,27.3,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,30.5,3.8,22.6,0.0
netdiversion,3,3/0/0,84.9,65.5,8.5,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.5,7.0,0.0
nh97p,3,0/0/3,8.7,11.3,796.4,214.0
nh97t,3,0/0/3,10.6,17.3,1254.5,352.5
noswot,3,0/3/0,8.1,0.1,34.2,1.2
ns1116954,3,1/0/2,0.0,454.5,493.6,4.1
ns1208400,3,0/3/0,0.0,88.0,556.0,1.9
ns1644855,3,3/0/0,0.3,277.8,32.3,1.0
ns1760995,3,3/0/0,18.4,77.5,76.0,1.3
ns1830653,3,0/3/0,525.9,14.0,398.1,17.6
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.3,0.3,19.3,0.0
nursesched-medium-hint03,3,0/3/0,809.8,18.3,20.4,0.0
nursesched-sprint02,3,0/3/0,52.1,2.6,13.9,0.0
nw04,3,3/0/0,3.9,2.1,8.3,0.0
opm2-z10-s4,3,3/0/0,94.2,27.2,1.0,0.0
opt1217,3,3/0/0,4.7,0.2,45.5,6.0
p200x1188c,3,3/0/0,3.9,0.2,31.0,1.0
p2756,3,0/3/0,82.1,0.1,5.0,0.0
peg-solitaire-a3,0,0/0/0,-,-,-,-
pg,3,3/0/0,10.7,0.3,53.6,16.6
pg5_34,3,3/0/0,5.6,0.4,52.0,11.0
physiciansched3-3,3,3/0/0,4.8,49.9,28.5,0.4
physiciansched6-2,3,0/0/3,4.4,69.4,818.1,44.4
piperout-08,3,0/0/3,189.2,50.6,1234.5,43.7
piperout-27,3,0/0/3,50.9,66.9,1209.7,37.6
pk1,3,3/0/0,1207.0,0.2,59.0,7.9
pp08a,3,3/0/0,42.4,0.1,17.3,0.0
pp08aCUTS,3,3/0/0,44.6,0.1,18.7,0.0
proteindesign121hz512p9,3,0/3/0,2.4,5.1,24.4,0.3
proteindesign122trx11p8,3,0/3/0,1.1,1.1,4.0,0.0
protfold,3,3/0/0,66.3,7.2,34.1,0.6
qap10,3,3/0/0,19.4,13.7,2.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.8,0.0
rB10-011000,3,3/0/0,328.6,0.5,22.0,0.0
rB10-011001,3,3/0/0,268.0,0.5,23.5,0.6
rB11-010000,3,3/0/0,335.4,1.2,24.0,0.3
rB11-110001,3,3/0/0,163.8,3.3,33.7,1.0
rB12-111111,3,0/2/1,83.5,56.3,824.1,23.2
rC10-001000,3,3/0/0,221.2,0.3,30.2,0.3
rC10-100001,3,3/0/0,431.6,4.8,99.8,0.6
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,270.9,7.8,57.3,1.6
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,266.1,2.8,116.8,17.6
radiationm40-10-02,3,0/3/0,1128.6,24.6,230.6,18.4
rail01,3,3/0/0,35.4,1192.6,14.9,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,25.4,0.3,23.3,0.6
rd-rplusc-21,3,0/0/3,56.0,39.3,882.7,362.6
reblock115,3,3/0/0,9.2,1.8,67.0,9.8
rmatr100-p10,3,3/0/0,17.7,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,14.1,2.0,0.0
rocI-4-11,3,0/0/3,51.7,18.5,817.9,91.5
rocII-5-11,3,0/3/0,68.1,23.9,464.8,153.2
roi2alpha3n4,3,3/0/0,36.7,38.0,37.2,2.2
roi5alpha10n8,3,3/0/0,56.8,472.5,31.8,0.6
roll3000,3,0/3/0,27.4,1.1,52.5,6.3
rout,3,0/3/0,42.1,0.2,46.7,6.1
s100,3,3/0/0,2.8,298.7,7.0,0.0
s250r10,3,3/0/0,0.1,53.3,2.0,0.0
satellites2-40,3,0/3/0,287.5,71.8,147.0,57.0
satellites2-60-fs,3,0/1/2,223.5,95.1,410.2,182.9
savsched1,3,0/3/0,7.0,199.1,13.0,0.0
sct2,3,3/0/0,23.2,0.6,26.9,0.0
set1ch,3,3/0/0,61.9,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,1.4,3.1,8.6,0.0
sing326,3,3/0/0,9.3,27.9,37.3,2.9
sing44,3,3/0/0,7.3,26.1,37.6,2.7
snp-02-004-104,3,0/3/0,1.7,19.8,33.6,1.9
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.3,1.3
sp97ar,3,3/0/0,28.5,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,100.2,61.7,13.0,0.0
square41,3,0/3/0,6.7,1535.4,12.4,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,153.2,108.0,11.6,0.0
supportcase12,3,0/3/0,2.1,13.6,21.6,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,5459.8,0.2,90.0,59.7
supportcase33,3,0/3/0,57.1,19.6,194.9,43.2
supportcase40,3,3/0/0,24.3,4.5,18.5,0.0
supportcase42,3,0/3/0,14.3,4.9,13.7,0.0
supportcase6,3,3/0/0,2.6,13.1,12.7,0.0
supportcase7,3,3/0/0,15.1,8.7,26.0,0.0
swath,3,0/3/0,192.9,21.5,274.2,92.4
swath1,3,3/0/0,18.1,1.1,41.3,4.4
swath3,3,3/0/0,19.2,1.2,42.4,5.4
t1717,3,3/0/0,179.1,148.6,63.2,0.0
tbfp-network,3,3/0/0,173.7,25.4,14.8,0.0
thor50dday,3,3/0/0,257.8,7.2,24.5,1.7
timtab1,3,0/3/0,57.9,0.4,71.8,20.7
timtab2,3,0/2/1,73.6,5.2,511.7,181.6
tr12-30,3,3/0/0,69.2,0.2,31.3,1.3
traininstance2,3,0/1/2,254.2,5.1,940.4,108.6
traininstance6,3,0/3/0,115.1,0.4,132.7,15.2
trento1,3,3/0/0,283.3,8.2,10.9,0.0
triptim1,3,0/3/0,0.1,22.7,4.2,0.0
uccase12,3,3/0/0,2.7,10.7,16.2,0.0
uccase9,3,3/0/0,4856.6,33.4,103.0,40.4
uct-subprob,3,3/0/0,15.4,0.5,9.7,0.0
unitcal_7,3,0/1/2,39.7,134.5,1008.4,186.5
var-smallemery-m6j6,3,3/0/0,45.8,24.0,68.3,9.6
vpm2,3,3/0/0,43.8,0.1,27.2,0.3
wachplan,3,0/3/0,0.0,2.6,24.5,0.0
