problem,numSols,stage 1/2/3,gap,time,iterations,restarts
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.6,0.1,4.0,0.0
nursesched-medium-hint03,3,0/3/0,1027.1,67.3,34.6,0.8
nursesched-sprint02,3,0/3/0,31.8,4.1,21.6,0.0
nw04,3,3/0/0,16.4,4.6,19.6,0.0
opm2-z10-s4,3,3/0/0,94.2,27.2,1.0,0.0
opt1217,3,3/0/0,10.1,0.1,20.3,0.0
p200x1188c,3,3/0/0,4.4,0.2,31.0,1.0
p2756,3,0/3/0,72.4,0.1,5.0,0.0
peg-solitaire-a3,1,0/0/1,0.0,364.5,760.0,55.0
pg,3,3/0/0,8.7,0.1,31.3,1.3
pg5_34,3,3/0/0,13.1,0.2,28.6,0.3
physiciansched3-3,3,3/0/0,206.8,43.3,92.1,3.8
physiciansched6-2,3,1/1/1,4.3,39.7,313.6,19.7
piperout-08,3,0/0/3,234.0,61.8,1483.3,24.3
piperout-27,3,0/0/3,383.8,59.1,1089.4,25.4
pk1,3,3/0/0,788.2,0.1,35.3,1.6
pp08a,3,3/0/0,52.4,0.1,11.6,0.0
pp08aCUTS,3,3/0/0,26.8,0.1,11.3,0.0
proteindesign121hz512p9,3,0/2/1,9.9,59.2,272.0,8.4
proteindesign122trx11p8,3,0/1/2,4.1,47.9,215.2,5.1
protfold,3,3/0/0,67.1,5.4,33.1,0.0
qap10,3,3/0/0,5.9,16.9,3.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,244.2,0.5,26.9,0.3
rB10-011001,3,3/0/0,203.8,0.5,27.5,0.3
rB11-010000,3,3/0/0,265.7,1.3,30.3,0.3
rB11-110001,3,3/0/0,162.7,2.6,25.7,0.0
rB12-111111,3,0/0/3,75.3,61.5,771.7,1.3
rC10-001000,3,3/0/0,192.5,0.2,27.6,0.0
rC10-100001,3,2/1/0,444.9,4.7,95.7,0.6
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,337.5,4.5,30.2,0.8
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,181.3,1.6,63.7,4.2
radiationm40-10-02,3,0/3/0,1647.9,16.9,182.8,19.9
rail01,3,3/0/0,33.6,1480.0,15.9,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,20.5,0.3,22.8,0.3
rd-rplusc-21,3,0/0/3,56.8,34.9,850.0,364.1
reblock115,3,3/0/0,12.1,0.9,35.3,1.7
rmatr100-p10,3,3/0/0,2.6,0.9,4.3,0.0
rmatr200-p5,3,3/0/0,17.1,39.7,10.3,0.0
rocI-4-11,3,0/0/3,54.9,17.1,717.2,78.6
rocII-5-11,3,1/1/1,90.6,24.5,436.6,129.7
roi2alpha3n4,3,3/0/0,45.5,21.0,21.0,0.0
roi5alpha10n8,3,3/0/0,65.5,204.7,15.0,0.0
roll3000,3,0/3/0,33.1,0.8,37.6,2.6
rout,3,0/3/0,39.7,0.2,38.9,3.2
s100,3,3/0/0,0.1,226.4,7.0,0.0
s250r10,3,3/0/0,0.7,48.9,3.0,0.0
satellites2-40,3,3/0/0,257.4,315.6,33.1,1.2
satellites2-60-fs,3,3/0/0,176.8,350.2,39.8,4.6
savsched1,3,0/3/0,11.6,162.9,9.9,0.0
sct2,3,3/0/0,31.3,0.6,26.5,0.7
set1ch,3,3/0/0,69.8,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,3.2,1.5,2.9,0.0
sing326,3,3/0/0,37.9,22.8,31.3,1.0
sing44,3,3/0/0,11.4,21.8,31.0,0.3
snp-02-004-104,3,0/3/0,111.2,21.4,32.7,1.0
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.3,1.3
sp97ar,3,3/0/0,25.4,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,96.2,34.6,3.0,0.0
square41,2,0/2/0,11.7,3374.5,27.5,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,191.3,119.4,12.7,0.0
supportcase12,3,0/3/0,14.8,3.7,3.8,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,59.9,0.2,80.0,50.3
supportcase33,3,0/3/0,65.9,18.0,167.8,41.6
supportcase40,3,3/0/0,16.7,1.8,8.3,0.0
supportcase42,3,0/3/0,32.7,10.8,31.0,1.0
supportcase6,3,3/0/0,2.5,21.1,21.4,0.0
supportcase7,3,3/0/0,24.7,12.7,40.6,5.9
swath,3,0/3/0,202.0,14.5,198.1,63.9
swath1,3,3/0/0,27.3,1.9,57.7,13.9
swath3,3,3/0/0,24.4,2.0,58.8,13.5
t1717,3,3/0/0,168.5,115.9,39.5,0.0
tbfp-network,3,3/0/0,15.9,20.1,22.9,0.0
thor50dday,3,3/0/0,234.3,9.1,30.1,3.4
timtab1,3,0/3/0,71.6,0.6,137.7,51.1
timtab2,3,0/0/3,82.5,9.4,1281.3,477.4
tr12-30,3,3/0/0,74.9,0.2,31.3,1.3
traininstance2,3,0/3/0,476.6,2.1,422.6,54.5
traininstance6,3,0/2/1,195.8,1.0,221.7,34.0
trento1,3,3/0/0,39.0,25.9,20.7,0.0
triptim1,3,0/3/0,0.1,22.8,4.0,0.0
uccase12,3,3/0/0,1.3,9.5,14.3,0.0
uccase9,3,2/0/1,2097.8,40.6,135.4,39.4
uct-subprob,3,3/0/0,14.9,0.3,4.6,0.0
unitcal_7,3,0/0/3,36.0,144.5,1054.4,188.1
var-smallemery-m6j6,3,3/0/0,43.4,11.4,31.0,1.0
vpm2,3,3/0/0,44.4,0.1,20.4,0.0
wachplan,3,0/3/0,0.0,1.8,19.7,1.7
