problem,numSols,stage 1/2/3,gap,time,iterations,restarts
cost266-UUE,3,3/0/0,36.2,0.4,28.3,0.3
cryptanalysiskb128n5obj16,0,0/0/0,-,-,-,-
csched007,3,0/1/2,49.9,16.0,1420.0,339.8
csched008,3,2/1/0,9.8,2.4,243.2,52.7
cvs16r128-89,3,3/0/0,97.9,0.9,1.0,0.0
dano3_3,3,3/0/0,0.0,16.8,16.9,0.0
dano3_5,3,3/0/0,0.3,94.2,45.4,6.9
dano3mip,3,3/0/0,12.3,148.3,71.6,16.0
danoint,3,1/2/0,651.4,3.6,201.7,86.2
disctom,3,3/0/0,0.0,1.3,2.0,0.0
drayage-100-23,3,3/0/0,6.6,0.4,15.2,0.0
drayage-25-23,3,3/0/0,14.6,0.7,26.4,0.3
ds,3,3/0/0,4945.0,6.3,1.0,0.0
dws008-01,3,0/0/3,59.5,95.5,1351.9,440.4
eil33-2,3,3/0/0,222.3,0.1,1.0,0.0
eilA101-2,3,3/0/0,331.4,1.1,1.0,0.0
enlight_hard,3,0/0/3,0.0,3.5,720.3,195.7
exp-1-500-5-5,3,3/0/0,139.2,0.1,27.2,0.3
fast0507,3,3/0/0,25.0,0.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,928.7,0.4,26.4,1.0
fhnw-binpack4-48,0,0/0/0,-,-,-,-
fiball,3,0/3/0,10.4,6.5,52.3,3.4
fiber,3,3/0/0,142.9,0.1,19.3,0.0
fixnet6,3,3/0/0,39.1,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,12.5,0.1,4.5,0.0
germanrr,3,0/3/0,8.7,17.6,105.3,17.6
gesa2-o,3,0/3/0,8.6,0.2,34.6,1.6
gesa2,3,0/3/0,2.4,0.2,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.5,1.0,0.0
glass4,3,1/2/0,1049.0,0.4,166.7,65.8
gmu-35-40,3,3/0/0,6.5,0.1,15.9,0.0
gmu-35-50,3,3/0/0,11.3,0.4,44.7,3.3
graph20-20-1rand,3,3/0/0,22.4,3.9,42.8,0.8
graphdraw-domain,3,0/3/0,180.8,0.6,129.6,42.4
h80x6320d,3,3/0/0,20.9,1.1,32.0,1.9
harp2,3,3/0/0,11.3,0.1,12.3,0.0
highschool1-aigio,3,0/3/0,inf,1077.9,36.9,0.3
hypothyroid-k1,3,3/0/0,0.0,5.0,1.0,0.0
ic97p,3,0/2/1,12.2,1.7,244.1,84.3
ic97t,3,0/0/3,11.9,4.5,1265.0,432.5
icir97p,3,0/0/3,19.0,22.1,844.1,197.0
icir97t,3,0/3/0,8.3,3.8,132.7,65.4
irish-electricity,3,3/0/0,5.7,23.4,21.6,0.0
irp,3,3/0/0,1.8,0.3,3.0,0.0
istanbul-no-cutoff,3,3/0/0,10.4,5.7,21.7,0.0
k1mushroom,3,3/0/0,18.2,40.3,1.0,0.0
lectsched-5-obj,3,0/0/3,2736.6,138.2,1516.4,9.1
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,470.9,1.0,89.7,57.3
lotsize,3,3/0/0,76.5,0.5,49.9,12.4
mad,3,3/0/0,6322.9,0.1,14.7,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,36.6,48.3,64.6,17.3
map16715-04,3,3/0/0,100.0,54.0,56.4,11.6
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,329.6,0.2,90.0,9.0
mas76,3,0/3/0,94.1,0.2,90.0,11.1
mc11,3,3/0/0,102.9,0.6,42.3,12.3
mcsched,3,3/0/0,14.7,0.6,4.0,0.0
mik-250-20-75-4,3,0/3/0,66.3,0.1,15.1,0.9
milo-v12-6-r2-40-1,3,3/0/0,124.2,1.0,43.0,12.9
misc07,3,3/0/0,22.8,0.2,16.5,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,5.0,0.4,23.7,0.0
modglob,3,3/0/0,117.6,0.1,31.3,1.3
momentum1,3,0/0/3,178.9,81.2,1126.4,568.0
msc98-ip,3,3/0/0,11.0,6.4,33.5,1.3
mushroom-best,3,0/3/0,1.75e+06,12.7,42.6,1.3
mzzv11,3,0/3/0,20.4,3.7,22.0,0.0
mzzv42z,3,0/3/0,21.1,3.6,21.6,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,12.4,0.5,27.2,0.3
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,5.3,4.2,31.3,1.3
neos-1171737,3,3/0/0,3.6,1.6,33.0,2.6
neos-1354092,3,0/3/0,8.3,141.5,36.2,0.0
neos-1445765,3,3/0/0,30.7,0.7,6.6,0.0
neos-1456979,3,0/3/0,110.2,23.3,317.7,74.8
neos-1582420,3,0/3/0,77.5,4.0,236.4,37.8
neos-2657525-crna,3,0/3/0,960.9,0.1,41.2,2.3
neos-2746589-doon,3,0/0/3,7.6,610.6,704.3,25.5
neos-2978193-inde,3,3/0/0,3.3,0.2,2.3,0.0
neos-2987310-joes,3,1/2/0,2.0,11.8,71.6,19.9
neos-3004026-krka,3,0/0/3,0.0,162.9,1886.1,4.5
neos-3024952-loue,3,0/0/3,882.8,182.7,1516.1,0.4
neos-3046615-murg,3,0/3/0,7902.9,0.1,94.8,63.4
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/0/3,133.7,169.7,1142.8,289.8
neos-3381206-awhea,3,0/0/3,4.9,34.3,1271.7,0.6
neos-3402294-bobin,3,3/0/0,642.3,46.5,47.3,2.3
neos-3555904-turama,3,1/2/0,4.3,120.3,72.3,0.6
neos-3627168-kasai,3,3/0/0,1.7,0.1,20.4,0.0
neos-3656078-kumeu,3,0/0/3,27.7,160.8,1299.4,0.0
neos-3754480-nidda,3,3/0/0,226.1,0.3,67.3,10.0
neos-4300652-rahue,3,0/0/3,315.9,505.9,749.4,1.4
neos-4338804-snowy,3,0/3/0,46700.7,1.5,135.2,40.1
neos-4387871-tavua,3,0/1/2,885.9,20.4,765.2,391.9
neos-4413714-turia,3,3/0/0,3.4,83.4,73.9,11.1
neos-4532248-waihi,3,0/1/2,949.4,981.0,1131.3,135.0
neos-4647030-tutaki,3,3/0/0,8.2,19.9,20.7,0.0
neos-4722843-widden,3,0/3/0,20.0,55.3,86.0,17.0
neos-4738912-atrato,3,0/3/0,6.9,0.4,21.5,0.0
neos-4763324-toguru,3,3/0/0,54.3,22.8,25.4,0.0
neos-4954672-berkel,3,3/0/0,31.1,0.1,34.3,2.8
neos-5049753-cuanza,3,0/2/1,49.3,1055.9,412.8,126.3
neos-5052403-cygnet,3,3/0/0,0.6,44.8,2.3,0.0
neos-5093327-huahum,3,3/0/0,823.2,10.1,98.2,62.9
neos-5104907-jarama,2,0/0/2,53.3,2467.2,934.8,175.8
neos-5107597-kakapo,3,3/0/0,16401.3,1.7,127.3,93.8
neos-5114902-kasavu,2,1/1/0,38.2,2547.4,112.2,31.4
neos-5188808-nattai,3,3/0/0,4181.2,4.3,25.9,0.0
neos-5195221-niemur,3,3/0/0,769.3,6.8,19.8,0.0
neos-631710,3,3/0/0,149.4,2.5,1.0,0.0
neos-662469,3,0/3/0,341.3,5.6,15.7,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,277.7,79.3,53.1,11.4
neos-860300,3,3/0/0,64.9,0.6,6.0,0.0
neos-873061,3,3/0/0,59.3,26.8,31.7,1.6
neos-911970,3,3/0/0,134.6,0.2,53.3,4.8
neos-933966,3,3/0/0,157.7,1.3,9.8,0.0
neos-950242,3,3/0/0,123.3,10.5,30.6,1.2
neos-957323,3,3/0/0,6.6,2.0,1.9,0.0
neos-960392,3,1/1/1,10.9,60.1,259.6,10.8
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,0.8,8.3,992.6,29.2
neos17,3,3/0/0,306.3,0.2,32.0,1.6
neos20,3,0/0/3,61.9,10.8,1238.6,103.5
neos5,3,3/0/0,80.6,0.1,3.3,0.0
neos7,3,0/3/0,11.1,0.2,28.5,0.4
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,19.2,3.8,26.7,0.0
netdiversion,3,3/0/0,81.9,65.4,7.1,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.5,7.0,0.0
nh97p,3,0/0/3,9.8,13.3,805.1,262.9
nh97t,3,0/0/3,10.6,20.0,1277.5,340.4
noswot,3,0/3/0,5.8,0.1,40.9,4.0
ns1116954,3,0/0/3,0.0,1273.3,1345.3,14.2
ns1208400,3,1/1/1,0.0,48.0,261.2,0.3
ns1644855,3,3/0/0,1.9,720.1,48.2,6.7
ns1760995,3,3/0/0,14.1,85.3,74.0,2.3
ns1830653,3,0/0/3,528.6,34.7,973.2,106.8
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.4,0.3,18.6,0.0
nursesched-medium-hint03,3,0/3/0,754.5,17.6,20.1,0.0
nursesched-sprint02,3,0/3/0,52.1,2.5,13.3,0.0
nw04,3,3/0/0,3.9,2.2,9.0,0.0
opm2-z10-s4,3,3/0/0,94.2,27.9,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,47.3,7.0
p200x1188c,3,3/0/0,4.4,0.2,31.0,1.0
p2756,3,0/3/0,82.1,0.1,5.0,0.0
peg-solitaire-a3,0,0/0/0,-,-,-,-
pg,3,3/0/0,4.3,0.3,52.3,15.0
pg5_34,3,3/0/0,2.6,0.4,52.0,11.6
physiciansched3-3,3,2/1/0,45.3,68.7,89.1,6.4
physiciansched6-2,3,0/0/3,3.9,79.5,911.4,61.3
piperout-08,3,0/0/3,67.7,44.3,1000.4,41.7
piperout-27,3,0/0/3,43.7,43.5,837.1,54.4
pk1,3,3/0/0,567.3,0.2,68.8,8.2
pp08a,3,3/0/0,33.6,0.1,19.9,0.0
pp08aCUTS,3,3/0/0,9.5,0.1,19.6,0.0
proteindesign121hz512p9,3,0/3/0,2.4,4.5,22.5,0.0
proteindesign122trx11p8,3,0/3/0,1.1,1.1,4.0,0.0
protfold,3,3/0/0,57.6,6.3,34.4,0.8
qap10,3,3/0/0,19.4,13.7,2.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,294.1,0.6,29.2,0.6
rB10-011001,3,3/0/0,231.5,0.5,27.0,0.0
rB11-010000,3,3/0/0,252.3,1.6,37.0,1.0
rB11-110001,3,3/0/0,146.4,3.2,32.0,0.0
rB12-111111,3,1/2/0,71.9,23.6,323.7,19.0
rC10-001000,3,3/0/0,172.6,0.3,29.7,0.3
rC10-100001,3,3/0/0,416.3,5.6,112.4,1.3
rC11-010100,3,3/0/0,347.0,0.3,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,364.1,5.8,42.9,1.0
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,309.7,3.2,113.8,14.8
radiationm40-10-02,3,0/3/0,1740.1,41.3,364.8,37.2
rail01,3,3/0/0,32.6,1171.5,18.5,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.0,1.0,0.0
ran14x18-disj-8,3,3/0/0,22.9,0.3,22.8,0.3
rd-rplusc-21,3,0/0/3,56.2,38.4,892.6,375.8
reblock115,3,2/1/0,8.8,5.0,194.5,33.1
rmatr100-p10,3,3/0/0,17.7,0.5,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,13.5,2.0,0.0
rocI-4-11,3,0/0/3,57.0,25.1,1073.3,235.1
rocII-5-11,3,0/1/2,72.7,36.6,679.9,219.6
roi2alpha3n4,3,3/0/0,41.1,37.7,36.2,2.4
roi5alpha10n8,3,3/0/0,57.7,593.0,34.6,1.1
roll3000,3,0/3/0,34.2,1.0,50.6,5.8
rout,3,0/3/0,32.3,0.2,38.1,2.2
s100,3,3/0/0,2.8,271.7,4.0,0.0
s250r10,3,3/0/0,0.1,58.2,2.0,0.0
satellites2-40,3,0/3/0,357.9,70.4,147.0,57.0
satellites2-60-fs,3,0/1/2,223.5,90.1,410.6,182.9
savsched1,3,0/3/0,9.6,190.7,13.0,0.0
sct2,3,3/0/0,58.7,0.8,35.9,1.9
set1ch,3,3/0/0,98.8,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,1.1,2.7,7.7,0.0
sing326,3,3/0/0,12.2,29.7,42.2,5.2
sing44,3,3/0/0,11.9,27.8,45.0,6.8
snp-02-004-104,3,0/3/0,1.7,20.0,33.6,1.9
sorrell3,3,3/0/0,76.3,0.8,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.7,1.6
sp97ar,3,3/0/0,28.5,0.8,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,98.2,69.1,15.0,0.0
square41,2,0/2/0,6.7,2877.8,19.9,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,120.5,110.5,12.0,0.0
supportcase12,3,0/3/0,2.3,16.4,24.5,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,5985.9,0.3,90.0,59.7
supportcase33,3,0/3/0,62.8,24.8,240.4,49.6
supportcase40,3,3/0/0,16.7,4.2,18.3,0.0
supportcase42,3,0/3/0,14.3,5.5,14.1,0.0
supportcase6,3,3/0/0,0.5,14.3,13.5,0.0
supportcase7,3,3/0/0,12.6,8.9,26.0,0.0
swath,3,0/1/2,183.5,71.0,698.6,281.4
swath1,3,3/0/0,12.2,2.0,62.2,15.0
swath3,3,3/0/0,24.6,2.3,60.6,14.5
t1717,3,2/1/0,96.3,164.5,78.9,0.3
tbfp-network,3,3/0/0,45.9,20.9,22.2,0.0
thor50dday,3,3/0/0,257.8,7.2,24.5,1.7
timtab1,3,0/3/0,59.5,0.4,67.0,22.6
timtab2,3,0/2/1,74.9,3.8,352.3,142.8
tr12-30,3,3/0/0,51.4,0.2,40.0,6.5
traininstance2,3,0/0/3,135.3,6.4,1097.8,216.3
traininstance6,3,0/2/1,293.5,1.0,235.8,44.9
trento1,3,3/0/0,330.0,8.6,11.9,0.0
triptim1,3,0/3/0,0.1,22.2,4.6,0.0
uccase12,3,3/0/0,1.7,10.0,15.8,0.0
uccase9,3,3/0/0,1465.6,35.8,103.9,38.6
uct-subprob,3,3/0/0,13.7,0.5,9.3,0.0
unitcal_7,3,1/0/2,25.9,61.3,426.6,64.0
var-smallemery-m6j6,3,3/0/0,20.9,25.6,73.3,13.6
vpm2,3,3/0/0,42.4,0.1,27.2,0.3
wachplan,3,0/3/0,0.0,3.5,38.3,0.4
