problem,numSols,stage 1/2/3,gap,time,iterations,restarts
map10,3,3/0/0,26.3,49.1,50.4,6.1
map16715-04,3,3/0/0,87.8,59.7,54.5,10.9
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,622.3,0.2,90.0,12.5
mas76,3,0/3/0,36.5,0.2,90.0,10.5
mc11,3,3/0/0,97.5,0.4,42.3,12.3
mcsched,3,3/0/0,15.6,0.5,4.0,0.0
mik-250-20-75-4,3,0/3/0,52.4,0.2,21.0,2.0
milo-v12-6-r2-40-1,3,3/0/0,124.2,0.9,43.0,12.9
misc07,3,3/0/0,51.6,0.1,21.4,0.3
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,9.7,0.4,20.9,0.0
modglob,3,3/0/0,115.8,0.1,31.0,1.0
momentum1,3,0/0/3,170.1,74.7,1035.7,542.3
msc98-ip,3,3/0/0,10.3,6.2,31.0,1.0
mushroom-best,3,0/3/0,1.57e+06,12.9,37.7,1.3
mzzv11,3,0/3/0,21.6,3.8,20.6,0.0
mzzv42z,3,0/3/0,22.5,4.4,24.3,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,28.6,0.4,27.2,0.3
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,2.2,5.3,31.7,1.3
neos-1171737,3,3/0/0,4.4,1.8,33.7,2.6
neos-1354092,3,0/3/0,9.7,183.8,45.0,0.6
neos-1445765,3,3/0/0,29.6,0.7,5.8,0.0
neos-1456979,3,0/2/1,94.8,49.4,682.0,126.3
neos-1582420,3,0/2/1,74.5,4.6,290.2,50.1
neos-2657525-crna,3,0/3/0,999.9,0.2,40.6,4.6
neos-2746589-doon,3,0/0/3,7.6,462.4,735.5,35.8
neos-2978193-inde,3,3/0/0,3.3,0.2,2.3,0.0
neos-2987310-joes,3,1/2/0,2.0,12.3,71.6,19.9
neos-3004026-krka,3,0/0/3,0.0,122.2,1575.3,5.5
neos-3024952-loue,2,0/0/2,941.7,180.9,1377.6,0.0
neos-3046615-murg,3,0/3/0,12338.0,0.2,95.9,64.4
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/1/2,131.4,175.1,1155.0,262.7
neos-3381206-awhea,3,0/0/3,4.9,22.0,836.7,0.0
neos-3402294-bobin,3,2/1/0,554.7,31.1,28.0,0.8
neos-3555904-turama,3,1/2/0,4.3,129.5,109.7,4.8
neos-3627168-kasai,3,3/0/0,1.4,0.2,27.2,0.3
neos-3656078-kumeu,3,0/0/3,32.7,174.5,1510.7,0.3
neos-3754480-nidda,3,3/0/0,6744.0,0.2,67.7,10.0
neos-4300652-rahue,3,0/2/1,168.5,203.9,188.0,1.2
neos-4338804-snowy,3,0/3/0,67829.1,1.0,115.0,30.0
neos-4387871-tavua,3,0/0/3,769.5,19.3,775.8,433.1
neos-4413714-turia,3,3/0/0,125.2,73.4,72.4,12.0
neos-4532248-waihi,3,1/2/0,949.4,281.3,286.0,81.0
neos-4647030-tutaki,3,3/0/0,8.2,20.7,20.7,0.0
neos-4722843-widden,3,0/3/0,49.7,55.2,98.2,17.1
neos-4738912-atrato,3,0/3/0,7.7,0.4,21.5,0.0
neos-4763324-toguru,3,3/0/0,55.6,21.2,23.3,0.0
neos-4954672-berkel,3,3/0/0,35.2,0.1,34.0,1.9
neos-5049753-cuanza,3,0/2/1,49.5,1096.8,485.7,182.4
neos-5052403-cygnet,3,3/0/0,0.6,41.0,2.3,0.0
neos-5093327-huahum,3,3/0/0,226.0,8.8,90.9,55.1
neos-5104907-jarama,3,0/0/3,98.5,2714.4,979.5,81.4
neos-5107597-kakapo,3,3/0/0,16777.1,1.7,125.0,92.5
neos-5114902-kasavu,1,1/0/0,44.6,2470.0,96.0,20.0
neos-5188808-nattai,3,3/0/0,4341.3,4.9,25.6,0.0
neos-5195221-niemur,3,3/0/0,805.1,6.0,15.4,0.0
neos-631710,3,3/0/0,149.4,2.4,1.0,0.0
neos-662469,3,0/3/0,308.3,6.4,22.1,2.3
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,3.21e+05,104.7,71.6,19.9
neos-860300,3,3/0/0,60.0,0.5,6.0,0.0
neos-873061,3,3/0/0,54.4,27.6,32.0,2.0
neos-911970,3,3/0/0,155.0,0.2,53.3,3.5
neos-933966,3,3/0/0,197.6,1.6,11.7,0.0
neos-950242,3,2/1/0,40.1,16.6,48.7,5.1
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,0/2/1,9.6,122.5,509.1,35.3
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,0.7,9.9,1165.1,37.6
neos17,3,3/0/0,290.1,0.2,32.0,1.6
neos20,3,0/1/2,58.8,7.9,869.6,73.1
neos5,3,3/0/0,74.8,0.1,3.3,0.0
neos7,3,0/3/0,5.9,0.2,28.0,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,19.2,3.9,23.4,0.0
netdiversion,3,3/0/0,81.9,62.0,7.3,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.5,7.0,0.0
nh97p,3,0/0/3,12.4,12.5,716.1,185.6
nh97t,3,0/0/3,9.5,22.1,1301.0,451.0
noswot,3,0/3/0,10.8,0.1,44.6,3.9
ns1116954,3,1/0/2,0.0,394.2,463.5,5.2
ns1208400,3,2/1/0,0.0,15.2,96.5,0.3
ns1644855,3,3/0/0,2.4,702.3,54.0,10.9
ns1760995,3,3/0/0,23.1,96.5,95.8,4.8
ns1830653,3,0/1/2,527.5,20.0,533.5,27.3
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.4,0.3,18.6,0.0
nursesched-medium-hint03,3,0/3/0,789.6,20.1,24.0,0.4
nursesched-sprint02,3,0/3/0,54.0,2.6,14.5,0.0
nw04,3,3/0/0,3.9,2.0,8.0,0.0
opm2-z10-s4,3,3/0/0,94.2,27.2,1.0,0.0
opt1217,3,3/0/0,0.0,0.2,46.3,7.0
p200x1188c,3,3/0/0,4.4,0.2,31.0,1.0
p2756,3,0/3/0,82.1,0.1,5.0,0.0
peg-solitaire-a3,2,0/0/2,0.0,468.0,962.4,10.4
pg,3,3/0/0,4.5,0.3,52.0,15.6
pg5_34,3,3/0/0,2.9,0.4,52.6,11.3
physiciansched3-3,3,2/1/0,117.1,67.0,103.2,6.0
physiciansched6-2,3,0/0/3,2.8,77.5,952.7,107.2
piperout-08,3,0/0/3,107.0,44.1,1066.8,49.1
piperout-27,3,0/0/3,188.2,43.0,822.5,51.9
pk1,3,3/0/0,882.3,0.2,67.9,8.8
pp08a,3,3/0/0,52.1,0.1,19.3,0.0
pp08aCUTS,3,3/0/0,40.1,0.1,18.7,0.0
proteindesign121hz512p9,3,0/3/0,2.4,3.7,17.3,0.0
proteindesign122trx11p8,3,0/3/0,1.1,1.1,4.0,0.0
protfold,3,2/1/0,67.7,12.0,64.5,1.0
qap10,3,3/0/0,19.4,13.7,2.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,323.2,0.5,23.5,0.0
rB10-011001,3,3/0/0,242.5,0.6,25.1,0.6
rB11-010000,3,3/0/0,335.6,1.5,29.2,0.6
rB11-110001,3,3/0/0,148.3,3.9,39.0,1.0
rB12-111111,3,0/3/0,78.2,59.2,859.8,128.9
rC10-001000,3,3/0/0,194.1,0.3,30.4,0.8
rC10-100001,3,3/0/0,455.4,5.9,121.2,0.8
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,204.8,10.6,78.4,1.1
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,155.5,4.3,138.7,14.7
radiationm40-10-02,3,0/3/0,2091.8,36.0,317.6,30.2
rail01,3,3/0/0,32.6,1138.2,21.3,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,24.8,0.3,20.4,0.0
rd-rplusc-21,3,0/0/3,58.4,35.7,916.0,383.5
reblock115,3,3/0/0,7.4,1.9,73.8,8.9
rmatr100-p10,3,3/0/0,17.7,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,14.1,2.0,0.0
rocI-4-11,3,0/0/3,82.1,19.7,860.0,171.9
rocII-5-11,3,1/0/2,85.7,22.5,400.5,137.6
roi2alpha3n4,3,3/0/0,36.7,34.1,33.3,0.6
roi5alpha10n8,3,3/0/0,56.9,457.4,29.7,0.0
roll3000,3,0/3/0,30.0,1.7,92.6,21.0
rout,3,0/3/0,43.4,0.1,36.4,2.1
s100,3,3/0/0,2.8,254.1,4.0,0.0
s250r10,3,3/0/0,0.1,53.3,2.0,0.0
satellites2-40,3,0/3/0,310.9,70.1,147.0,57.0
satellites2-60-fs,3,0/1/2,223.5,94.5,410.2,182.7
savsched1,3,0/3/0,8.1,198.9,13.0,0.0
sct2,3,3/0/0,30.3,0.7,30.9,0.3
set1ch,3,3/0/0,53.7,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,8.8,3.2,9.2,0.0
sing326,3,3/0/0,16.3,30.6,42.0,5.2
sing44,3,3/0/0,18.7,30.1,45.7,7.1
snp-02-004-104,3,0/3/0,1.7,19.6,33.6,1.9
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.7,1.6
sp97ar,3,3/0/0,28.5,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,99.2,54.7,8.0,0.0
square41,2,0/2/0,6.7,2624.4,19.9,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,131.0,106.4,12.0,0.0
supportcase12,3,0/3/0,2.1,18.6,25.2,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,5985.9,0.2,90.0,59.7
supportcase33,3,0/3/0,72.3,25.9,273.9,39.4
supportcase40,3,3/0/0,14.6,4.0,17.3,0.0
supportcase42,3,0/3/0,14.3,5.3,14.1,0.0
supportcase6,3,3/0/0,3.0,15.8,16.3,0.0
supportcase7,3,3/0/0,12.6,8.9,26.0,0.0
swath,3,0/0/3,163.2,68.4,684.0,281.3
swath1,3,3/0/0,26.6,1.8,59.1,13.2
swath3,3,3/0/0,32.6,2.1,63.3,14.9
t1717,3,1/2/0,87.3,163.0,72.0,0.6
tbfp-network,3,3/0/0,37.3,17.3,16.1,0.0
thor50dday,3,3/0/0,257.8,7.3,24.5,1.7
timtab1,3,0/2/1,73.3,1.3,206.2,78.6
timtab2,3,0/1/2,78.6,6.7,669.7,344.7
tr12-30,3,3/0/0,46.9,0.2,40.2,6.3
traininstance2,3,0/1/2,648.4,3.1,500.8,121.5
traininstance6,3,0/3/0,25.4,0.4,136.4,17.4
trento1,3,3/0/0,268.5,8.2,10.9,0.0
triptim1,3,0/3/0,0.1,22.6,4.6,0.0
uccase12,3,3/0/0,1.9,10.8,16.6,0.0
uccase9,3,3/0/0,1445.5,31.9,95.6,33.8
uct-subprob,3,3/0/0,16.6,0.5,9.7,0.0
unitcal_7,3,0/0/3,16.4,105.4,727.0,40.2
var-smallemery-m6j6,3,3/0/0,145.8,25.7,74.0,12.8
vpm2,3,3/0/0,52.8,0.1,27.2,0.3
wachplan,3,0/3/0,0.0,3.1,30.5,0.0
