problem,numSols,stage 1/2/3,gap,time,iterations,restarts
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,14.0,0.1,5.9,0.3
germanrr,3,0/3/0,4.2,10.3,51.9,6.4
gesa2-o,3,0/3/0,18.0,0.2,36.5,1.5
gesa2,3,0/3/0,2.6,0.2,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.5,1.0,0.0
glass4,3,3/0/0,967.0,0.3,113.3,36.4
gmu-35-40,3,3/0/0,7.4,0.1,4.0,0.0
gmu-35-50,3,3/0/0,16.3,0.2,20.2,0.9
graph20-20-1rand,3,3/0/0,39.5,3.8,28.0,0.0
graphdraw-domain,3,0/3/0,31.0,0.2,44.6,4.8
h80x6320d,3,3/0/0,22.9,1.2,32.0,1.9
harp2,3,3/0/0,13.6,0.1,17.9,0.0
highschool1-aigio,3,0/3/0,inf,899.7,25.6,0.3
hypothyroid-k1,3,3/0/0,0.0,4.6,1.0,0.0
ic97p,3,0/1/2,15.0,4.2,733.4,176.8
ic97t,3,0/1/2,12.1,2.9,909.5,230.4
icir97p,3,0/0/3,19.1,15.1,858.6,146.8
icir97t,3,0/3/0,6.3,2.2,110.6,52.2
irish-electricity,3,3/0/0,6.7,12.5,9.3,0.0
irp,3,3/0/0,6.0,0.2,2.3,0.0
istanbul-no-cutoff,3,3/0/0,24.4,3.6,9.9,0.0
k1mushroom,3,3/0/0,18.2,39.7,1.0,0.0
lectsched-5-obj,3,0/0/3,2519.3,93.3,976.1,12.1
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,329.7,1.2,91.3,58.3
lotsize,3,3/0/0,115.5,0.5,50.1,12.0
mad,3,3/0/0,7751.1,0.1,6.0,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,48.7,33.1,19.3,0.0
map16715-04,3,3/0/0,78.1,39.3,16.6,0.0
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,104.9,0.2,88.7,14.6
mas76,3,0/3/0,36.3,0.2,89.0,16.4
mc11,3,3/0/0,114.3,0.4,42.7,12.6
mcsched,3,3/0/0,38.3,0.5,5.5,0.0
mik-250-20-75-4,3,0/3/0,0.5,0.1,8.6,0.0
milo-v12-6-r2-40-1,3,3/0/0,138.2,0.9,42.3,12.3
misc07,3,3/0/0,37.0,0.1,17.0,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,7.5,0.2,8.3,0.0
modglob,3,3/0/0,25.2,0.1,29.0,0.3
momentum1,3,0/2/1,208.4,48.8,662.5,382.3
msc98-ip,3,3/0/0,9.0,5.3,25.4,0.6
mushroom-best,3,0/3/0,1.17e+05,9.8,36.4,3.4
mzzv11,3,0/3/0,29.4,3.2,11.6,0.0
mzzv42z,3,0/3/0,25.3,3.0,11.3,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,13.0,0.3,20.4,0.0
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,16.0,2.0,7.7,0.0
neos-1171737,3,3/0/0,9.8,0.7,7.2,0.0
neos-1354092,3,0/3/0,16.6,154.1,33.2,0.3
neos-1445765,3,3/0/0,26.4,0.6,5.0,0.0
neos-1456979,3,0/2/1,122.3,13.9,162.5,34.2
neos-1582420,3,0/3/0,70.3,2.6,122.9,15.3
neos-2657525-crna,3,0/3/0,1036.8,0.4,80.1,3.2
neos-2746589-doon,3,0/0/3,15.9,1542.0,722.1,21.9
neos-2978193-inde,3,3/0/0,3.3,0.2,2.3,0.0
neos-2987310-joes,3,2/1/0,0.3,10.2,54.3,14.8
neos-3004026-krka,3,0/0/3,0.0,108.3,1285.7,3.6
neos-3024952-loue,3,0/1/2,816.3,75.6,1318.1,12.9
neos-3046615-murg,3,0/3/0,5816.2,0.2,114.8,90.2
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/0/3,130.0,408.1,940.4,0.6
neos-3381206-awhea,3,0/0/3,4.9,16.4,981.9,0.0
neos-3402294-bobin,3,2/1/0,545.5,22.4,19.7,0.0
neos-3555904-turama,3,3/0/0,4.3,44.7,21.2,0.0
neos-3627168-kasai,3,3/0/0,1.6,0.1,20.4,0.0
neos-3656078-kumeu,3,0/0/3,27.8,108.1,982.6,0.4
neos-3754480-nidda,3,3/0/0,2.26e+05,0.2,58.3,4.6
neos-4300652-rahue,3,0/0/3,289.9,702.5,704.6,0.4
neos-4338804-snowy,3,0/3/0,14018.6,0.8,95.6,26.4
neos-4387871-tavua,3,0/0/3,339.3,26.2,888.7,475.8
neos-4413714-turia,3,3/0/0,19.8,31.9,21.0,0.0
neos-4532248-waihi,3,0/0/3,949.4,632.9,721.3,63.4
neos-4647030-tutaki,3,3/0/0,25.8,23.7,25.4,0.6
neos-4722843-widden,3,0/3/0,23.7,28.0,46.6,5.6
neos-4738912-atrato,3,0/3/0,7.4,0.4,18.7,0.0
neos-4763324-toguru,3,3/0/0,66.3,10.0,5.0,0.0
neos-4954672-berkel,3,3/0/0,81.4,0.1,17.3,0.0
neos-5049753-cuanza,2,0/2/0,73.7,918.2,387.2,81.4
neos-5052403-cygnet,3,3/0/0,1.0,43.6,2.3,0.0
neos-5093327-huahum,3,2/1/0,1192.4,19.2,166.9,128.7
neos-5104907-jarama,2,0/0/2,136.7,2268.0,751.4,47.4
neos-5107597-kakapo,3,3/0/0,42996.0,2.2,150.2,122.1
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,4235.6,2.1,5.3,0.0
neos-5195221-niemur,3,3/0/0,1012.0,6.5,12.1,0.0
neos-631710,3,3/0/0,149.4,2.4,1.0,0.0
neos-662469,3,0/3/0,253.1,4.1,13.2,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,4.25e+05,45.3,31.6,0.8
neos-860300,3,3/0/0,93.6,0.7,8.0,0.0
neos-873061,3,3/0/0,58.5,23.7,31.3,1.3
neos-911970,3,3/0/0,152.0,0.1,28.0,0.0
neos-933966,3,3/0/0,306.4,1.2,4.8,0.0
neos-950242,3,3/0/0,144.3,5.1,16.8,0.0
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,2/1/0,2.3,14.6,42.5,1.8
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,1.5,6.6,815.8,5.2
neos17,3,3/0/0,328.0,0.2,31.7,1.6
neos20,3,0/0/3,61.2,11.6,1377.7,98.4
neos5,3,3/0/0,60.3,0.1,2.9,0.0
neos7,3,0/3/0,13.8,0.1,12.3,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,24.2,6.9,27.4,0.4
netdiversion,3,3/0/0,88.7,64.3,9.0,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.4,5.0,0.0
nh97p,3,0/0/3,10.1,9.1,746.5,159.9
nh97t,3,0/1/2,10.8,7.9,736.1,203.4
noswot,3,0/3/0,5.6,0.1,13.0,0.0
ns1116954,3,1/1/1,0.0,473.2,467.3,3.2
ns1208400,3,1/2/0,0.0,55.3,221.7,0.0
ns1644855,3,3/0/0,18.5,221.0,13.7,0.0
ns1760995,3,3/0/0,15.0,71.6,65.6,0.8
ns1830653,3,3/0/0,315.5,5.2,82.8,1.6
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,4.0,0.1,4.3,0.0
nursesched-medium-hint03,3,0/3/0,812.5,17.8,16.8,0.0
nursesched-sprint02,3,0/3/0,58.8,2.1,9.3,0.0
nw04,3,3/0/0,3.9,1.1,3.6,0.0
opm2-z10-s4,3,3/0/0,94.2,27.3,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,16.0,0.0
p200x1188c,3,3/0/0,3.9,0.2,31.0,1.0
p2756,3,0/3/0,82.1,0.1,4.0,0.0
peg-solitaire-a3,1,0/0/1,0.0,303.7,965.0,143.0
pg,3,3/0/0,14.8,0.1,20.0,0.0
pg5_34,3,3/0/0,5.2,0.1,17.6,0.0
physiciansched3-3,3,2/1/0,175.4,81.4,96.1,5.5
physiciansched6-2,3,0/0/3,1.8,104.0,899.7,51.9
piperout-08,3,0/0/3,186.8,42.2,1025.1,39.2
piperout-27,3,0/0/3,464.9,83.1,1491.3,14.7
pk1,3,3/0/0,363.0,0.2,46.2,4.0
pp08a,3,3/0/0,61.3,0.1,17.0,0.0
pp08aCUTS,3,3/0/0,26.1,0.1,12.3,0.0
proteindesign121hz512p9,3,0/3/0,2.4,5.0,24.4,0.3
proteindesign122trx11p8,3,0/3/0,1.1,1.1,4.0,0.0
protfold,3,3/0/0,55.5,6.3,36.5,0.0
qap10,3,3/0/0,19.4,15.6,3.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,245.9,0.6,29.2,0.3
rB10-011001,3,3/0/0,223.5,0.6,27.2,0.3
rB11-010000,3,3/0/0,328.2,1.4,30.6,0.6
rB11-110001,3,3/0/0,165.1,3.6,29.3,0.3
rB12-111111,3,0/1/2,83.7,41.0,511.1,3.6
rC10-001000,3,3/0/0,178.2,0.2,27.0,0.0
rC10-100001,3,3/0/0,424.9,6.1,127.0,1.2
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,464.6,3.7,24.9,0.6
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,229.4,2.2,92.3,12.7
radiationm40-10-02,3,0/3/0,303.1,13.6,115.4,9.3
rail01,3,3/0/0,27.1,1328.2,12.0,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,50.5,0.3,23.5,0.8
rd-rplusc-21,3,0/0/3,57.3,44.3,1102.0,434.8
reblock115,3,3/0/0,12.7,1.9,56.1,6.6
rmatr100-p10,3,3/0/0,31.2,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,13.8,2.0,0.0
rocI-4-11,3,0/0/3,76.1,19.1,758.2,80.2
rocII-5-11,3,1/2/0,79.2,12.9,233.9,72.0
roi2alpha3n4,3,3/0/0,38.0,12.9,14.3,0.0
roi5alpha10n8,3,3/0/0,58.7,277.1,18.7,0.0
roll3000,3,0/3/0,33.9,1.1,50.9,5.8
rout,3,0/3/0,51.2,0.2,39.5,2.6
s100,3,3/0/0,24.0,260.0,9.4,0.0
s250r10,3,3/0/0,1.8,44.6,2.0,0.0
satellites2-40,3,3/0/0,419.9,45.9,34.9,2.7
satellites2-60-fs,3,3/0/0,128.3,32.9,34.9,2.7
savsched1,3,0/3/0,12.5,156.8,9.0,0.0
sct2,3,3/0/0,41.2,0.2,7.3,0.0
set1ch,3,3/0/0,65.1,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,1.4,2.3,5.3,0.0
sing326,3,3/0/0,47.9,19.8,24.9,0.6
sing44,3,3/0/0,15.1,12.9,9.4,0.0
snp-02-004-104,3,0/3/0,12.7,19.7,33.0,1.0
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.3,1.3
sp97ar,3,3/0/0,25.6,0.8,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,86.4,60.7,14.2,0.0
square41,3,0/3/0,6.7,335.6,5.0,0.0
square47,2,0/2/0,138.2,2259.5,14.4,0.0
supportcase10,3,3/0/0,31.0,109.6,8.6,0.0
supportcase12,3,0/3/0,3.1,11.4,14.2,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,11912.6,0.2,89.7,63.3
supportcase33,3,0/3/0,68.7,15.1,149.1,20.3
supportcase40,3,3/0/0,47.9,2.8,12.7,0.0
supportcase42,3,0/3/0,48.4,1.8,3.6,0.0
supportcase6,3,3/0/0,0.3,4.4,3.0,0.0
supportcase7,3,3/0/0,27.3,4.6,8.5,0.0
swath,3,1/2/0,182.4,24.4,304.8,96.4
swath1,3,2/1/0,71.7,2.2,61.1,15.2
swath3,3,3/0/0,18.9,2.0,51.6,8.7
t1717,3,3/0/0,191.9,128.6,43.8,0.0
tbfp-network,3,3/0/0,339.2,12.8,13.6,0.0
thor50dday,3,3/0/0,258.0,7.5,24.5,1.7
timtab1,3,0/3/0,69.4,0.5,118.6,41.2
timtab2,3,0/1/2,64.8,6.1,784.1,275.8
tr12-30,3,3/0/0,31.9,0.2,32.9,2.5
traininstance2,3,0/3/0,187.8,3.9,767.0,68.7
traininstance6,3,0/2/1,195.8,0.9,220.1,34.0
trento1,3,3/0/0,401.5,5.8,4.6,0.0
triptim1,3,0/3/0,0.1,21.7,4.0,0.0
uccase12,3,3/0/0,3.6,9.9,15.0,0.0
uccase9,3,2/0/1,520.4,38.8,124.2,34.0
uct-subprob,3,3/0/0,17.7,0.7,9.7,0.0
unitcal_7,3,0/0/3,37.0,137.8,1000.0,183.2
var-smallemery-m6j6,3,3/0/0,13.8,15.2,42.7,5.3
vpm2,3,3/0/0,44.8,0.1,20.4,0.0
wachplan,3,0/3/0,0.0,2.8,33.6,2.7
