problem,numSols,stage 1/2/3,gap,time,iterations,restarts
comp21-2idx,3,0/3/0,483.3,13.5,60.3,0.8
cost266-UUE,3,3/0/0,37.9,0.4,22.7,0.4
cryptanalysiskb128n5obj16,0,0/0/0,-,-,-,-
csched007,3,0/2/1,62.3,7.1,558.2,100.3
csched008,3,3/0/0,9.2,0.5,51.6,4.2
cvs16r128-89,3,3/0/0,97.9,1.0,1.0,0.0
dano3_3,3,3/0/0,0.0,20.5,2.0,0.0
dano3_5,3,3/0/0,0.3,21.0,2.0,0.0
dano3mip,3,3/0/0,15.4,25.6,5.0,0.0
danoint,3,3/0/0,25.6,1.1,46.9,6.3
disctom,3,3/0/0,0.0,1.3,2.0,0.0
drayage-100-23,3,3/0/0,5.7,0.3,13.3,0.0
drayage-25-23,3,3/0/0,6.7,0.2,4.0,0.0
ds,3,3/0/0,4945.0,6.1,1.0,0.0
dws008-01,3,0/0/3,104.2,95.2,1060.5,304.2
eil33-2,3,3/0/0,222.3,0.1,1.0,0.0
eilA101-2,3,3/0/0,331.4,1.1,1.0,0.0
enlight_hard,0,0/0/0,-,-,-,-
exp-1-500-5-5,3,3/0/0,132.8,0.1,15.5,0.0
fast0507,3,3/0/0,25.0,0.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,788.9,0.8,44.6,5.0
fhnw-binpack4-48,0,0/0/0,-,-,-,-
fiball,3,0/3/0,12.5,1.5,8.7,0.0
fiber,3,3/0/0,126.5,0.1,14.0,0.0
fixnet6,3,3/0/0,59.5,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,11.3,0.1,2.9,0.0
germanrr,3,0/3/0,4.9,11.6,56.4,7.1
gesa2-o,3,0/3/0,18.0,0.2,36.5,1.5
gesa2,3,0/3/0,2.6,0.2,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.6,1.0,0.0
glass4,3,3/0/0,185.5,0.1,48.2,10.9
gmu-35-40,3,3/0/0,7.4,0.1,3.0,0.0
gmu-35-50,3,3/0/0,18.9,0.3,27.0,0.6
graph20-20-1rand,3,3/0/0,22.2,2.3,17.9,0.0
graphdraw-domain,3,0/3/0,163.5,0.3,50.1,10.4
h80x6320d,3,3/0/0,22.9,1.2,32.0,1.9
harp2,3,3/0/0,12.8,0.1,17.9,0.0
highschool1-aigio,3,0/3/0,inf,1467.5,51.9,0.3
hypothyroid-k1,3,3/0/0,0.0,4.7,1.0,0.0
ic97p,3,0/0/3,16.8,3.6,637.8,144.9
ic97t,3,0/0/3,12.7,3.1,974.5,249.5
icir97p,3,0/0/3,20.1,18.2,988.7,151.5
icir97t,3,0/3/0,13.1,2.8,135.8,71.1
irish-electricity,3,3/0/0,7.4,10.8,5.6,0.0
irp,3,3/0/0,3.9,0.3,2.8,0.0
istanbul-no-cutoff,3,3/0/0,36.0,4.5,12.6,0.0
k1mushroom,3,3/0/0,18.2,40.2,1.0,0.0
lectsched-5-obj,3,0/0/3,2803.5,119.7,1301.1,14.3
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,407.2,0.2,13.3,0.0
lotsize,3,3/0/0,273.3,0.5,44.0,9.6
mad,3,3/0/0,9693.2,0.1,15.3,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,66.2,14.6,8.0,0.0
map16715-04,3,3/0/0,85.0,21.3,8.7,0.0
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,41.6,0.1,7.2,0.0
mas76,3,0/3/0,14.0,0.1,4.6,0.0
mc11,3,3/0/0,117.5,0.4,43.0,13.0
mcsched,3,3/0/0,7.2,0.5,4.3,0.0
mik-250-20-75-4,3,0/3/0,2.2,0.1,6.3,0.0
milo-v12-6-r2-40-1,3,3/0/0,145.6,0.9,42.0,11.9
misc07,3,3/0/0,31.3,0.1,17.0,0.0
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,12.0,0.1,4.9,0.0
modglob,3,3/0/0,50.8,0.1,5.6,0.0
momentum1,3,0/3/0,139.4,22.6,301.9,168.0
msc98-ip,3,3/0/0,20.9,5.5,29.1,0.6
mushroom-best,3,0/3/0,6.37e+06,18.0,52.6,1.4
mzzv11,3,0/3/0,22.6,2.9,13.6,0.0
mzzv42z,3,0/3/0,24.5,2.1,7.0,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,6.6,0.3,20.4,0.0
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,17.1,1.3,4.3,0.0
neos-1171737,3,3/0/0,12.1,0.4,3.6,0.0
neos-1354092,3,0/3/0,18.8,128.9,28.6,0.0
neos-1445765,3,3/0/0,25.1,0.7,5.0,0.0
neos-1456979,3,0/2/1,147.6,72.2,817.8,142.7
neos-1582420,3,0/3/0,77.1,1.3,64.1,3.7
neos-2657525-crna,3,0/2/1,1310.6,0.7,106.6,3.5
neos-2746589-doon,3,0/1/2,35.8,420.4,396.5,29.2
neos-2978193-inde,3,3/0/0,3.3,0.2,3.6,0.0
neos-2987310-joes,3,2/1/0,0.3,10.6,54.3,14.8
neos-3004026-krka,3,0/0/3,0.0,108.8,1285.7,3.6
neos-3024952-loue,3,0/0/3,772.7,75.4,1295.9,15.3
neos-3046615-murg,3,0/3/0,809.8,0.2,93.0,64.3
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/0/3,134.4,408.9,954.9,1.0
neos-3381206-awhea,3,0/0/3,4.9,15.8,931.3,0.3
neos-3402294-bobin,3,3/0/0,238.5,23.6,17.4,0.0
neos-3555904-turama,3,1/2/0,4.4,139.8,79.7,3.0
neos-3627168-kasai,3,3/0/0,1.5,0.1,22.0,0.3
neos-3656078-kumeu,3,0/0/3,24.4,130.7,1344.8,14.9
neos-3754480-nidda,3,3/0/0,2.27e+05,0.1,10.3,0.0
neos-4300652-rahue,3,0/0/3,256.3,638.9,737.1,0.8
neos-4338804-snowy,3,0/3/0,375.6,0.6,68.6,19.6
neos-4387871-tavua,3,0/0/3,793.5,24.6,841.3,435.6
neos-4413714-turia,3,3/0/0,87.1,18.5,7.0,0.0
neos-4532248-waihi,3,0/0/3,949.4,548.4,732.6,70.4
neos-4647030-tutaki,3,3/0/0,97.0,13.3,13.0,0.0
neos-4722843-widden,3,0/3/0,94.1,26.2,46.3,4.8
neos-4738912-atrato,3,0/3/0,10.8,0.3,14.3,0.0
neos-4763324-toguru,3,3/0/0,51.5,14.6,9.3,0.0
neos-4954672-berkel,3,3/0/0,44.3,0.1,11.5,0.0
neos-5049753-cuanza,2,0/2/0,80.7,980.1,381.5,113.9
neos-5052403-cygnet,3,3/0/0,0.7,42.1,2.3,0.0
neos-5093327-huahum,3,2/1/0,1178.6,15.7,129.0,93.2
neos-5104907-jarama,0,0/0/0,-,-,-,-
neos-5107597-kakapo,3,3/0/0,43133.4,1.8,123.5,94.9
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,4344.6,4.0,14.2,0.0
neos-5195221-niemur,3,3/0/0,962.4,7.9,13.7,0.0
neos-631710,3,3/0/0,149.4,2.4,1.0,0.0
neos-662469,3,0/3/0,259.4,4.0,11.3,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,2.27e+05,105.1,70.7,20.6
neos-860300,3,3/0/0,6.7,0.7,8.0,0.0
neos-873061,3,3/0/0,57.9,24.2,31.3,1.3
neos-911970,3,3/0/0,231.7,0.1,18.0,0.0
neos-933966,3,3/0/0,11.6,4.7,10.1,0.0
neos-950242,3,3/0/0,61.9,8.9,26.3,0.3
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,3/0/0,2.4,9.2,29.9,0.0
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,2.0,8.3,1023.4,3.3
neos17,3,3/0/0,329.5,0.2,34.9,2.7
neos20,3,0/0/3,70.3,7.7,879.2,50.2
neos5,3,3/0/0,24.4,0.1,2.7,0.0
neos7,3,0/3/0,13.0,0.1,5.1,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,30.5,4.4,20.9,0.0
netdiversion,3,3/0/0,80.5,179.7,13.5,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.3,3.0,0.0
nh97p,3,0/0/3,10.2,13.3,1087.8,253.4
nh97t,3,0/0/3,10.4,16.9,1424.2,377.1
noswot,3,0/3/0,0.5,0.1,10.1,0.6
ns1116954,3,1/1/1,0.0,473.3,467.3,3.2
ns1208400,3,1/2/0,0.0,81.3,319.5,0.6
ns1644855,3,3/0/0,21.6,191.7,4.6,0.0
ns1760995,3,3/0/0,27.2,13.1,9.6,0.0
ns1830653,3,1/2/0,287.8,13.2,237.6,3.8
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.3,0.1,3.0,0.0
nursesched-medium-hint03,3,0/3/0,678.2,81.1,33.6,0.3
nursesched-sprint02,3,0/3/0,43.0,2.7,12.3,0.0
nw04,3,3/0/0,3.9,1.2,4.3,0.0
opm2-z10-s4,3,3/0/0,94.2,27.3,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,4.0,0.0
p200x1188c,3,3/0/0,3.9,0.2,31.0,1.0
p2756,3,0/3/0,78.1,0.1,5.0,0.0
peg-solitaire-a3,2,0/0/2,0.0,683.5,907.2,38.1
pg,3,3/0/0,18.9,0.1,9.7,0.0
pg5_34,3,3/0/0,6.3,0.1,6.8,0.0
physiciansched3-3,3,3/0/0,266.9,48.8,98.4,5.8
physiciansched6-2,3,0/0/3,4.4,96.0,836.8,44.5
piperout-08,3,0/0/3,298.5,47.8,1170.2,19.5
piperout-27,3,0/0/3,468.2,61.4,1139.2,15.7
pk1,3,3/0/0,523.7,0.1,29.4,0.3
pp08a,3,3/0/0,88.4,0.1,17.7,0.0
pp08aCUTS,3,3/0/0,64.5,0.1,15.1,0.0
proteindesign121hz512p9,3,0/1/2,25.8,182.3,780.6,17.7
proteindesign122trx11p8,3,0/1/2,1.4,47.9,213.7,5.0
protfold,3,3/0/0,58.0,3.9,17.8,0.0
qap10,3,3/0/0,14.7,18.7,4.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.8,0.0
rB10-011000,3,3/0/0,264.5,0.5,27.5,0.3
rB10-011001,3,3/0/0,218.6,0.5,27.2,0.3
rB11-010000,3,3/0/0,286.1,1.3,29.0,0.3
rB11-110001,3,3/0/0,174.5,3.0,26.1,0.3
rB12-111111,3,0/0/3,85.8,90.1,1139.9,7.1
rC10-001000,3,3/0/0,144.8,0.2,26.5,0.0
rC10-100001,3,2/1/0,521.2,5.5,112.4,3.5
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,561.7,4.7,31.4,1.1
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,197.6,2.3,92.6,10.5
radiationm40-10-02,3,0/3/0,133.9,16.4,165.1,17.6
rail01,3,2/1/0,39.0,2153.7,27.5,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,24.8,0.3,23.3,0.6
rd-rplusc-21,3,0/0/3,56.1,36.0,854.8,344.4
reblock115,3,3/0/0,12.1,0.7,21.8,0.3
rmatr100-p10,3,3/0/0,2.2,0.9,4.3,0.0
rmatr200-p5,3,3/0/0,19.9,31.5,6.0,0.0
rocI-4-11,3,0/0/3,55.0,24.5,1050.2,103.7
rocII-5-11,3,1/2/0,90.4,15.2,272.2,89.6
roi2alpha3n4,3,3/0/0,51.5,7.2,7.0,0.0
roi5alpha10n8,3,3/0/0,56.6,84.8,7.0,0.0
roll3000,3,0/3/0,37.5,0.8,42.3,3.6
rout,3,0/3/0,56.8,0.2,46.2,5.2
s100,3,3/0/0,3.0,275.4,5.0,0.0
s250r10,3,3/0/0,0.1,51.1,2.0,0.0
satellites2-40,3,3/0/0,231.4,260.5,37.9,1.2
satellites2-60-fs,3,3/0/0,169.2,194.9,35.2,2.7
savsched1,3,0/3/0,17.2,142.7,7.7,0.0
sct2,3,3/0/0,37.1,0.2,5.3,0.0
set1ch,3,3/0/0,90.9,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,3.2,1.6,3.0,0.0
sing326,3,3/0/0,67.1,12.3,8.1,0.0
sing44,3,3/0/0,17.6,10.0,3.6,0.0
snp-02-004-104,3,0/3/0,1567.0,22.0,33.0,1.0
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.3,1.3
sp97ar,3,3/0/0,26.7,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,99.0,55.7,9.0,0.0
square41,3,0/3/0,6.7,1395.7,11.0,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,28.6,102.2,8.6,0.0
supportcase12,3,0/3/0,4.9,4.3,3.9,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,56.7,0.2,76.0,45.6
supportcase33,3,0/3/0,76.5,17.1,163.7,44.4
supportcase40,3,3/0/0,131.1,1.7,7.7,0.0
supportcase42,3,0/3/0,18.0,2.4,5.3,0.0
supportcase6,3,3/0/0,0.5,4.6,4.0,0.0
supportcase7,3,3/0/0,19.3,5.0,8.9,0.0
swath,3,0/2/1,192.8,42.0,447.8,142.5
swath1,3,3/0/0,28.2,2.0,58.5,14.3
swath3,3,3/0/0,14.6,1.9,55.0,13.0
t1717,3,3/0/0,172.4,100.4,33.2,0.0
tbfp-network,3,3/0/0,26.5,16.5,12.2,0.0
thor50dday,3,3/0/0,303.3,7.6,25.3,1.9
timtab1,3,0/3/0,53.3,0.4,98.0,28.9
timtab2,3,0/1/2,68.7,4.9,641.3,210.5
tr12-30,3,3/0/0,55.2,0.1,30.2,1.2
traininstance2,3,0/3/0,567.3,2.7,532.5,59.0
traininstance6,3,0/2/1,195.8,0.9,220.1,34.0
trento1,3,3/0/0,47.0,14.3,12.8,0.0
triptim1,3,0/3/0,0.1,21.7,4.0,0.0
uccase12,3,3/0/0,3.5,9.8,14.6,0.0
uccase9,3,3/0/0,322.6,10.7,25.6,2.2
uct-subprob,3,3/0/0,19.6,0.5,6.7,0.0
unitcal_7,3,0/0/3,32.1,135.7,993.8,150.0
var-smallemery-m6j6,3,3/0/0,22.5,2.9,5.3,0.0
vpm2,3,3/0/0,46.1,0.1,20.4,0.0
wachplan,3,0/3/0,0.0,1.6,17.0,0.0
