problem,numSols,stage 1/2/3,gap,time,iterations,restarts
cryptanalysiskb128n5obj16,0,0/0/0,-,-,-,-
csched007,3,0/1/2,71.0,9.8,922.2,234.4
csched008,3,1/2/0,9.6,1.6,136.9,23.0
cvs16r128-89,3,3/0/0,97.9,1.0,1.0,0.0
dano3_3,3,3/0/0,0.0,19.6,2.0,0.0
dano3_5,3,3/0/0,0.3,21.0,2.0,0.0
dano3mip,3,3/0/0,15.4,25.9,5.0,0.0
danoint,3,2/1/0,43.8,1.4,70.5,13.0
disctom,3,3/0/0,0.0,1.3,2.0,0.0
drayage-100-23,3,3/0/0,17.8,0.5,18.4,0.0
drayage-25-23,3,3/0/0,6.7,0.2,5.0,0.0
ds,3,3/0/0,4945.0,6.0,1.0,0.0
dws008-01,3,0/0/3,59.5,74.3,848.8,257.1
eil33-2,3,3/0/0,222.3,0.1,1.0,0.0
eilA101-2,3,3/0/0,331.4,1.1,1.0,0.0
enlight_hard,2,0/0/2,0.0,3.6,777.5,253.8
exp-1-500-5-5,3,3/0/0,229.9,0.1,24.9,0.3
fast0507,3,3/0/0,25.0,0.9,1.0,0.0
fastxgemm-n2r6s0t2,3,3/0/0,1021.7,0.7,41.3,2.3
fhnw-binpack4-48,2,0/0/2,0.0,74.8,1798.8,226.3
fiball,3,0/3/0,13.8,1.6,9.0,0.0
fiber,3,3/0/0,126.5,0.1,14.0,0.0
fixnet6,3,3/0/0,54.7,0.1,31.0,1.0
gen-ip002,3,0/3/0,13.9,0.1,1.0,0.0
gen-ip054,3,0/3/0,11.3,0.1,2.9,0.0
germanrr,3,0/3/0,4.3,9.2,54.4,5.8
gesa2-o,3,0/3/0,17.4,0.2,34.8,1.3
gesa2,3,0/3/0,2.6,0.2,20.4,0.0
gfd-schedulen180f7d50m30k18,0,0/0/0,-,-,-,-
glass-sc,3,3/0/0,13.4,0.5,1.0,0.0
glass4,3,3/0/0,382.1,0.3,90.0,33.7
gmu-35-40,3,3/0/0,7.4,0.1,3.0,0.0
gmu-35-50,3,3/0/0,15.2,0.3,18.8,1.0
graph20-20-1rand,3,3/0/0,25.5,2.8,26.8,0.0
graphdraw-domain,3,0/3/0,71.1,0.2,27.4,2.8
h80x6320d,3,3/0/0,22.5,1.2,32.0,1.9
harp2,3,3/0/0,11.6,0.1,13.0,0.0
highschool1-aigio,3,0/3/0,inf,1209.8,54.7,0.0
hypothyroid-k1,3,3/0/0,0.0,4.8,1.0,0.0
ic97p,3,0/0/3,14.5,6.6,1033.1,313.4
ic97t,3,0/0/3,12.7,3.5,1104.3,317.4
icir97p,3,0/0/3,20.8,18.3,780.1,166.5
icir97t,3,0/3/0,14.1,4.3,155.1,80.1
irish-electricity,3,3/0/0,7.5,10.3,7.0,0.0
irp,3,3/0/0,2.5,0.3,2.8,0.0
istanbul-no-cutoff,3,3/0/0,22.1,4.6,13.6,0.0
k1mushroom,3,3/0/0,18.2,39.7,1.0,0.0
lectsched-5-obj,3,0/0/3,2562.8,96.7,991.0,6.8
leo1,3,3/0/0,50.7,0.1,1.0,0.0
leo2,3,3/0/0,45.2,0.2,1.0,0.0
liu,3,3/0/0,407.2,0.2,13.6,0.0
lotsize,3,2/0/1,306.3,1.8,136.7,46.7
mad,3,3/0/0,7418.3,0.1,16.6,0.0
manna81,3,0/3/0,13.9,0.1,2.6,0.0
map10,3,3/0/0,66.7,14.7,8.0,0.0
map16715-04,3,3/0/0,85.0,21.5,8.7,0.0
markshare1,3,3/0/0,36348.2,0.1,1.0,0.0
markshare2,3,3/0/0,53841.8,0.1,1.0,0.0
markshare_4_0,3,3/0/0,7400.0,0.1,1.0,0.0
mas74,3,0/3/0,33.0,0.1,9.0,0.0
mas76,3,0/3/0,13.6,0.1,5.3,0.0
mc11,3,3/0/0,111.9,0.4,44.0,13.3
mcsched,3,3/0/0,7.9,0.6,5.0,0.0
mik-250-20-75-4,3,0/3/0,0.5,0.1,6.7,0.0
milo-v12-6-r2-40-1,3,3/0/0,122.8,0.9,41.6,11.5
misc07,3,3/0/0,53.2,0.2,24.4,0.3
mkc,3,0/3/0,66.5,0.1,2.0,0.0
mod011,3,3/0/0,7.3,0.1,6.0,0.0
modglob,3,3/0/0,50.8,0.1,6.0,0.0
momentum1,3,0/2/1,199.2,74.5,1031.9,531.1
msc98-ip,3,3/0/0,11.2,5.9,31.7,1.0
mushroom-best,3,0/3/0,7.01e+06,19.2,48.6,0.4
mzzv11,3,0/3/0,24.3,3.1,16.9,0.0
mzzv42z,3,0/3/0,26.6,1.9,7.0,0.0
n2seq36q,3,3/0/0,29.9,0.4,1.0,0.0
n3div36,3,3/0/0,39.2,0.4,1.0,0.0
n5-3,3,0/3/0,15.3,0.4,29.2,0.6
neos-1122047,3,3/0/0,100.0,0.1,0.0,0.0
neos-1171448,3,3/0/0,17.8,1.2,4.6,0.0
neos-1171737,3,3/0/0,11.2,0.4,4.3,0.0
neos-1354092,3,0/3/0,9.6,102.4,24.3,0.0
neos-1445765,3,3/0/0,33.2,0.6,4.9,0.0
neos-1456979,3,0/2/1,114.9,29.9,408.9,84.5
neos-1582420,3,0/3/0,73.2,2.1,123.1,18.2
neos-2657525-crna,3,0/3/0,960.8,0.1,23.9,0.3
neos-2746589-doon,3,0/0/3,8.2,1040.1,711.6,23.2
neos-2978193-inde,3,3/0/0,3.9,0.2,3.6,0.0
neos-2987310-joes,3,3/0/0,0.2,10.0,56.3,13.5
neos-3004026-krka,3,0/0/3,0.0,114.8,1276.6,4.2
neos-3024952-loue,3,0/1/2,886.3,145.2,1429.2,19.0
neos-3046615-murg,3,0/3/0,1750.5,0.2,100.2,68.2
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,3,0/2/1,135.4,132.0,969.8,118.5
neos-3381206-awhea,3,0/0/3,4.9,24.1,1041.9,0.4
neos-3402294-bobin,3,3/0/0,316.5,27.9,24.9,0.0
neos-3555904-turama,3,2/1/0,2.0,120.1,73.5,1.3
neos-3627168-kasai,3,3/0/0,1.1,0.1,22.0,0.3
neos-3656078-kumeu,3,0/0/3,29.7,153.0,1200.9,0.0
neos-3754480-nidda,3,3/0/0,2.19e+05,0.1,19.9,0.0
neos-4300652-rahue,3,0/0/3,280.3,672.9,790.0,0.3
neos-4338804-snowy,3,0/3/0,8487.8,0.8,103.3,32.6
neos-4387871-tavua,3,0/1/2,896.8,21.3,913.6,495.5
neos-4413714-turia,3,3/0/0,87.1,18.7,7.0,0.0
neos-4532248-waihi,3,1/0/2,947.6,377.3,347.6,41.2
neos-4647030-tutaki,3,3/0/0,38.5,19.7,20.4,0.0
neos-4722843-widden,3,0/3/0,19.5,72.0,119.8,21.3
neos-4738912-atrato,3,0/3/0,7.4,0.3,14.3,0.0
neos-4763324-toguru,3,3/0/0,59.3,15.9,10.7,0.0
neos-4954672-berkel,3,3/0/0,79.0,0.1,14.6,0.0
neos-5049753-cuanza,3,0/2/1,48.2,909.2,402.2,125.8
neos-5052403-cygnet,3,3/0/0,1.0,40.8,2.3,0.0
neos-5093327-huahum,3,3/0/0,39.4,4.2,47.3,15.3
neos-5104907-jarama,3,0/0/3,142.2,2018.4,779.1,185.6
neos-5107597-kakapo,3,3/0/0,15856.8,3.0,217.8,181.1
neos-5114902-kasavu,3,0/3/0,49.7,2740.5,160.2,39.6
neos-5188808-nattai,3,3/0/0,4618.0,4.6,20.5,0.0
neos-5195221-niemur,3,3/0/0,801.9,13.9,23.2,0.0
neos-631710,3,3/0/0,149.4,2.4,1.0,0.0
neos-662469,3,0/3/0,314.5,3.5,9.8,0.0
neos-787933,3,0/3/0,0.0,0.1,1.0,0.0
neos-827175,3,3/0/0,0.0,0.5,0.0,0.0
neos-848589,3,3/0/0,3.93e+05,114.2,81.5,24.9
neos-860300,3,3/0/0,81.2,1.0,12.7,0.0
neos-873061,3,3/0/0,50.7,24.4,31.3,1.3
neos-911970,3,3/0/0,246.7,0.1,19.6,0.0
neos-933966,3,3/0/0,19.5,4.8,10.1,0.0
neos-950242,3,3/0/0,16.4,10.5,35.3,0.8
neos-957323,3,3/0/0,6.6,2.1,1.9,0.0
neos-960392,3,1/2/0,2.4,25.3,90.3,2.2
neos10,3,0/3/0,64.5,0.1,2.9,0.0
neos16,3,0/0/3,1.4,11.2,1227.7,4.1
neos17,3,3/0/0,320.8,0.2,37.2,3.5
neos20,3,0/0/3,59.5,12.0,1381.0,93.4
neos5,3,3/0/0,48.4,0.1,2.9,0.0
neos7,3,0/3/0,13.8,0.1,4.6,0.0
neos8,3,0/3/0,20.7,0.1,2.6,0.0
net12,3,3/0/0,1.7,4.9,25.5,0.0
netdiversion,3,3/0/0,100.3,169.3,15.1,0.0
nexp-150-20-8-5,3,3/0/0,145.9,0.3,3.0,0.0
nh97p,3,0/0/3,10.6,16.4,977.6,200.3
nh97t,3,0/0/3,11.6,25.3,1383.7,323.9
noswot,3,0/3/0,0.5,0.1,9.8,0.4
ns1116954,3,0/0/3,0.0,847.3,980.7,2.0
ns1208400,3,1/1/1,0.0,71.9,447.5,0.8
ns1644855,3,3/0/0,21.6,189.0,5.0,0.0
ns1760995,3,3/0/0,27.2,14.7,12.0,0.0
ns1830653,3,0/2/1,525.9,15.2,520.4,47.0
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,37.0,0.1,1.0,0.0
nu25-pr12,3,0/3/0,3.3,0.1,3.0,0.0
nursesched-medium-hint03,3,0/3/0,1077.1,72.4,40.9,0.0
nursesched-sprint02,3,0/3/0,39.4,3.0,14.9,0.0
nw04,3,3/0/0,3.9,1.4,4.9,0.0
opm2-z10-s4,3,3/0/0,94.2,27.2,1.0,0.0
opt1217,3,3/0/0,0.0,0.1,5.6,0.0
p200x1188c,3,3/0/0,3.9,0.2,31.0,1.0
p2756,3,0/3/0,75.2,0.1,5.0,0.0
peg-solitaire-a3,0,0/0/0,-,-,-,-
pg,3,3/0/0,4.0,0.1,14.4,0.0
pg5_34,3,3/0/0,7.6,0.1,7.4,0.0
physiciansched3-3,3,2/1/0,197.2,45.7,145.2,7.0
physiciansched6-2,3,0/0/3,3.6,61.4,852.7,80.3
piperout-08,3,0/0/3,575.4,58.2,1378.7,22.6
piperout-27,3,0/0/3,294.7,56.4,1024.3,17.1
pk1,3,3/0/0,604.9,0.1,35.4,1.3
pp08a,3,3/0/0,48.0,0.1,17.3,0.0
pp08aCUTS,3,3/0/0,43.6,0.1,10.9,0.0
proteindesign121hz512p9,3,0/3/0,5.7,54.8,243.4,16.5
proteindesign122trx11p8,3,0/2/1,1.9,26.8,121.6,6.6
protfold,3,3/0/0,57.9,7.5,51.6,1.4
qap10,3,3/0/0,19.4,18.3,4.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.3,0.0
rB10-011000,3,3/0/0,283.2,0.5,22.8,0.0
rB10-011001,3,3/0/0,253.3,0.5,22.0,0.0
rB11-010000,3,3/0/0,269.3,1.4,31.0,1.0
rB11-110001,3,3/0/0,214.3,2.6,22.5,0.0
rB12-111111,3,0/1/2,90.6,44.5,650.5,5.4
rC10-001000,3,3/0/0,174.7,0.3,29.8,0.0
rC10-100001,3,3/0/0,490.2,5.1,103.1,2.6
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,470.4,6.8,46.8,1.5
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,346.2,4.7,182.1,28.6
radiationm40-10-02,3,0/3/0,4677.7,26.5,299.1,39.4
rail01,3,3/0/0,37.7,1725.5,17.7,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,37.4,0.3,23.5,0.8
rd-rplusc-21,3,0/0/3,57.0,42.2,1061.8,432.5
reblock115,3,3/0/0,12.1,1.4,52.5,6.1
rmatr100-p10,3,3/0/0,2.0,0.9,4.9,0.0
rmatr200-p5,3,3/0/0,16.5,31.5,6.3,0.0
rocI-4-11,3,0/0/3,54.9,20.2,868.5,118.1
rocII-5-11,3,0/3/0,79.3,21.6,422.2,126.5
roi2alpha3n4,3,3/0/0,48.0,7.2,7.0,0.0
roi5alpha10n8,3,3/0/0,56.6,97.1,8.0,0.0
roll3000,3,0/3/0,35.6,1.2,68.3,14.4
rout,3,0/3/0,45.3,0.2,39.9,4.2
s100,3,3/0/0,6.2,299.6,13.9,0.0
s250r10,3,3/0/0,0.1,52.0,2.0,0.0
satellites2-40,3,0/3/0,167.6,160.2,147.0,57.0
satellites2-60-fs,3,0/1/2,223.5,252.1,425.1,189.9
savsched1,3,0/3/0,13.5,147.4,8.3,0.0
sct2,3,3/0/0,52.0,0.2,7.2,0.0
set1ch,3,3/0/0,91.7,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,3.2,1.6,3.0,0.0
sing326,3,3/0/0,64.2,13.0,8.6,0.0
sing44,3,3/0/0,17.9,10.4,4.6,0.0
snp-02-004-104,3,0/3/0,224.5,21.8,33.0,1.0
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.3,1.3
sp97ar,3,3/0/0,25.7,1.0,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,99.0,53.3,9.0,0.0
square41,3,0/3/0,10.8,1477.8,11.9,0.0
square47,1,0/1/0,6.3,3550.3,15.0,0.0
supportcase10,3,3/0/0,26.1,99.5,8.8,0.0
supportcase12,3,0/3/0,5.3,4.6,4.0,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,37.2,0.2,77.0,46.7
supportcase33,3,0/3/0,66.8,16.5,175.2,47.6
supportcase40,3,3/0/0,164.8,1.8,8.0,0.0
supportcase42,3,0/3/0,18.4,3.8,7.3,0.0
supportcase6,3,3/0/0,0.4,5.7,5.3,0.0
supportcase7,3,3/0/0,15.1,5.4,11.9,0.0
swath,3,0/3/0,181.7,48.7,562.6,214.4
swath1,3,3/0/0,31.4,1.0,37.7,4.0
swath3,3,3/0/0,18.8,1.0,37.7,3.6
t1717,3,3/0/0,186.2,123.0,64.7,0.7
tbfp-network,3,3/0/0,9.7,11.9,14.3,0.0
thor50dday,3,3/0/0,307.3,7.9,26.0,1.9
timtab1,3,0/3/0,48.7,0.3,61.1,11.0
timtab2,3,0/1/2,75.8,10.0,918.6,335.5
tr12-30,3,3/0/0,42.5,0.2,34.0,3.8
traininstance2,3,0/2/1,157.4,4.2,639.1,67.0
traininstance6,3,0/3/0,80.2,0.9,227.4,23.1
trento1,3,3/0/0,100.8,16.9,16.3,0.0
triptim1,3,0/3/0,0.1,21.4,3.6,0.0
uccase12,3,3/0/0,2.8,10.8,16.6,0.0
uccase9,3,3/0/0,387.4,11.2,27.5,2.8
uct-subprob,3,3/0/0,20.4,0.4,7.3,0.0
unitcal_7,3,0/0/3,23.0,107.1,780.2,72.6
var-smallemery-m6j6,3,3/0/0,24.9,3.3,6.3,0.0
vpm2,3,3/0/0,42.4,0.1,27.2,0.3
wachplan,3,0/3/0,0.0,1.9,21.4,0.0
