problem,numSols,stage 1/2/3,gap,time,iterations,restarts
protfold,3,3/0/0,51.7,3.5,18.0,0.0
qap10,3,3/0/0,19.4,14.4,2.0,0.0
qiu,3,3/0/0,1563.9,0.1,3.8,0.0
rB10-011000,3,3/0/0,257.8,0.7,25.6,0.0
rB10-011001,3,3/0/0,198.1,0.6,27.0,0.0
rB11-010000,3,3/0/0,317.9,1.7,33.2,0.8
rB11-110001,3,3/0/0,211.9,2.6,25.3,0.0
rB12-111111,3,1/2/0,70.6,35.5,518.1,29.6
rC10-001000,3,3/0/0,168.0,0.3,34.3,1.3
rC10-100001,3,2/1/0,446.9,6.2,127.2,0.6
rC11-010100,3,3/0/0,347.0,0.2,1.0,0.0
rC11-011100,3,3/0/0,480.5,0.2,1.0,0.0
rC12-100000,3,3/0/0,359.9,5.5,37.8,1.1
rC12-111100,3,3/0/0,194.9,0.3,1.0,0.0
radiationm18-12-05,3,0/3/0,122.7,4.6,128.1,12.2
radiationm40-10-02,3,0/3/0,4080.3,37.9,335.6,32.6
rail01,3,3/0/0,37.1,1202.6,16.0,0.0
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,23.3,1.2,1.0,0.0
ran14x18-disj-8,3,3/0/0,52.1,0.4,23.3,0.6
rd-rplusc-21,3,0/0/3,57.2,50.9,1224.2,513.3
reblock115,3,3/0/0,8.8,2.6,96.7,16.0
rmatr100-p10,3,3/0/0,17.7,0.6,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,14.2,2.0,0.0
rocI-4-11,3,0/0/3,88.3,23.0,1147.0,292.1
rocII-5-11,3,0/0/3,85.6,49.0,907.4,362.9
roi2alpha3n4,3,3/0/0,36.1,38.2,37.2,2.6
roi5alpha10n8,3,3/0/0,54.6,493.0,30.9,0.4
roll3000,3,0/3/0,26.0,1.5,80.6,14.3
rout,3,0/3/0,34.4,0.1,38.4,2.3
s100,3,3/0/0,2.8,271.0,4.0,0.0
s250r10,3,3/0/0,0.1,59.6,2.0,0.0
satellites2-40,3,0/3/0,312.0,66.8,147.0,57.0
satellites2-60-fs,3,0/1/2,223.5,95.5,409.6,182.5
savsched1,3,0/3/0,9.6,199.1,13.0,0.0
sct2,3,3/0/0,43.7,0.8,33.5,1.1
set1ch,3,3/0/0,95.3,0.1,31.0,1.0
seymour,3,3/0/0,12.7,0.7,1.0,0.0
seymour1,3,3/0/0,1.1,2.9,8.6,0.0
sing326,3,3/0/0,39.9,31.9,45.9,4.6
sing44,3,3/0/0,10.9,31.6,45.9,7.3
snp-02-004-104,3,0/3/0,1.7,23.4,33.6,1.9
sorrell3,3,3/0/0,76.3,0.9,1.0,0.0
sp150x300d,3,3/0/0,2.9,0.1,31.7,1.6
sp97ar,3,3/0/0,28.5,0.9,2.2,0.0
sp98ar,3,3/0/0,24.1,0.6,1.0,0.0
splice1k1,3,3/0/0,98.2,68.8,15.0,0.0
square41,2,0/2/0,11.7,2167.1,16.9,0.0
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,184.7,122.1,13.0,0.0
supportcase12,3,0/3/0,1.9,13.6,21.2,0.0
supportcase18,3,3/0/0,37.5,0.1,1.0,0.0
supportcase26,3,3/0/0,2413.1,0.2,90.0,59.7
supportcase33,3,0/3/0,61.3,40.8,442.0,85.7
supportcase40,3,3/0/0,14.6,4.1,18.0,0.0
supportcase42,3,0/3/0,14.3,5.2,14.1,0.0
supportcase6,3,3/0/0,0.5,17.4,15.6,0.0
supportcase7,3,3/0/0,10.5,8.7,26.0,0.0
swath,3,0/1/2,183.0,61.5,593.1,229.0
swath1,3,3/0/0,12.2,2.0,62.9,15.0
swath3,3,3/0/0,21.6,1.6,46.6,6.6
t1717,3,2/1/0,139.3,157.5,81.2,0.4
tbfp-network,3,3/0/0,36.7,16.7,15.3,0.0
thor50dday,3,3/0/0,257.8,8.1,24.5,1.7
timtab1,3,0/3/0,57.1,0.4,70.6,17.2
timtab2,3,0/2/1,68.9,4.0,367.0,137.7
tr12-30,3,3/0/0,44.3,0.2,36.0,3.6
traininstance2,3,0/1/2,335.7,5.5,862.7,226.2
traininstance6,3,0/3/0,1018.5,0.9,195.1,41.8
trento1,3,3/0/0,223.4,8.8,10.0,0.0
triptim1,3,0/3/0,0.1,23.3,4.2,0.0
uccase12,3,3/0/0,1.3,10.2,16.6,0.0
uccase9,3,3/0/0,4478.2,31.8,98.6,39.2
uct-subprob,3,3/0/0,15.9,0.5,10.6,0.0
unitcal_7,3,0/0/3,34.3,122.9,868.4,130.3
var-smallemery-m6j6,3,3/0/0,19.4,26.8,75.6,14.0
vpm2,3,3/0/0,41.7,0.1,28.6,0.3
wachplan,3,0/3/0,0.0,3.5,36.4,0.3
