problem,numSols,stage 1/2/3,gap,time,iterations,restarts
gmu-35-40,3,3/0/0,7.4,0.1,3.0,0.0
gmu-35-50,3,3/0/0,5.7,0.1,32.6,1.0
graph20-20-1rand,3,3/0/0,17.7,1.8,24.9,0.3
graphdraw-domain,3,0/3/0,44.5,0.1,34.9,2.1
h80x6320d,3,3/0/0,34.0,0.9,33.3,2.2
harp2,3,3/0/0,12.0,0.1,12.6,0.0
highschool1-aigio,0,0/0/0,-,-,-,-
hypothyroid-k1,3,2/1/0,32.7,24.9,79.8,23.0
ic97p,3,0/3/0,11.1,1.7,406.1,159.4
ic97t,3,0/0/3,9.3,2.8,936.4,369.4
icir97p,3,0/0/3,14.6,30.4,1108.5,329.6
icir97t,3,0/1/2,9.9,13.3,565.6,331.1
irish-electricity,3,3/0/0,13.0,53.8,34.5,2.3
irp,3,3/0/0,5.3,0.8,16.3,0.0
istanbul-no-cutoff,3,3/0/0,13.0,7.9,12.3,0.0
k1mushroom,3,3/0/0,18.2,83.0,1.0,0.0
lectsched-5-obj,1,0/0/1,2591.7,234.0,1992.0,31.0
leo1,3,3/0/0,842.0,0.2,1.0,0.0
leo2,3,3/0/0,7522.4,0.4,1.0,0.0
liu,3,3/0/0,295.9,0.1,13.0,0.0
lotsize,3,3/0/0,185.1,0.3,42.7,8.0
mad,3,3/0/0,7884.0,0.1,16.3,0.0
manna81,3,0/3/0,1.2,0.2,2.6,0.0
map10,3,3/0/0,63.5,26.1,7.7,0.0
map16715-04,3,3/0/0,70.4,28.4,8.3,0.0
markshare1,3,3/0/0,44679.3,0.1,1.0,0.0
markshare2,3,3/0/0,58088.2,0.1,1.0,0.0
markshare_4_0,3,3/0/0,6400.0,0.1,1.0,0.0
mas74,3,3/0/0,44.2,0.1,7.6,0.0
mas76,3,3/0/0,12.2,0.1,3.9,0.0
mc11,3,3/0/0,114.9,0.3,43.3,13.3
mcsched,3,3/0/0,57.5,0.3,3.6,0.0
mik-250-20-75-4,3,0/3/0,28.0,0.1,6.9,0.0
milo-v12-6-r2-40-1,3,0/0/3,97.2,25.0,959.5,0.0
misc07,3,3/0/0,70.0,0.1,22.9,0.0
mkc,3,3/0/0,26698.7,0.1,6.0,0.0
mod011,3,3/0/0,6.0,0.1,6.7,0.0
modglob,3,3/0/0,50.8,0.1,6.0,0.0
momentum1,3,0/0/3,323.3,40.1,1468.6,1007.4
msc98-ip,3,3/0/0,16.5,6.4,19.6,0.3
mushroom-best,3,0/3/0,1.24e+07,897.7,107.9,32.0
mzzv11,3,0/3/0,63.4,26.5,53.2,9.9
mzzv42z,3,0/3/0,62.6,7.4,11.7,0.0
n2seq36q,3,3/0/0,99.4,0.8,3.0,0.0
n3div36,3,3/0/0,99.3,0.4,1.0,0.0
n5-3,3,0/3/0,33.2,0.5,20.4,0.0
neos-1122047,3,3/0/0,1.5,1.4,2.6,0.0
neos-1171448,3,3/0/0,6.9,0.6,3.9,0.0
neos-1171737,3,3/0/0,12.9,0.2,4.2,0.0
neos-1354092,3,0/3/0,7.0,106.4,27.7,0.0
neos-1445765,3,3/0/0,44.3,32.9,8.3,0.0
neos-1456979,3,0/1/2,105.7,19.0,516.8,40.5
neos-1582420,3,0/3/0,54.0,0.8,76.8,10.3
neos-2657525-crna,3,0/3/0,874.9,0.2,77.5,1.9
neos-2746589-doon,3,0/3/0,1091.6,205.2,246.7,21.6
neos-2978193-inde,3,3/0/0,3.4,0.1,3.3,0.0
neos-2987310-joes,3,0/0/0,0.0,0.1,0.0,0.0
neos-3004026-krka,0,0/0/0,-,-,-,-
neos-3024952-loue,1,0/0/1,567.1,129.6,1456.0,0.0
neos-3046615-murg,3,0/3/0,21.5,0.1,81.6,50.6
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,1,0/0/1,54.1,800.2,844.0,3.0
neos-3381206-awhea,3,0/0/3,4.9,16.6,777.9,0.0
neos-3402294-bobin,3,3/0/0,181.2,7.5,16.3,0.0
neos-3555904-turama,0,0/0/0,-,-,-,-
neos-3627168-kasai,3,3/0/0,1.2,0.1,22.0,0.3
neos-3656078-kumeu,2,0/1/1,717.9,354.1,705.5,35.7
neos-3754480-nidda,3,3/0/0,33.1,0.1,17.5,0.0
neos-4300652-rahue,3,0/2/1,167.9,1495.1,310.4,6.0
neos-4338804-snowy,3,0/3/0,14481.3,0.3,91.4,23.7
neos-4387871-tavua,2,0/2/0,851.0,2.5,287.6,153.4
neos-4413714-turia,3,3/0/0,797.3,14.4,11.0,0.0
neos-4532248-waihi,3,0/0/3,949.4,841.1,1289.3,133.7
neos-4647030-tutaki,3,3/0/0,58.5,15.1,22.3,0.0
neos-4722843-widden,3,0/2/1,28.0,69.0,137.7,18.3
neos-4738912-atrato,3,0/3/0,6.6,0.3,8.9,0.0
neos-4763324-toguru,3,3/0/0,34.4,21.8,9.3,0.0
neos-4954672-berkel,3,3/0/0,94.5,0.1,13.9,0.0
neos-5049753-cuanza,0,0/0/0,-,-,-,-
neos-5052403-cygnet,1,1/0/0,0.5,1971.5,3.0,0.0
neos-5093327-huahum,3,3/0/0,25.3,3.1,36.3,4.4
neos-5104907-jarama,0,0/0/0,-,-,-,-
neos-5107597-kakapo,3,3/0/0,42214.0,1.3,102.6,71.0
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,446.9,1.9,17.0,0.0
neos-5195221-niemur,3,3/0/0,398.5,6.4,4.8,0.0
neos-631710,3,3/0/0,162.4,996.4,1.0,0.0
neos-662469,3,0/3/0,1232.5,4.9,4.0,0.0
neos-787933,3,3/0/0,166.7,5.5,1.0,0.0
neos-827175,3,3/0/0,7.1,1.3,1.0,0.0
neos-848589,3,3/0/0,3.65e+05,54.7,78.3,23.3
neos-860300,3,3/0/0,40.9,0.4,8.0,0.0
neos-873061,3,3/0/0,54.8,449.2,31.3,1.3
neos-911970,3,0/3/0,213.9,0.1,20.6,0.0
neos-933966,3,0/3/0,3.2,18.1,7.6,0.0
neos-950242,3,3/0/0,132.0,47.2,38.6,0.3
neos-957323,3,3/0/0,5.2,11.4,1.0,0.0
neos-960392,3,3/0/0,2.2,19.4,33.2,0.0
neos10,3,0/3/0,74.7,0.1,2.0,0.0
neos16,2,0/0/2,1.1,9.0,1319.6,16.5
neos17,3,3/0/0,253.5,0.1,34.9,2.7
neos20,3,0/0/3,38.2,8.1,1467.8,33.2
neos5,3,3/0/0,38.8,0.1,2.9,0.0
neos7,3,0/3/0,11.3,0.1,7.9,0.0
neos8,3,0/3/0,100.0,0.1,3.6,0.0
net12,3,3/0/0,24.2,4.3,26.5,0.0
netdiversion,3,3/0/0,80.6,438.2,14.2,0.0
nexp-150-20-8-5,3,3/0/0,190.6,2.2,41.6,1.3
nh97p,1,0/0/1,12.4,19.4,1172.0,384.0
nh97t,2,0/0/2,11.0,16.4,1067.6,264.9
noswot,3,0/3/0,8.9,0.1,14.4,1.6
ns1116954,3,1/2/0,0.0,751.7,236.9,19.5
ns1208400,2,0/1/1,13.2,193.6,679.4,5.0
ns1644855,3,0/3/0,28.3,456.3,6.3,0.0
ns1760995,3,3/0/0,23.1,117.5,23.6,0.0
ns1830653,3,0/0/3,488.5,22.9,822.7,39.0
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,99.1,0.1,1.0,0.0
nu25-pr12,3,0/3/0,79.6,0.1,3.0,0.0
nursesched-medium-hint03,3,0/3/0,648.3,141.4,43.6,0.3
nursesched-sprint02,3,0/3/0,26.6,2.5,13.3,0.0
nw04,3,3/0/0,43.3,1.1,7.0,0.0
opm2-z10-s4,3,3/0/0,94.2,92.6,1.0,0.0
opt1217,3,0/3/0,0.0,0.1,5.6,0.0
p200x1188c,3,3/0/0,3.9,0.1,31.0,1.0
p2756,3,3/0/0,121.2,0.1,3.0,0.0
peg-solitaire-a3,0,0/0/0,-,-,-,-
pg,3,3/0/0,4.5,0.1,16.6,0.0
pg5_34,3,3/0/0,7.6,0.1,7.4,0.0
physiciansched3-3,3,0/3/0,346.3,2219.6,326.9,9.6
physiciansched6-2,3,0/0/3,103.4,145.5,1322.1,1.0
piperout-08,3,0/0/3,35.3,56.3,1543.5,2.3
piperout-27,3,0/0/3,31.3,90.3,1372.0,2.3
pk1,3,3/0/0,192.0,0.1,31.2,0.3
pp08a,3,3/0/0,52.9,0.1,16.7,0.0
pp08aCUTS,3,3/0/0,14.2,0.1,10.5,0.0
proteindesign121hz512p9,3,0/3/0,6.3,102.5,394.6,54.0
proteindesign122trx11p8,3,0/3/0,2.5,24.4,90.0,6.2
protfold,3,2/0/1,56.7,94.9,97.4,3.6
qap10,3,3/0/0,40.3,39.9,6.0,0.0
qiu,3,3/0/0,1534.7,0.1,3.8,0.0
rB10-011000,3,3/0/0,317.3,0.6,23.8,0.3
rB10-011001,3,3/0/0,225.9,0.7,21.7,0.0
rB11-010000,3,3/0/0,366.7,2.4,26.0,0.6
rB11-110001,3,3/0/0,170.8,3.6,29.6,0.3
rB12-111111,3,2/1/0,75.2,6.1,119.7,5.6
rC10-001000,3,3/0/0,174.7,0.3,30.3,0.0
rC10-100001,3,3/0/0,415.9,2.5,123.3,0.6
rC11-010100,3,0/3/0,333.8,2.1,2.0,0.0
rC11-011100,3,0/3/0,480.5,0.8,2.0,0.0
rC12-100000,3,3/0/0,283.5,9.6,86.9,2.0
rC12-111100,3,3/0/0,194.9,0.6,1.0,0.0
radiationm18-12-05,3,0/3/0,201.2,3.4,138.3,9.3
radiationm40-10-02,3,0/3/0,138.1,23.2,228.9,10.8
rail01,0,0/0/0,-,-,-,-
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,25.1,4.6,1.0,0.0
ran14x18-disj-8,3,3/0/0,23.3,0.2,23.3,0.6
rd-rplusc-21,2,0/0/2,100.6,44.6,599.8,207.8
reblock115,3,3/0/0,15.7,0.8,75.8,19.3
rmatr100-p10,3,3/0/0,0.9,1.5,4.9,0.0
rmatr200-p5,3,3/0/0,16.5,81.8,6.6,0.0
rocI-4-11,1,0/0/1,66.4,32.8,799.0,1.0
rocII-5-11,2,0/0/2,90.2,48.9,1553.9,543.1
roi2alpha3n4,3,3/0/0,48.9,5.2,6.0,0.0
roi5alpha10n8,3,3/0/0,53.0,80.8,7.0,0.0
roll3000,3,0/2/1,49.6,6.7,416.6,78.0
rout,3,0/3/0,13589.3,0.1,36.6,1.7
s100,2,0/2/0,75.0,2443.5,5.0,0.0
s250r10,3,0/3/0,0.1,336.4,3.0,0.0
satellites2-40,0,0/0/0,-,-,-,-
satellites2-60-fs,0,0/0/0,-,-,-,-
savsched1,0,0/0/0,-,-,-,-
sct2,3,3/0/0,17.4,0.1,6.5,0.0
set1ch,3,3/0/0,38.1,0.1,31.0,1.0
seymour,3,3/0/0,16.1,1.4,1.0,0.0
seymour1,3,3/0/0,4.0,1.7,3.6,0.0
sing326,3,3/0/0,57.1,75.3,14.5,0.3
sing44,3,3/0/0,21.0,73.1,5.5,0.0
snp-02-004-104,3,0/3/0,59.1,93.7,34.7,2.0
sorrell3,3,3/0/0,39.9,5.2,1.0,0.0
sp150x300d,3,3/0/0,1.9,0.1,31.7,1.6
sp97ar,3,3/0/0,6414.9,2.8,2.2,0.0
sp98ar,3,3/0/0,698.4,1.5,1.0,0.0
splice1k1,3,3/0/0,99.0,132.7,9.0,0.0
square41,0,0/0/0,-,-,-,-
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,42.9,377.6,11.1,0.0
supportcase12,3,0/3/0,8.5,36.5,4.0,0.0
supportcase18,3,3/0/0,41.7,1.1,1.0,0.0
supportcase26,3,3/0/0,54.6,0.1,7.0,0.0
supportcase33,3,0/3/0,97.0,5.8,208.1,49.0
supportcase40,3,3/0/0,48.7,1.1,8.0,0.0
supportcase42,3,0/3/0,9.73e+09,89.5,83.3,0.0
supportcase6,3,3/0/0,0.7,17.6,5.0,0.0
supportcase7,3,3/0/0,12.4,3.4,8.9,0.0
swath,3,0/0/3,86.4,18.0,685.3,265.9
swath1,3,3/0/0,29.5,0.6,60.7,14.1
swath3,3,3/0/0,20.4,0.7,62.3,14.9
t1717,2,2/0/0,30.7,81.5,20.2,0.0
tbfp-network,3,3/0/0,65.6,51.3,18.2,0.0
thor50dday,3,3/0/0,300.0,171.9,25.8,1.9
timtab1,3,0/3/0,52.5,0.5,117.0,46.4
timtab2,3,0/2/1,64.6,4.5,711.2,335.9
tr12-30,3,3/0/0,35.2,0.1,33.2,2.6
traininstance2,3,0/1/2,37.6,16.3,856.6,58.1
traininstance6,3,0/1/2,817.4,11.2,1158.3,79.9
trento1,3,0/3/0,29.1,61.3,8.6,0.0
triptim1,3,0/3/0,0.2,72.6,3.0,0.0
uccase12,3,3/0/0,310.5,257.8,16.3,0.0
uccase9,3,3/0/0,194.0,43.0,21.6,0.8
uct-subprob,3,3/0/0,22.7,0.6,12.3,0.0
unitcal_7,3,0/0/3,32.4,75.9,768.5,97.1
var-smallemery-m6j6,3,3/0/0,23.1,5.3,6.3,0.0
vpm2,3,3/0/0,462.8,0.1,20.4,0.0
wachplan,3,0/3/0,0.0,1.2,22.9,0.0
