problem,numSols,stage 1/2/3,gap,time,iterations,restarts
neos-1582420,3,0/3/0,93.5,2.4,155.1,14.2
neos-2657525-crna,3,0/2/1,851.5,0.9,278.4,7.8
neos-2746589-doon,3,0/3/0,1608.2,379.3,335.4,30.0
neos-2978193-inde,3,3/0/0,15.3,0.1,2.3,0.0
neos-2987310-joes,3,0/0/0,0.0,0.1,0.0,0.0
neos-3004026-krka,0,0/0/0,-,-,-,-
neos-3024952-loue,3,0/0/3,602.0,140.5,1590.8,1.7
neos-3046615-murg,3,0/3/0,160.0,0.1,98.7,72.0
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,2,0/0/2,61.7,1291.7,1034.1,0.0
neos-3381206-awhea,2,0/0/2,4.9,25.4,1210.3,0.7
neos-3402294-bobin,3,3/0/0,551.9,14.3,19.2,0.0
neos-3555904-turama,0,0/0/0,-,-,-,-
neos-3627168-kasai,3,3/0/0,1.4,0.2,29.2,0.6
neos-3656078-kumeu,3,0/0/3,677.6,1053.4,868.0,34.7
neos-3754480-nidda,3,3/0/0,22.1,0.1,68.7,14.7
neos-4300652-rahue,1,0/1/0,141.1,442.5,79.0,0.0
neos-4338804-snowy,3,0/3/0,10461.6,0.9,195.2,44.4
neos-4387871-tavua,2,0/0/2,1742.4,14.4,1213.9,676.0
neos-4413714-turia,3,2/0/1,4564.5,122.8,228.2,43.9
neos-4532248-waihi,3,0/1/2,949.4,391.5,458.4,41.7
neos-4647030-tutaki,3,3/0/0,51.2,14.6,20.4,0.0
neos-4722843-widden,3,0/3/0,325.2,163.3,226.1,14.3
neos-4738912-atrato,3,0/3/0,11.3,0.3,12.4,0.0
neos-4763324-toguru,3,3/0/0,30.7,23.2,21.3,0.0
neos-4954672-berkel,3,3/0/0,48.8,0.1,32.3,1.6
neos-5049753-cuanza,0,0/0/0,-,-,-,-
neos-5052403-cygnet,2,2/0/0,1.6,2128.7,3.0,0.0
neos-5093327-huahum,3,3/0/0,47.5,7.0,64.7,14.6
neos-5104907-jarama,0,0/0/0,-,-,-,-
neos-5107597-kakapo,3,3/0/0,43380.9,2.1,147.0,119.1
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,432.9,2.5,26.3,0.0
neos-5195221-niemur,3,3/0/0,235.5,3.5,7.0,0.0
neos-631710,3,3/0/0,162.4,1003.1,1.0,0.0
neos-662469,3,0/3/0,1134.9,4.9,4.0,0.0
neos-787933,3,3/0/0,166.7,5.5,1.0,0.0
neos-827175,3,3/0/0,7.1,1.3,1.0,0.0
neos-848589,3,3/0/0,3.33e+05,46.3,69.3,21.3
neos-860300,3,3/0/0,45.1,0.4,9.0,0.0
neos-873061,3,3/0/0,50.2,511.3,31.3,1.3
neos-911970,3,0/3/0,178.8,0.1,51.0,3.8
neos-933966,3,0/3/0,116.3,13.6,11.7,0.0
neos-950242,3,3/0/0,152.1,25.4,18.6,0.0
neos-957323,3,3/0/0,5.2,11.4,1.0,0.0
neos-960392,3,3/0/0,1.5,18.7,16.8,0.0
neos10,3,0/3/0,74.7,0.1,2.0,0.0
neos16,1,0/0/1,1.1,9.6,1084.0,2.0
neos17,3,3/0/0,265.8,0.1,31.7,1.6
neos20,3,0/0/3,38.2,5.7,1180.4,72.2
neos5,3,3/0/0,22.0,0.1,4.0,0.0
neos7,3,0/3/0,73.3,0.3,54.8,9.8
neos8,3,0/3/0,100.0,0.1,3.6,0.0
net12,3,3/0/0,24.2,3.9,22.9,0.0
netdiversion,3,3/0/0,100.9,71.9,13.1,0.0
nexp-150-20-8-5,3,3/0/0,175.8,1.3,27.2,0.6
nh97p,3,0/0/3,7.1,13.1,952.4,271.3
nh97t,3,0/0/3,9.3,20.2,1249.0,229.7
noswot,3,0/3/0,20.6,0.1,38.0,1.8
ns1116954,2,1/1/0,0.0,1273.3,142.2,4.5
ns1208400,3,0/3/0,126.0,154.4,324.7,0.0
ns1644855,3,0/3/0,5.5,1351.7,47.7,6.4
ns1760995,3,3/0/0,13.7,398.2,78.3,2.6
ns1830653,3,1/2/0,474.0,8.2,266.4,11.8
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,99.1,0.1,1.0,0.0
nu25-pr12,3,0/3/0,79.5,0.2,18.0,0.0
nursesched-medium-hint03,3,0/3/0,623.6,46.6,13.5,0.0
nursesched-sprint02,3,0/3/0,39.7,2.3,9.6,0.0
nw04,3,3/0/0,21.5,2.5,18.1,0.0
opm2-z10-s4,3,3/0/0,94.2,91.1,1.0,0.0
opt1217,3,0/3/0,0.0,0.1,41.8,4.4
p200x1188c,3,3/0/0,3.9,0.1,31.0,1.0
p2756,3,3/0/0,121.7,0.1,4.0,0.0
peg-solitaire-a3,0,0/0/0,-,-,-,-
pg,3,3/0/0,12.6,0.3,52.0,19.0
pg5_34,3,3/0/0,7.4,0.4,50.6,12.1
physiciansched3-3,3,0/3/0,23.5,3175.6,84.4,0.6
physiciansched6-2,3,0/0/3,91.6,116.8,909.5,0.6
piperout-08,3,0/0/3,10.8,41.6,1215.2,5.5
piperout-27,3,0/0/3,64.9,56.8,1033.8,4.1
pk1,3,3/0/0,1586.3,0.1,59.0,10.7
pp08a,3,3/0/0,55.8,0.1,15.6,0.0
pp08aCUTS,3,3/0/0,25.7,0.1,12.0,0.0
proteindesign121hz512p9,3,0/2/1,5.4,139.4,425.7,17.2
proteindesign122trx11p8,3,0/2/1,2.5,90.8,309.4,16.0
protfold,3,3/0/0,67.4,49.9,30.4,0.3
qap10,3,3/0/0,41.5,26.5,3.0,0.0
qiu,3,3/0/0,861.2,0.1,5.8,0.3
rB10-011000,3,3/0/0,238.7,0.6,27.2,0.3
rB10-011001,3,3/0/0,207.0,0.7,27.6,0.3
rB11-010000,3,3/0/0,307.8,2.4,30.9,0.6
rB11-110001,3,3/0/0,169.7,3.5,30.0,0.3
rB12-111111,3,0/3/0,76.6,10.6,246.8,8.5
rC10-001000,3,3/0/0,261.2,0.2,26.3,0.0
rC10-100001,3,3/0/0,489.7,1.7,76.0,1.3
rC11-010100,3,0/3/0,333.8,2.1,2.0,0.0
rC11-011100,3,0/3/0,480.5,0.8,2.0,0.0
rC12-100000,3,3/0/0,485.2,7.3,30.2,1.1
rC12-111100,3,3/0/0,194.9,0.6,1.0,0.0
radiationm18-12-05,3,0/3/0,136.2,1.7,73.5,4.3
radiationm40-10-02,3,0/3/0,171.6,20.0,209.9,28.6
rail01,0,0/0/0,-,-,-,-
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,25.1,4.6,1.0,0.0
ran14x18-disj-8,3,3/0/0,16.1,0.2,22.0,0.3
rd-rplusc-21,3,0/0/3,100.3,42.2,829.8,366.0
reblock115,3,3/0/0,10.9,0.7,48.8,5.7
rmatr100-p10,3,3/0/0,29.5,1.5,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,64.2,2.0,0.0
rocI-4-11,1,0/0/1,33.1,44.3,1043.0,1.0
rocII-5-11,2,0/0/2,74.1,18.8,757.0,306.9
roi2alpha3n4,3,3/0/0,66.8,33.1,34.7,2.0
roi5alpha10n8,3,3/0/0,57.4,429.8,29.3,0.0
roll3000,3,0/3/0,36.3,0.8,62.7,9.7
rout,3,0/3/0,13094.3,0.1,35.5,1.7
s100,1,0/1/0,76.5,2486.1,4.0,0.0
s250r10,3,0/3/0,0.1,335.1,3.0,0.0
satellites2-40,0,0/0/0,-,-,-,-
satellites2-60-fs,0,0/0/0,-,-,-,-
savsched1,0,0/0/0,-,-,-,-
sct2,3,3/0/0,9.0,0.2,20.6,0.0
set1ch,3,3/0/0,56.0,0.1,31.0,1.0
seymour,3,3/0/0,16.1,1.4,1.0,0.0
seymour1,3,3/0/0,3.5,1.6,8.0,0.0
sing326,3,3/0/0,59.6,75.8,20.9,0.6
sing44,3,3/0/0,20.6,74.6,12.1,0.0
snp-02-004-104,3,0/3/0,21.2,309.1,38.8,3.6
sorrell3,3,3/0/0,39.9,5.2,1.0,0.0
sp150x300d,3,3/0/0,1.4,0.1,31.3,1.3
sp97ar,3,3/0/0,6512.1,2.8,2.4,0.0
sp98ar,3,3/0/0,698.4,1.5,1.0,0.0
splice1k1,3,3/0/0,99.4,150.6,12.7,0.0
square41,0,0/0/0,-,-,-,-
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,122.5,463.1,10.9,0.0
supportcase12,3,0/3/0,1.4,205.5,21.0,0.0
supportcase18,3,3/0/0,41.7,1.1,1.0,0.0
supportcase26,3,3/0/0,323.6,0.1,89.3,62.7
supportcase33,3,0/3/0,93.5,3.6,107.9,19.1
supportcase40,3,3/0/0,17.6,1.4,16.6,0.0
supportcase42,3,0/3/0,2.91e+06,14.5,16.9,0.0
supportcase6,3,3/0/0,0.6,24.6,11.6,0.0
supportcase7,3,3/0/0,12.2,4.2,25.0,0.0
swath,3,0/3/0,196.2,3.6,168.2,56.7
swath1,3,3/0/0,15.0,0.4,31.6,2.1
swath3,3,3/0/0,13.5,0.6,53.9,12.1
t1717,2,2/0/0,163.6,321.1,37.5,0.0
tbfp-network,3,3/0/0,75.4,40.9,11.1,0.0
thor50dday,3,3/0/0,257.8,161.2,24.5,1.7
timtab1,3,0/3/0,65.1,0.8,179.6,75.2
timtab2,3,0/1/2,73.0,7.9,824.5,306.6
tr12-30,3,3/0/0,72.5,0.1,31.7,1.6
traininstance2,3,0/0/3,99.5,30.4,1548.9,38.2
traininstance6,3,0/1/2,311.3,6.3,709.7,98.6
trento1,3,0/3/0,107.3,33.0,10.3,0.0
triptim1,3,0/3/0,0.0,77.0,5.5,0.0
uccase12,3,3/0/0,342.5,261.5,16.7,0.0
uccase9,3,3/0/0,180.7,54.8,76.9,26.4
uct-subprob,3,3/0/0,22.3,0.7,10.2,0.0
unitcal_7,3,0/0/3,31.3,107.2,1270.0,236.3
var-smallemery-m6j6,3,3/0/0,50.4,17.6,65.5,9.2
vpm2,3,3/0/0,470.0,0.1,20.4,0.0
wachplan,3,0/3/0,0.0,1.6,30.1,0.4
