problem,numSols,stage 1/2/3,gap,time,iterations,restarts
mcsched,3,3/0/0,23.2,0.3,3.6,0.0
mik-250-20-75-4,3,0/3/0,89.9,0.1,15.1,0.9
milo-v12-6-r2-40-1,3,0/0/3,103.3,27.4,1025.4,0.0
misc07,3,3/0/0,69.5,0.1,20.0,0.0
mkc,3,3/0/0,26462.1,0.2,12.0,0.0
mod011,3,3/0/0,12.9,0.2,21.7,0.3
modglob,3,3/0/0,5.6,0.1,31.3,1.3
momentum1,3,0/0/3,323.3,27.5,798.2,474.1
msc98-ip,3,3/0/0,16.3,7.4,26.8,0.3
mushroom-best,3,0/3/0,1.25e+07,120.2,55.6,3.9
mzzv11,3,0/3/0,58.5,21.1,23.6,0.0
mzzv42z,3,0/3/0,62.9,8.8,27.6,0.3
n2seq36q,3,3/0/0,99.3,0.7,3.0,0.0
n3div36,3,3/0/0,99.3,0.4,1.0,0.0
n5-3,3,0/3/0,47.5,0.5,20.4,0.0
neos-1122047,3,3/0/0,1.5,1.5,4.2,0.0
neos-1171448,3,3/0/0,2.6,1.8,31.0,1.0
neos-1171737,3,3/0/0,6.8,0.7,34.0,3.0
neos-1354092,3,0/3/0,8.4,167.0,46.9,0.4
neos-1445765,3,3/0/0,32.1,61.9,12.3,0.0
neos-1456979,3,0/0/3,93.7,33.4,950.4,105.0
neos-1582420,3,0/3/0,66.9,2.1,194.5,25.4
neos-2657525-crna,3,0/2/1,856.3,1.5,470.3,29.8
neos-2746589-doon,3,0/3/0,1033.1,102.9,198.8,19.1
neos-2978193-inde,3,3/0/0,10.4,0.1,2.6,0.0
neos-2987310-joes,3,0/0/0,0.0,0.1,0.0,0.0
neos-3004026-krka,0,0/0/0,-,-,-,-
neos-3024952-loue,0,0/0/0,-,-,-,-
neos-3046615-murg,3,0/3/0,1497.9,0.1,90.7,59.7
neos-3083819-nubu,3,0/3/0,0.8,0.1,1.0,0.0
neos-3216931-puriri,0,0/0/0,-,-,-,-
neos-3381206-awhea,3,0/0/3,4.9,25.7,979.2,0.3
neos-3402294-bobin,3,3/0/0,455.2,7.0,16.7,0.0
neos-3555904-turama,0,0/0/0,-,-,-,-
neos-3627168-kasai,3,3/0/0,1.4,0.1,22.0,0.3
neos-3656078-kumeu,3,0/2/1,736.6,154.6,508.9,106.4
neos-3754480-nidda,3,3/0/0,9.3,0.1,68.0,10.9
neos-4300652-rahue,3,0/2/1,168.7,1028.1,183.2,1.4
neos-4338804-snowy,3,0/3/0,14031.6,0.4,121.3,34.1
neos-4387871-tavua,2,0/2/0,986.1,5.2,581.3,319.8
neos-4413714-turia,3,3/0/0,70.3,45.4,86.9,13.6
neos-4532248-waihi,3,0/0/3,949.4,641.3,1018.0,132.7
neos-4647030-tutaki,3,3/0/0,53.0,16.5,26.0,0.0
neos-4722843-widden,3,0/3/0,22.5,13.2,49.7,7.9
neos-4738912-atrato,3,0/3/0,5.9,0.3,11.5,0.0
neos-4763324-toguru,3,3/0/0,34.9,23.4,22.0,0.0
neos-4954672-berkel,3,3/0/0,26.8,0.1,33.6,1.9
neos-5049753-cuanza,0,0/0/0,-,-,-,-
neos-5052403-cygnet,1,1/0/0,1.1,1967.4,3.0,0.0
neos-5093327-huahum,3,3/0/0,35.6,4.0,49.0,10.2
neos-5104907-jarama,0,0/0/0,-,-,-,-
neos-5107597-kakapo,3,3/0/0,31538.8,1.4,111.3,78.6
neos-5114902-kasavu,0,0/0/0,-,-,-,-
neos-5188808-nattai,3,3/0/0,333.8,2.6,26.3,0.0
neos-5195221-niemur,3,3/0/0,276.2,3.4,6.7,0.0
neos-631710,3,3/0/0,162.4,1000.4,1.0,0.0
neos-662469,3,0/3/0,1267.6,4.9,4.0,0.0
neos-787933,3,3/0/0,166.7,5.5,1.0,0.0
neos-827175,3,3/0/0,7.1,1.3,1.0,0.0
neos-848589,3,3/0/0,4.31e+05,47.9,71.3,19.9
neos-860300,3,3/0/0,46.3,0.5,13.3,0.0
neos-873061,3,3/0/0,55.1,565.3,31.3,1.3
neos-911970,3,0/3/0,210.2,0.1,55.3,3.7
neos-933966,3,0/3/0,151.3,13.6,12.6,0.0
neos-950242,3,3/0/0,52.2,15.6,17.6,0.0
neos-957323,3,3/0/0,5.2,11.5,1.0,0.0
neos-960392,3,2/1/0,1.3,23.2,34.6,0.3
neos10,3,0/3/0,74.7,0.1,2.0,0.0
neos16,3,0/0/3,1.6,10.8,1220.4,48.3
neos17,3,3/0/0,262.0,0.1,32.0,1.6
neos20,3,0/0/3,38.2,6.7,1292.0,49.6
neos5,3,3/0/0,30.6,0.1,3.3,0.0
neos7,3,0/3/0,20.1,0.6,75.2,14.7
neos8,3,0/3/0,100.0,0.1,3.6,0.0
net12,3,3/0/0,41.2,4.2,36.0,1.2
netdiversion,3,3/0/0,95.1,70.0,12.8,0.0
nexp-150-20-8-5,3,3/0/0,148.0,1.6,31.3,1.0
nh97p,2,0/0/2,8.8,14.2,836.5,266.5
nh97t,2,0/0/2,10.0,23.9,1250.0,318.8
noswot,3,0/3/0,7.1,0.1,41.7,3.3
ns1116954,3,1/2/0,0.0,754.7,236.9,19.5
ns1208400,2,0/1/1,9.0,361.4,960.5,1.6
ns1644855,3,0/3/0,16.7,1468.4,64.9,14.0
ns1760995,3,3/0/0,70.1,244.4,96.4,7.9
ns1830653,3,0/0/3,496.3,21.6,852.7,86.4
ns1952667,0,0/0/0,-,-,-,-
nsrand-ipx,3,3/0/0,99.1,0.1,1.0,0.0
nu25-pr12,3,0/3/0,79.5,0.2,18.0,0.0
nursesched-medium-hint03,3,0/3/0,686.7,47.5,17.6,0.0
nursesched-sprint02,3,0/3/0,40.2,2.3,12.3,0.0
nw04,3,3/0/0,41.9,1.9,14.9,0.0
opm2-z10-s4,3,3/0/0,94.2,92.4,1.0,0.0
opt1217,3,0/3/0,0.0,0.1,45.6,6.0
p200x1188c,3,3/0/0,4.4,0.1,31.0,1.0
p2756,3,3/0/0,121.7,0.1,4.0,0.0
peg-solitaire-a3,0,0/0/0,-,-,-,-
pg,3,3/0/0,3.6,0.2,51.7,15.0
pg5_34,3,3/0/0,3.4,0.4,52.0,12.0
physiciansched3-3,1,0/0/1,1044.3,2670.3,902.0,56.0
physiciansched6-2,3,0/0/3,100.2,114.2,1023.6,0.6
piperout-08,3,0/0/3,12.9,48.6,1325.5,4.0
piperout-27,3,0/0/3,27.1,47.5,865.2,2.6
pk1,3,3/0/0,388.3,0.1,66.9,8.3
pp08a,3,3/0/0,28.6,0.1,20.4,0.0
pp08aCUTS,3,3/0/0,9.5,0.1,19.6,0.0
proteindesign121hz512p9,3,0/2/1,17.2,111.0,388.0,54.7
proteindesign122trx11p8,3,0/3/0,2.0,26.2,99.6,8.9
protfold,3,1/2/0,64.4,161.2,161.0,4.3
qap10,3,3/0/0,41.5,34.3,3.0,0.0
qiu,3,3/0/0,921.9,0.1,3.8,0.0
rB10-011000,3,3/0/0,262.4,0.6,26.2,0.6
rB10-011001,3,3/0/0,222.2,0.7,23.2,0.0
rB11-010000,3,3/0/0,332.8,2.4,26.8,0.3
rB11-110001,3,3/0/0,160.7,3.7,34.6,0.8
rB12-111111,3,3/0/0,77.9,7.2,167.1,8.8
rC10-001000,3,3/0/0,166.1,0.2,26.0,0.0
rC10-100001,3,3/0/0,358.5,2.0,93.2,1.3
rC11-010100,3,0/3/0,333.8,2.1,2.0,0.0
rC11-011100,3,0/3/0,480.5,0.8,2.0,0.0
rC12-100000,3,3/0/0,331.7,8.1,43.6,0.8
rC12-111100,3,3/0/0,194.9,0.6,1.0,0.0
radiationm18-12-05,3,0/3/0,165.4,2.4,100.1,3.6
radiationm40-10-02,3,0/3/0,138.2,31.7,294.8,25.9
rail01,0,0/0/0,-,-,-,-
rail02,0,0/0/0,-,-,-,-
rail507,3,3/0/0,25.1,4.6,1.0,0.0
ran14x18-disj-8,3,3/0/0,16.1,0.2,20.4,0.0
rd-rplusc-21,3,0/0/3,102.3,48.3,814.0,317.1
reblock115,3,3/0/0,8.2,0.7,40.2,2.3
rmatr100-p10,3,3/0/0,17.7,1.4,2.3,0.0
rmatr200-p5,3,3/0/0,19.5,64.0,2.0,0.0
rocI-4-11,3,0/0/3,54.7,32.0,1025.8,3.3
rocII-5-11,3,0/0/3,81.6,34.9,1288.7,515.1
roi2alpha3n4,3,3/0/0,42.4,35.6,38.3,2.4
roi5alpha10n8,3,3/0/0,58.0,483.0,34.3,1.5
roll3000,3,0/3/0,41.6,2.2,194.7,39.0
rout,3,0/3/0,14400.5,0.1,42.9,3.9
s100,3,2/1/0,14.8,2875.9,7.8,0.0
s250r10,3,0/3/0,0.1,334.0,3.0,0.0
satellites2-40,0,0/0/0,-,-,-,-
satellites2-60-fs,0,0/0/0,-,-,-,-
savsched1,0,0/0/0,-,-,-,-
sct2,3,3/0/0,25.5,0.3,31.1,0.8
set1ch,3,3/0/0,61.7,0.1,31.0,1.0
seymour,3,3/0/0,16.1,1.4,1.0,0.0
seymour1,3,3/0/0,3.8,1.6,9.3,0.0
sing326,3,3/0/0,59.6,75.7,23.5,0.6
sing44,3,3/0/0,21.2,74.4,12.4,0.0
snp-02-004-104,3,0/3/0,7.2,209.0,35.9,2.9
sorrell3,3,3/0/0,39.9,5.2,1.0,0.0
sp150x300d,3,3/0/0,1.4,0.1,31.7,1.6
sp97ar,3,3/0/0,6449.4,2.7,2.2,0.0
sp98ar,3,3/0/0,698.4,1.5,1.0,0.0
splice1k1,3,3/0/0,98.2,138.3,15.0,0.0
square41,0,0/0/0,-,-,-,-
square47,0,0/0/0,-,-,-,-
supportcase10,3,3/0/0,113.7,470.2,11.3,0.0
supportcase12,3,0/3/0,1.7,199.8,21.3,0.0
supportcase18,3,3/0/0,41.7,1.1,1.0,0.0
supportcase26,3,3/0/0,383.7,0.1,89.3,59.3
supportcase33,3,0/3/0,95.4,4.6,164.0,33.7
supportcase40,3,3/0/0,14.6,1.3,17.7,0.0
supportcase42,3,0/3/0,2.91e+06,14.3,16.2,0.0
supportcase6,3,3/0/0,2.8,34.3,20.1,0.0
supportcase7,3,3/0/0,12.2,4.2,25.0,0.0
swath,3,0/3/0,190.9,8.0,302.1,112.0
swath1,3,3/0/0,8.4,0.5,47.6,5.4
swath3,3,3/0/0,22.1,0.7,67.9,17.6
t1717,2,2/0/0,141.5,387.1,52.7,0.0
tbfp-network,3,3/0/0,27.1,40.9,12.6,0.0
thor50dday,3,3/0/0,257.8,161.5,24.5,1.7
timtab1,3,0/2/1,56.5,1.9,320.7,139.2
timtab2,3,0/3/0,50.3,2.7,305.1,126.7
tr12-30,3,3/0/0,50.9,0.1,35.3,3.2
traininstance2,3,0/1/2,64.8,18.8,847.6,55.8
traininstance6,3,0/1/2,817.4,11.2,1158.3,79.9
trento1,3,0/3/0,126.7,51.3,10.3,0.0
triptim1,3,0/3/0,0.0,81.2,8.3,0.0
uccase12,3,3/0/0,286.0,261.7,19.7,0.0
uccase9,3,3/0/0,219.5,57.9,87.0,27.8
uct-subprob,3,3/0/0,22.5,0.6,13.0,0.0
unitcal_7,2,0/0/2,22.0,81.7,809.8,93.7
var-smallemery-m6j6,3,3/0/0,21.1,19.3,73.3,11.6
vpm2,3,3/0/0,479.5,0.1,27.2,0.3
wachplan,3,0/3/0,0.0,2.0,39.7,0.0
